X1_CC_4,X2_CN_4,X3_CO_4,X4_CS_4,X5_NC_4,X6_NN_4,X7_NO_4,X8_NS_4,X9_OC_4,X10_ON_4,X11_OO_4,X12_OS_4,X13_FC_4,X14_FN_4,X15_FO_4,X16_FS_4,X17_PC_4,X18_PN_4,X19_PO_4,X20_PS_4,X21_SC_4,X22_SN_4,X23_SO_4,X24_SS_4,X25_cC_4,X26_cN_4,X27_cO_4,X28_cS_4,X29_bC_4,X30_bN_4,X31_bO_4,X32_bS_4,X33_IC_4,X34_IN_4,X35_IO_4,X36_IS_4,X37_CC_8,X38_CN_8,X39_CO_8,X40_CS_8,X41_NC_8,X42_NN_8,X43_NO_8,X44_NS_8,X45_OC_8,X46_ON_8,X47_OO_8,X48_OS_8,X49_FC_8,X50_FN_8,X51_FO_8,X52_FS_8,X53_PC_8,X54_PN_8,X55_PO_8,X56_PS_8,X57_SC_8,X58_SN_8,X59_SO_8,X60_SS_8,X61_cC_8,X62_cN_8,X63_cO_8,X64_cS_8,X65_bC_8,X66_bN_8,X67_bO_8,X68_bS_8,X69_IC_8,X70_IN_8,X71_IO_8,X72_IS_8,X73_CC_12,X74_CN_12,X75_CO_12,X76_CS_12,X77_NC_12,X78_NN_12,X79_NO_12,X80_NS_12,X81_OC_12,X82_ON_12,X83_OO_12,X84_OS_12,X85_FC_12,X86_FN_12,X87_FO_12,X88_FS_12,X89_PC_12,X90_PN_12,X91_PO_12,X92_PS_12,X93_SC_12,X94_SN_12,X95_SO_12,X96_SS_12,X97_cC_12,X98_cN_12,X99_cO_12,X100_cS_12,X101_bC_12,X102_bN_12,X103_bO_12,X104_bS_12,X105_IC_12,X106_IN_12,X107_IO_12,X108_IS_12,X109_CC_16,X110_CN_16,X111_CO_16,X112_CS_16,X113_NC_16,X114_NN_16,X115_NO_16,X116_NS_16,X117_OC_16,X118_ON_16,X119_OO_16,X120_OS_16,X121_FC_16,X122_FN_16,X123_FO_16,X124_FS_16,X125_PC_16,X126_PN_16,X127_PO_16,X128_PS_16,X129_SC_16,X130_SN_16,X131_SO_16,X132_SS_16,X133_cC_16,X134_cN_16,X135_cO_16,X136_cS_16,X137_bC_16,X138_bN_16,X139_bO_16,X140_bS_16,X141_IC_16,X142_IN_16,X143_IO_16,X144_IS_16,X145_CC_20,X146_CN_20,X147_CO_20,X148_CS_20,X149_NC_20,X150_NN_20,X151_NO_20,X152_NS_20,X153_OC_20,X154_ON_20,X155_OO_20,X156_OS_20,X157_FC_20,X158_FN_20,X159_FO_20,X160_FS_20,X161_PC_20,X162_PN_20,X163_PO_20,X164_PS_20,X165_SC_20,X166_SN_20,X167_SO_20,X168_SS_20,X169_cC_20,X170_cN_20,X171_cO_20,X172_cS_20,X173_bC_20,X174_bN_20,X175_bO_20,X176_bS_20,X177_IC_20,X178_IN_20,X179_IO_20,X180_IS_20,X181_CC_24,X182_CN_24,X183_CO_24,X184_CS_24,X185_NC_24,X186_NN_24,X187_NO_24,X188_NS_24,X189_OC_24,X190_ON_24,X191_OO_24,X192_OS_24,X193_FC_24,X194_FN_24,X195_FO_24,X196_FS_24,X197_PC_24,X198_PN_24,X199_PO_24,X200_PS_24,X201_SC_24,X202_SN_24,X203_SO_24,X204_SS_24,X205_cC_24,X206_cN_24,X207_cO_24,X208_cS_24,X209_bC_24,X210_bN_24,X211_bO_24,X212_bS_24,X213_IC_24,X214_IN_24,X215_IO_24,X216_IS_24
28,9,2,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,558,168,127,9,0,0,0,0,83,30,20,0,0,0,0,0,0,0,0,0,59,22,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1933,616,586,12,0,0,0,0,289,93,91,2,0,0,0,0,0,0,0,0,205,64,63,1,0,0,0,0,0,0,0,0,0,0,0,0,3989,1145,1295,12,0,0,0,0,615,181,207,2,0,0,0,0,0,0,0,0,408,116,130,1,0,0,0,0,0,0,0,0,0,0,0,0,6817,1844,2077,12,0,0,0,0,1070,295,339,2,0,0,0,0,0,0,0,0,694,184,206,1,0,0,0,0,0,0,0,0,0,0,0,0,9524,2471,2822,12,0,0,0,0,1542,411,465,2,0,0,0,0,0,0,0,0,945,249,280,1,0,0,0,0,0,0,0,0,0,0,0,0
16,0,3,2,4,1,0,0,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,150,172,14,50,11,12,1,223,50,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741,730,738,19,213,55,52,1,960,255,251,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5665,1428,1383,52,433,111,105,5,2022,504,504,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9147,2290,2359,83,730,178,178,7,3349,847,840,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12848,3356,3504,131,1015,266,276,10,4783,1255,1283,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,9,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,188,168,18,102,15,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4494,1038,1060,30,456,110,111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9266,2267,2370,73,984,240,248,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12484,3120,3360,111,1291,322,356,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14114,3630,3945,120,1462,376,412,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,15,2,4,2,3,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,159,160,25,96,29,33,5,83,27,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,439,469,40,307,76,86,6,327,88,88,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288,867,895,47,545,145,150,9,652,164,180,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4905,1387,1360,67,842,232,226,12,1024,286,278,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6023,1747,1718,77,1020,297,295,13,1285,374,369,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,15,1,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,426,145,156,20,124,32,42,4,0,0,0,0,0,0,0,0,0,0,0,0,61,18,24,2,0,0,0,0,0,0,0,0,29,10,12,2,1570,438,505,43,417,113,118,9,0,0,0,0,0,0,0,0,0,0,0,0,208,55,63,7,0,0,0,0,0,0,0,0,139,42,45,3,3611,959,1120,66,822,223,268,18,0,0,0,0,0,0,0,0,0,0,0,0,456,120,137,9,0,0,0,0,0,0,0,0,315,82,99,7,6045,1518,1780,92,1309,339,384,22,0,0,0,0,0,0,0,0,0,0,0,0,744,188,217,11,0,0,0,0,0,0,0,0,552,143,166,7,8309,2129,2380,106,1731,445,505,24,0,0,0,0,0,0,0,0,0,0,0,0,968,250,279,12,0,0,0,0,0,0,0,0,791,205,231,11
3,1,0,0,0,0,0,0,25,19,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,68,15,0,0,0,0,0,461,157,73,0,0,0,0,0,95,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,218,165,0,0,0,0,0,1601,545,408,0,0,0,0,0,342,115,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,393,348,6,0,0,0,0,3382,998,905,12,0,0,0,0,695,202,184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109,585,564,10,0,0,0,0,5328,1490,1442,23,0,0,0,0,1084,302,292,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,819,815,15,0,0,0,0,7189,2056,2037,42,0,0,0,0,1458,413,414,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,7,1,14,0,2,0,15,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,119,160,16,211,47,68,8,309,63,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180,579,653,44,822,214,252,17,1102,289,331,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4712,1215,1384,70,1792,448,525,24,2365,615,693,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7666,1992,2200,87,2930,756,845,36,3893,1000,1114,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10777,2767,3102,128,4131,1072,1190,48,5473,1416,1572,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,5,0,0,0,1,0,18,10,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,723,215,183,15,29,7,8,1,285,86,86,4,0,0,0,0,0,0,0,0,39,9,7,0,0,0,0,0,53,17,14,1,0,0,0,0,2511,868,752,36,105,35,30,2,859,280,251,10,0,0,0,0,0,0,0,0,129,50,48,2,0,0,0,0,170,55,50,2,0,0,0,0,5735,1760,1679,87,282,85,86,3,1788,512,480,30,0,0,0,0,0,0,0,0,287,92,81,6,0,0,0,0,368,113,103,7,0,0,0,0,10654,2949,2873,172,531,148,146,7,3147,831,801,55,0,0,0,0,0,0,0,0,536,153,144,10,0,0,0,0,683,176,174,12,0,0,0,0,15943,4279,4143,228,780,206,201,12,4812,1271,1262,66,0,0,0,0,0,0,0,0,850,229,216,13,0,0,0,0,963,259,251,13,0,0,0,0
21,0,4,0,6,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,433,94,85,0,83,24,21,1,117,35,30,2,0,0,0,0,0,0,0,0,38,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,430,417,15,403,115,118,3,494,139,138,6,0,0,0,0,0,0,0,0,150,43,35,1,0,0,0,0,0,0,0,0,0,0,0,0,3506,954,971,35,977,262,269,12,1204,323,347,14,0,0,0,0,0,0,0,0,300,80,85,3,0,0,0,0,0,0,0,0,0,0,0,0,6186,1627,1774,62,1843,503,529,18,2305,614,654,22,0,0,0,0,0,0,0,0,530,136,151,6,0,0,0,0,0,0,0,0,0,0,0,0,9774,2513,2796,77,2879,731,805,21,3645,922,1036,28,0,0,0,0,0,0,0,0,818,211,230,7,0,0,0,0,0,0,0,0,0,0,0,0
10,5,10,0,0,0,0,0,27,20,16,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,107,89,0,0,0,0,0,527,167,149,0,0,0,0,0,58,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,389,393,4,0,0,0,0,1923,559,578,8,0,0,0,0,211,59,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846,795,877,18,0,0,0,0,4289,1222,1271,22,0,0,0,0,485,142,142,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4883,1416,1439,29,0,0,0,0,7321,2083,2162,38,0,0,0,0,833,235,247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7171,1999,2081,36,0,0,0,0,10686,2999,3128,49,0,0,0,0,1201,339,347,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,20,18,0,7,3,3,0,16,8,4,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,349,303,0,157,45,42,0,294,87,82,0,28,14,12,0,0,0,0,0,49,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3989,1193,1075,0,593,181,158,0,1028,313,302,0,123,34,33,0,0,0,0,0,147,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,9028,2528,2430,3,1380,381,369,0,2443,679,660,2,267,69,74,0,0,0,0,0,335,90,87,1,0,0,0,0,0,0,0,0,0,0,0,0,15548,4326,4257,15,2366,659,638,2,4210,1176,1149,4,468,127,129,1,0,0,0,0,565,151,156,1,0,0,0,0,0,0,0,0,0,0,0,0,22118,6127,6217,91,3285,905,929,15,5891,1641,1689,26,651,179,184,4,0,0,0,0,778,218,228,3,0,0,0,0,0,0,0,0,0,0,0,0
3,2,6,2,0,0,0,0,16,7,12,0,0,0,0,0,1,3,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,440,145,249,12,31,9,16,1,204,65,96,2,0,0,0,0,42,11,23,0,0,0,0,0,37,12,22,0,0,0,0,0,0,0,0,0,2308,715,848,16,166,52,56,1,889,268,292,5,0,0,0,0,173,53,58,1,0,0,0,0,225,75,89,2,0,0,0,0,0,0,0,0,5934,1614,1803,53,407,107,118,2,2164,558,614,17,0,0,0,0,422,111,116,3,0,0,0,0,616,173,183,6,0,0,0,0,0,0,0,0,11552,2945,3258,85,793,207,215,5,3955,1027,1106,26,0,0,0,0,776,204,217,5,0,0,0,0,1215,311,352,11,0,0,0,0,0,0,0,0,18479,4866,5255,122,1235,326,349,8,5918,1570,1673,42,0,0,0,0,1146,299,323,9,0,0,0,0,2011,522,578,15,0,0,0,0,0,0,0,0
43,16,27,0,1,1,1,0,24,15,12,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,473,504,0,137,40,39,0,455,120,118,1,0,0,0,0,48,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7432,2058,2152,11,598,170,179,1,1807,510,517,3,0,0,0,0,195,58,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19296,4812,5205,137,1550,382,412,12,4599,1137,1231,33,0,0,0,0,512,122,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38809,8948,9783,358,3115,697,770,32,9279,2132,2337,90,0,0,0,0,1023,239,263,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63623,15294,16873,508,5163,1245,1358,43,15227,3648,4075,129,0,0,0,0,1715,412,464,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,13,0,13,3,7,0,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,208,161,21,232,56,53,6,159,64,34,4,0,0,0,0,0,0,0,0,28,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2406,715,640,31,722,198,189,9,548,166,131,7,0,0,0,0,0,0,0,0,121,39,40,1,0,0,0,0,0,0,0,0,0,0,0,0,5770,1633,1548,55,1544,417,402,14,1329,373,348,12,0,0,0,0,0,0,0,0,303,84,83,4,0,0,0,0,0,0,0,0,0,0,0,0,10449,2833,2779,73,2629,701,700,18,2374,666,639,16,0,0,0,0,0,0,0,0,570,154,148,4,0,0,0,0,0,0,0,0,0,0,0,0,14939,3941,4112,84,3674,987,1012,21,3572,945,965,23,0,0,0,0,0,0,0,0,791,209,221,4,0,0,0,0,0,0,0,0,0,0,0,0
15,6,14,0,2,3,6,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,192,188,2,159,59,47,0,81,34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303,679,762,17,604,177,196,5,399,122,133,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5338,1377,1579,62,1406,358,411,17,939,252,289,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9323,2386,2704,96,2408,608,688,24,1588,390,462,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13498,3306,3805,132,3459,850,973,33,2253,553,641,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,7,0,5,1,5,0,15,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,594,177,150,0,102,35,32,0,237,73,68,0,0,0,0,0,0,0,0,0,60,17,18,0,58,13,17,0,0,0,0,0,0,0,0,0,2100,560,578,7,363,85,93,1,799,214,216,2,0,0,0,0,0,0,0,0,190,44,50,1,209,52,56,1,0,0,0,0,0,0,0,0,4322,1085,1103,44,742,188,191,5,1674,421,430,14,0,0,0,0,0,0,0,0,382,95,98,4,461,107,107,4,0,0,0,0,0,0,0,0,7746,1875,1955,76,1301,319,331,15,3018,749,782,31,0,0,0,0,0,0,0,0,679,165,172,6,777,186,197,9,0,0,0,0,0,0,0,0,11516,2818,2989,128,1936,473,510,21,4571,1121,1186,51,0,0,0,0,0,0,0,0,1012,246,263,12,1119,278,298,13,0,0,0,0,0,0,0,0
41,9,36,2,20,1,12,0,18,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,371,393,27,268,76,81,8,218,57,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5536,1445,1685,59,1103,286,345,11,894,232,268,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13371,3446,3998,79,2723,690,819,15,2169,572,663,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24304,6056,7133,102,4990,1222,1433,23,3948,985,1143,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37646,9336,10764,120,7767,1909,2193,25,6040,1503,1730,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,5,26,2,16,1,13,0,20,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,273,276,25,264,73,82,8,215,57,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3949,1032,1212,39,1101,293,347,11,890,231,267,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9727,2571,2914,59,2725,693,827,15,2170,572,669,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17843,4419,5161,83,4998,1217,1436,23,3960,986,1144,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27591,6845,7881,90,7777,1919,2184,25,6068,1505,1735,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,16,0,13,2,9,0,23,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,204,219,0,352,100,103,1,258,57,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437,977,1018,7,1372,401,394,4,975,274,292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7863,2322,2435,36,3187,909,965,14,2352,678,739,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14714,4042,4328,93,5823,1571,1668,45,4491,1227,1312,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24126,6358,6819,151,9219,2435,2606,62,7580,1987,2136,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,7,17,0,1,0,4,0,13,3,3,0,19,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,211,218,14,110,33,33,6,116,33,30,3,259,79,89,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935,829,907,71,421,124,134,11,429,111,134,11,910,252,290,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549,1897,2052,148,1010,297,316,21,964,294,304,21,2031,575,625,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11269,3102,3435,174,1710,477,516,25,1658,461,499,27,3380,934,1003,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16242,4446,4790,210,2429,666,717,30,2364,660,702,30,4703,1298,1398,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3,3,4,5,1,6,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,98,135,17,198,53,68,9,108,31,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,387,450,45,787,198,244,20,395,95,120,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3803,904,1037,84,1918,474,525,41,984,240,268,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7026,1858,1914,119,3490,910,954,59,1744,470,486,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9884,2673,2806,128,4911,1334,1386,64,2392,648,686,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,0,3,2,2,0,34,13,15,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,89,100,0,49,21,21,0,485,162,173,0,0,0,0,0,54,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,315,360,0,208,62,74,0,1798,544,615,0,0,0,0,0,191,54,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,677,738,5,511,142,154,3,4349,1189,1285,15,0,0,0,0,458,124,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4636,1191,1242,28,970,242,257,6,8160,2096,2186,45,0,0,0,0,868,222,229,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7747,2019,2060,43,1615,429,442,10,13470,3486,3616,80,0,0,0,0,1396,363,376,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,12,6,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,18,18,1,0,0,0,0,305,80,80,5,0,0,0,0,61,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,62,64,3,0,0,0,0,1058,306,294,12,0,0,0,0,205,61,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,105,118,3,0,0,0,0,2167,533,562,15,0,0,0,0,415,101,110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,188,187,3,0,0,0,0,3446,895,897,15,0,0,0,0,677,181,175,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,247,248,5,0,0,0,0,4475,1214,1224,23,0,0,0,0,885,241,243,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,14,35,0,9,2,9,1,34,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,362,462,15,400,79,102,5,631,144,181,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7139,1683,1899,62,1762,441,483,15,2500,573,654,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15674,3962,4324,115,4134,1037,1161,31,5459,1398,1496,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25240,6792,7238,194,6968,1846,1973,58,8663,2347,2489,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34463,9658,10162,258,9832,2726,2870,75,11825,3309,3509,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,7,0,2,2,3,0,24,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,79,109,0,59,18,20,0,229,70,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,289,304,9,224,59,58,2,853,234,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,617,634,21,479,122,129,4,1860,488,511,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3823,953,1041,41,786,193,215,9,2982,745,834,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5275,1354,1478,51,1086,280,307,10,4072,1045,1136,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,12,0,3,0,2,0,20,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,228,234,0,41,10,9,0,379,101,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4831,1144,1145,15,176,43,43,1,1586,414,411,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10754,2434,2507,38,374,86,85,1,3659,821,863,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17702,4064,4273,94,586,131,137,3,6324,1444,1539,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,5797,6197,161,792,179,200,6,8975,2089,2281,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,14,0,3,0,2,0,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654,277,276,0,41,11,10,0,276,73,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6423,1497,1472,10,175,43,44,1,1113,294,286,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13553,3062,3166,56,373,85,84,1,2519,557,577,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21213,4951,5163,119,587,129,137,3,4221,961,1011,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28744,6806,7236,189,793,180,200,6,5896,1360,1476,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
