X1_complex_code,X_10,X_20,X_40,X_60,X_80,X_100
4aqh,3,19,20,15,0,57
4ht2,1,8,9,49,11,13
1dhj,3,14,22,6,6,99
1hmr,8,3,8,44,58,22
1hp5,4,16,21,18,19,3
1n4h,8,0,1,47,18,96
1yc4,1,6,29,5,2,1
1yda,1,8,9,51,63,79
2bok,3,17,27,15,0,95
2i3v,5,10,18,36,49,35
2xxr,5,10,18,36,49,35
3s0e,8,16,7,12,19,52
4iue,1,6,3,39,31,94
2zq2,8,19,20,35,13,34
4db7,1,18,29,5,30,71
1sld,2,11,37,17,33,24
2fqy,4,18,22,54,61,49
2hzl,5,10,31,27,68,31
2pwc,9,2,36,46,5,67
3ove,9,12,15,6,79,63
3qox,4,18,22,54,61,49
3sax,1,8,9,49,11,13
3tfn,3,19,20,35,21,95
4fs4,3,6,24,28,2,72
5er2,2,11,37,19,33,91
1k1i,9,14,15,46,52,11
2p7z,3,17,24,28,21,42
3pb9,8,16,21,39,31,52
1b58,8,12,5,1,3,19
1c2t,1,14,13,6,6,99
1c3e,1,14,13,6,6,99
1fiv,2,2,12,16,33,91
1izi,9,2,12,26,59,23
2e91,0,7,26,30,8,70
2pvh,3,6,29,3,27,94
2pwr,9,2,36,46,5,67
3gs6,4,4,19,18,38,81
3t8v,9,12,15,26,13,34
1b38,0,9,6,9,17,20
1g7g,9,12,15,6,79,63
1jzs,9,12,5,35,13,76
2euk,2,12,10,17,65,77
2f7p,8,19,20,12,19,81
2j4g,4,4,19,18,19,3
2jdp,5,13,23,38,44,30
2wly,4,4,19,48,16,26
3dln,5,10,18,36,49,35
3ip6,5,10,31,27,68,62
3lxe,4,18,13,33,24,15
3v3q,8,19,20,35,21,76
4dkq,1,14,29,6,6,18
4h75,2,11,11,59,53,75
4mr6,3,17,24,28,2,88
1afk,0,9,6,9,17,37
1ii5,5,10,18,36,49,35
2ews,0,9,6,9,17,20
2j7b,5,13,23,38,44,30
2jgs,8,19,7,12,24,58
2vwc,9,2,12,26,65,0
3ljo,8,19,20,35,13,34
3ozp,4,4,19,18,38,80
4btk,1,6,3,28,2,88
4er1,9,2,12,16,59,23
4gfo,1,8,3,5,32,1
2x7t,3,14,13,46,52,38
3f8f,9,2,27,20,54,47
4k77,8,19,20,12,27,46
1lcp,5,3,8,40,47,35
2b1g,4,18,22,54,38,28
2d3z,1,8,9,49,11,13
2za0,1,6,3,31,71,9
3b26,1,6,29,28,2,88
3fee,5,16,26,10,60,70
2j75,5,13,23,38,44,30
3mzc,8,19,20,12,24,58
1a4r,0,9,34,9,17,37
1cps,8,19,7,12,24,58
1elc,9,12,15,6,79,63
1o3p,3,6,29,57,30,59
1pxp,1,6,24,28,2,88
1wur,0,9,6,9,17,20
2xj7,4,4,19,18,12,80
2yz3,8,19,7,12,24,58
3pwd,1,6,3,31,71,9
4jv6,3,6,24,39,31,94
3g19,8,12,5,1,3,19
1c5x,1,8,16,52,32,66
1mai,0,7,35,4,62,78
2fqw,4,18,22,54,38,81
2qbs,3,8,24,24,46,18
3ie3,1,19,20,12,66,46
3o75,4,7,17,18,34,7
3su1,9,2,12,16,59,23
3zhx,1,8,3,49,11,13
4ca8,9,2,36,26,5,11
4ew2,3,14,13,6,13,99
2jew,8,19,7,12,24,76
2xn5,1,8,9,49,11,13
1b0h,9,12,5,35,13,34
1b3g,8,12,5,1,3,19
1dfo,4,14,22,6,6,99
1eld,4,14,32,42,26,97
1f3e,5,16,21,52,56,87
1koj,4,7,17,10,34,7
1nki,5,10,31,27,68,93
1xr8,7,11,11,59,53,75
2a5s,5,10,18,36,49,35
2eum,2,1,4,55,41,77
2evl,2,12,10,17,65,77
2oxx,1,8,16,7,39,66
2py4,0,9,6,9,17,20
3eko,1,16,3,31,71,9
3hzk,4,4,19,48,16,26
3mhi,1,8,9,49,11,13
3pck,5,13,14,14,49,29
3pgu,8,3,8,44,58,22
3t60,3,17,27,58,76,47
3t64,3,19,20,35,37,18
4ewn,4,4,17,18,12,15
4f09,3,19,24,43,27,46
4io2,5,10,18,36,49,35
4jyc,0,9,34,9,17,37
2f94,8,7,17,56,8,76
1rbp,8,0,1,47,18,96
2vpn,5,13,14,40,45,40
2xc0,9,14,13,46,6,99
3aqt,5,13,14,14,4,29
3gst,9,14,15,6,79,34
3l4v,4,4,19,48,16,26
3l4z,4,4,19,18,12,68
4flp,3,17,24,15,0,57
4i74,4,19,22,54,38,81
1wvj,8,16,7,10,66,71
1add,4,4,22,54,38,49
1usi,8,16,7,23,10,73
2x91,8,19,20,35,13,34
2zc9,3,19,20,35,13,34
2zgx,8,19,20,35,13,34
3dgo,0,9,6,9,17,20
3fzy,0,7,35,4,62,78
3m67,1,8,9,49,11,13
3oim,3,0,1,47,22,32
4ca6,9,2,36,26,5,11
4ew3,3,14,13,6,13,99
4f9y,3,17,24,11,37,39
4lxz,8,19,7,12,24,76
3ikd,1,6,13,24,46,38
2on6,4,4,22,54,38,81
1o30,3,14,13,24,6,4
1o3j,1,6,29,57,30,59
1om1,1,6,3,24,46,94
1ony,9,14,15,6,79,63
1qb1,3,14,27,32,6,4
3fas,5,10,18,36,49,35
3fvn,4,4,19,18,12,68
3m40,1,8,9,49,11,13
4loi,0,9,34,34,42,54
3gcu,3,17,27,15,0,57
2rcb,5,10,31,27,68,62
3su0,9,2,12,16,59,23
1fl3,1,19,3,39,31,94
1nq7,8,0,1,15,18,96
1p1n,8,16,26,53,40,69
3c88,4,12,5,1,3,19
3fx6,8,19,7,12,66,58
3s2v,1,8,9,24,46,18
2uwp,3,14,13,33,52,38
1drk,5,13,23,38,78,41
1fhd,4,4,19,18,38,81
1jeu,8,12,5,1,3,19
1k1n,9,2,15,46,79,63
1lrh,1,16,7,51,10,73
1o38,3,6,29,57,30,59
1uwf,4,4,19,18,19,3
2b1i,0,18,34,45,20,28
2c94,4,18,22,45,38,15
2oxd,1,8,16,7,39,66
2pym,9,2,12,26,59,23
2rfh,8,16,7,12,10,73
2v8w,0,9,6,9,17,20
2xyd,9,2,36,26,5,11
2zq0,2,1,4,55,41,6
3dx2,5,13,23,38,78,41
3m3x,1,8,9,33,11,13
3s75,5,13,14,14,4,29
3s9t,1,8,9,49,11,13
1bhx,9,14,13,6,79,63
2y5g,3,17,27,15,0,57
3ewj,8,12,5,1,3,19
4kn1,1,14,29,6,6,99
1ele,4,14,32,42,26,97
1g30,3,17,27,32,28,53
1lkk,9,12,10,6,79,63
1os5,9,2,12,15,0,0
1q72,8,19,20,35,21,27
1qyg,8,19,20,12,24,27
1xk9,3,19,24,28,21,46
1xt8,5,10,31,27,68,62
3n76,4,4,7,18,66,81
3pn4,8,12,5,1,3,76
4k3h,3,19,24,28,21,27
3aid,9,2,15,15,0,0
3pyy,1,6,3,24,46,18
1cgl,9,2,15,26,76,23
3qin,1,8,16,7,32,48
3tmk,0,9,6,34,42,85
1xka,3,6,29,57,30,59
3u3u,8,3,8,44,58,22
4bco,3,17,27,32,28,53
1b3f,8,12,5,1,3,19
1fh8,4,4,19,18,19,3
1jev,9,12,5,1,13,34
1sb1,9,2,15,26,76,95
1uz1,5,13,23,38,44,50
2bfq,0,9,34,9,42,37
2dri,5,13,23,38,78,41
2e92,0,7,17,45,69,15
2f34,1,19,22,33,74,71
2r3w,9,2,36,46,5,67
2vk2,5,13,23,38,44,30
3hu3,0,9,6,9,17,20
3jya,1,8,21,52,32,66
3l4x,4,4,19,48,16,26
3r4n,1,14,32,5,26,88
4g4p,5,3,26,23,60,98
1k1l,9,14,13,46,52,38
3cow,0,18,22,54,20,28
3uyr,2,11,37,19,33,91
3evd,0,9,6,9,17,20
4bcm,3,14,13,46,2,38
1a9m,2,12,10,17,48,2
1k6v,9,2,12,16,59,23
1o2j,3,6,29,57,30,59
1pkx,0,18,34,45,20,28
1swr,8,19,7,12,24,58
2uy0,9,2,12,16,59,60
3bl0,1,8,9,51,63,79
3lir,9,12,15,6,79,63
3r1v,8,19,3,39,31,27
2weo,5,13,38,13,45,40
4f9w,3,17,24,28,21,72
1tcx,9,2,15,26,59,23
4k9y,3,17,27,15,0,57
1atr,0,9,34,9,17,37
1c5c,1,8,9,49,11,48
1gj8,6,15,2,37,7,8
1gvw,9,2,12,26,65,23
1oyq,3,17,27,32,28,53
1x8j,8,0,1,47,22,32
3exe,0,18,34,9,69,86
3pn1,4,18,22,54,61,49
4i54,1,14,29,24,6,18
4jyb,0,9,6,9,17,20
4loh,0,9,6,34,42,54
3t84,4,4,19,18,12,68
1my4,1,8,16,7,32,66
3hv8,0,9,6,34,42,54
3t83,4,12,5,6,3,15
4att,4,4,19,18,38,81
3slz,2,11,36,16,5,60
4fai,8,19,24,28,2,88
4fbe,1,19,24,28,2,88
1ch8,0,9,6,9,17,37
1fki,8,19,20,35,13,95
1fpc,9,2,15,6,52,95
1gj6,1,6,29,57,30,59
1oth,8,7,7,10,24,58
1zoh,1,8,16,7,39,25
2gyi,5,13,23,38,44,30
2j7g,4,4,19,18,12,68
2wzf,0,9,34,9,73,5
3bbb,0,18,22,34,42,54
3drf,2,11,10,17,48,2
3drg,2,11,37,19,33,91
3kdm,8,0,1,47,22,32
3l4y,4,4,19,48,16,26
3mhm,1,14,13,49,11,13
3t82,4,18,17,18,12,68
3zyu,3,17,39,11,37,39
4b6o,4,4,19,18,54,81
4fcq,1,6,24,28,2,72
3nht,8,19,20,35,21,27
1ypj,3,17,27,32,28,0
2vwl,3,14,39,11,6,18
3cdb,9,2,15,46,76,44
3igp,1,19,13,33,2,88
3n4b,1,8,9,49,11,13
3pbb,3,19,24,28,2,88
1b1h,8,12,5,1,3,34
2vwm,3,14,39,11,6,18
4av4,4,4,19,18,38,81
3mtw,4,3,7,10,12,58
1b5i,8,12,5,1,3,19
1xug,1,6,29,57,30,59
2bq7,3,17,27,35,21,42
2jxr,9,2,12,26,65,63
2wer,1,6,3,31,54,18
3ahn,9,12,15,26,79,63
3aho,9,12,15,26,79,63
3i4y,5,13,14,40,45,40
3s0d,8,3,8,23,18,17
4e3h,5,13,38,40,64,56
4h3j,3,17,39,11,28,4
1ui0,5,10,14,14,4,29
3po6,1,19,13,33,2,88
1ydd,1,8,9,51,63,79
2ate,0,18,17,45,20,28
2f9k,0,7,26,30,8,70
3cl0,8,19,5,12,3,76
3ryv,1,8,9,33,24,58
3u7k,9,12,5,15,13,0
1xpz,1,6,9,49,11,13
2hnx,8,3,8,44,58,22
3rlp,1,8,29,5,32,88
4emf,0,9,34,9,17,37
1lpg,9,17,27,58,28,53
1yq7,1,7,17,56,8,73
2bz6,3,14,15,6,54,18
3f7h,9,2,12,26,59,23
4c1u,6,15,2,37,7,74
4ghi,1,16,25,50,35,51
1b32,8,12,5,1,3,19
2f7i,1,6,3,39,31,94
2il2,9,2,27,46,76,44
2v57,1,6,29,57,30,59
2wjg,0,9,34,9,17,37
3ebi,8,19,20,35,13,34
3hky,6,15,2,37,7,8
3udd,3,6,24,28,2,72
3zdg,8,3,8,23,18,17
4azg,4,4,19,18,38,80
4bny,3,17,24,3,27,46
3u15,1,14,39,24,6,18
1b05,8,12,5,1,3,19
1b52,8,12,5,1,3,19
1nz7,9,2,15,26,79,63
2pov,1,16,26,41,40,61
2x2r,8,19,24,28,21,72
3dx4,5,13,23,38,78,41
3hww,5,10,18,36,49,12
4daf,1,18,9,5,66,1
4e0x,8,16,26,53,40,69
5upj,8,19,20,35,21,27
1o3d,1,6,29,57,30,59
2j7d,4,4,19,18,38,81
3zc5,3,17,39,11,37,39
4arw,1,19,13,33,52,38
4b6p,4,4,19,18,26,97
4kx8,4,12,5,1,3,19
2pv1,2,11,37,19,33,91
3ffp,1,8,9,49,11,13
3n7o,1,8,9,24,46,18
4ks4,4,19,5,35,13,76
1elb,9,12,5,1,13,63
1fch,2,12,10,17,48,24
1pxn,1,6,29,5,2,88
1xr9,2,11,37,19,33,91
1zog,1,8,16,7,39,21
2fqx,4,18,22,54,38,49
2qnn,9,2,36,46,5,67
3arp,3,17,24,58,21,95
3fql,3,14,13,46,52,38
3n9r,4,7,17,10,34,7
4c1t,4,1,4,55,41,6
4ko8,0,9,6,9,17,20
1f0u,3,17,15,28,76,34
3f3d,5,3,8,23,60,98
4iva,3,19,24,43,27,46
1g36,3,17,27,57,28,59
1o2h,3,6,29,57,30,59
2doo,3,19,13,33,52,38
2i6b,3,17,24,32,37,53
3el4,9,2,12,16,59,23
3tsk,9,14,15,6,79,11
4i9h,9,2,36,46,76,11
2q63,9,2,12,26,59,23
2xj2,3,19,20,35,37,27
1fcx,3,0,1,15,0,0
1gi4,1,6,29,57,30,59
1hsl,5,16,26,10,60,98
1q7a,3,19,20,35,21,46
1z9y,1,8,9,49,11,13
2j7h,5,13,23,38,78,41
3f19,4,8,7,33,66,58
3gdt,4,18,17,45,73,5
3nsn,2,1,4,55,41,6
4app,9,2,27,32,28,53
2pow,1,8,9,49,26,61
2pqb,0,7,17,45,73,5
2xii,3,17,39,35,54,18
3c79,1,8,7,5,66,71
3k2f,1,14,13,33,52,61
3mz6,8,19,20,12,24,76
4g8n,5,13,18,40,49,35
2yek,3,17,24,28,2,72
3f1a,1,8,7,33,66,58
3s77,5,13,14,14,4,29
3v7t,3,17,24,28,2,72
4av5,4,4,19,35,54,81
4b73,3,19,20,35,27,18
1gvx,2,11,37,19,33,91
1lan,5,3,8,40,47,35
1sw2,5,10,31,0,68,84
2epn,4,16,21,18,19,3
2er6,2,11,37,19,33,91
2h6t,2,12,10,17,65,2
2hnc,5,13,38,13,29,43
3cyz,8,3,8,44,58,17
3dzt,8,3,8,44,58,22
3k99,1,6,3,39,31,27
3m35,3,14,32,42,72,82
3m96,1,8,9,49,11,21
3pcj,5,16,26,53,40,50
3uz5,1,16,14,40,45,40
4gfm,1,8,3,5,32,1
3f8e,8,19,20,12,74,76
4avh,4,4,19,18,19,3
4djx,3,6,24,28,2,72
4lxd,9,2,27,46,76,44
1g2l,3,17,27,32,28,53
2psv,9,12,15,21,13,63
3ikg,1,14,13,24,46,38
3n3g,3,19,32,42,72,82
3o84,3,6,39,11,37,39
3p3t,8,19,20,12,66,27
4azb,4,4,19,18,38,80
4fm7,9,17,13,46,52,0
4ha5,1,6,29,5,2,1
1jet,8,12,5,1,3,19
2ces,5,13,23,38,44,30
2qbw,2,11,37,19,33,91
3mhl,1,8,9,49,11,13
3p3r,1,8,3,31,71,9
1dhi,3,14,22,6,6,99
1mrx,9,2,12,15,59,0
2qzr,1,6,29,57,30,59
2xib,5,13,23,38,78,41
3cz1,8,19,7,12,24,58
3gc5,1,19,29,5,74,1
4ly1,1,6,29,57,30,59
1b40,8,12,5,1,3,34
1hii,9,12,12,26,65,23
2ceq,5,13,23,38,44,30
2cgr,3,6,3,39,31,94
2pql,8,16,21,52,56,52
2qhz,9,14,32,42,72,82
2qoa,8,16,21,52,56,87
2yel,3,17,24,24,46,4
3a6t,0,18,34,45,73,5
3fl5,1,6,3,31,71,9
3o7u,5,13,14,14,4,29
3sbh,1,8,9,49,11,13
3u7l,9,12,5,15,0,0
4alx,8,0,1,47,22,32
4m2w,1,8,9,33,32,61
3ccz,9,2,15,6,76,47
4do4,4,4,19,18,12,80
4iwz,1,8,9,49,63,13
1o3i,1,6,29,57,30,59
1sw1,5,10,31,0,68,84
1tmn,9,12,15,35,13,34
1zge,1,16,26,41,56,66
2i3i,9,2,15,15,0,95
2qi1,9,2,15,21,55,83
2uxi,1,6,3,31,71,9
3c52,5,7,30,30,50,70
3n0n,1,8,9,49,26,13
3p5o,3,17,24,28,2,72
3r16,1,8,9,49,11,13
3s8x,1,8,9,49,11,13
4b1j,0,9,34,9,42,37
4sga,9,12,15,35,13,34
1o1s,3,14,13,15,69,86
3uod,1,14,32,42,26,97
1qf1,8,19,5,35,13,34
1ydt,1,6,39,11,37,38
2j7e,4,4,19,18,38,81
3ipu,3,14,32,42,72,82
2j2u,3,14,13,33,52,38
2r2m,1,14,32,6,79,99
4ayq,5,13,23,38,44,30
1uw6,8,16,21,52,56,52
2gv6,9,2,15,46,79,11
2vvs,4,4,19,18,38,80
2ydw,3,17,24,24,46,4
3f7i,9,2,15,15,0,95
1qkb,8,12,5,1,3,19
1ttm,1,6,13,33,11,38
3rtf,4,16,7,10,74,71
3s6t,4,4,19,18,38,80
3zdh,8,3,8,12,24,96
1k6p,9,2,12,16,59,23
1swg,8,19,7,12,24,58
4ca7,9,2,36,26,5,11
4gu6,3,17,39,11,37,39
1b51,8,12,5,1,3,19
1cnx,8,19,20,33,24,58
1fao,0,7,35,4,62,78
3dp4,5,16,26,10,60,98
3f7g,9,12,15,35,13,34
3m5e,1,8,9,49,11,13
1bxq,9,12,10,26,65,63
1qf0,9,12,15,26,79,11
2qi0,9,2,15,46,55,83
4hfp,9,2,15,6,52,63
1d3p,3,17,27,58,28,42
2hzy,8,7,7,51,10,58
3mna,1,8,9,49,11,13
3p5l,1,19,3,28,31,27
1b55,0,7,35,4,62,78
1drj,5,13,23,38,78,41
1k1m,9,14,13,46,52,38
1oar,1,8,9,31,71,9
1owh,1,6,29,57,30,59
1r6n,3,14,27,46,46,4
1zoe,1,8,16,7,39,25
2bpy,9,2,12,16,59,23
2i3h,6,15,2,37,7,8
2zy1,1,19,20,12,24,58
3f18,4,8,7,33,66,15
3re4,4,18,22,54,61,49
3rlq,1,6,24,5,32,72
3up2,1,14,32,42,26,97
3vha,3,6,24,28,2,72
3zi0,1,14,13,24,6,38
4kn0,3,14,13,6,6,99
1ik4,5,7,30,30,50,70
2q2a,8,3,8,23,60,17
3s5y,5,13,23,38,44,30
3zns,3,14,32,42,72,82
4j21,1,6,29,57,30,59
1q5k,1,8,9,5,66,1
1t32,9,2,36,58,5,44
2pou,1,8,26,41,56,61
3ryy,1,19,7,33,24,58
3zm9,3,17,27,32,28,53
1b5j,8,12,5,1,3,19
2bak,3,17,27,32,28,53
2isw,5,7,30,30,50,70
3mmf,1,8,9,49,11,13
1ciz,3,14,13,46,52,38
1qb9,3,17,27,58,28,42
1vzq,3,17,27,20,28,4
2f7o,5,13,23,38,78,41
2oxn,4,4,19,18,38,80
2qbq,3,14,13,15,0,57
2r38,9,2,36,46,5,67
3znr,3,14,32,42,72,82
4avj,4,4,19,18,38,81
4m2v,1,19,13,33,52,61
1n0s,1,6,3,31,71,9
2ccb,4,4,22,6,54,15
3u7m,8,12,5,1,13,76
4azi,4,4,19,18,38,80
1sqo,1,6,29,57,30,59
1yei,1,8,7,33,66,58
1yej,8,19,20,33,24,58
2g71,1,14,32,42,26,97
2p53,4,7,17,45,34,7
3fed,8,3,7,10,12,58
3ocz,0,18,22,54,20,28
3t2w,8,19,7,12,24,58
4dff,3,6,24,28,2,72
1xh4,3,17,39,58,76,47
3oe4,4,18,22,54,6,99
3own,9,2,12,26,59,23
5tmp,0,9,6,34,42,85
1iiq,9,2,12,26,59,23
1k6c,9,2,12,16,59,23
1u71,1,6,29,28,2,88
2qhy,9,14,15,46,55,83
2qwe,4,4,19,18,12,68
3l3l,8,19,20,43,27,46
3o6m,7,5,37,2,15,55
3u92,8,16,26,53,40,69
4e0w,8,16,26,53,40,69
2hhn,9,14,32,42,72,82
3m6r,8,12,5,1,3,76
3nyx,1,8,9,49,46,21
4emr,0,9,6,9,17,20
4l6t,2,1,4,25,51,45
2vwo,3,14,39,11,6,18
3n2v,1,14,13,33,52,38
4hdp,9,2,15,21,55,83
1bm7,1,8,32,42,26,97
1ivp,9,2,12,16,59,23
1lah,5,3,8,23,60,98
1lf2,9,2,15,26,76,11
1lke,9,0,1,47,22,32
1mmq,9,12,15,35,13,34
1uml,3,17,39,32,28,4
1zfq,1,8,9,51,63,79
2mas,4,4,19,18,19,81
3ekr,1,19,3,28,2,27
3hfb,3,17,39,11,37,34
3hmo,3,17,27,20,23,65
3myq,1,8,9,49,11,13
3rlr,1,6,24,5,2,72
4dq2,0,18,22,54,61,28
2e7l,7,11,37,19,15,91
2f1g,3,19,20,35,13,34
4hu1,1,8,9,51,63,79
1k1j,9,14,13,46,52,38
1lpk,3,6,29,57,30,59
1tlp,9,12,15,6,79,63
1v0l,4,4,19,18,19,3
2oi0,6,15,2,37,7,8
2xj1,8,19,20,35,37,27
3b50,4,4,19,18,12,68
3ni5,1,8,9,49,11,13
3rz0,1,19,7,33,24,58
4asj,1,14,13,33,52,38
3cct,9,2,15,58,76,47
3suf,9,2,12,16,59,33
1d09,4,7,17,10,34,70
1qhc,0,9,6,34,42,85
2avs,9,2,12,16,59,23
2pyn,9,2,12,26,59,23
3cd0,9,14,15,6,76,47
3ipq,3,14,32,58,72,82
3ocp,0,18,22,54,20,28
3q6w,3,17,39,11,37,39
4fnn,8,3,8,44,58,22
3cda,9,2,15,46,76,44
2fdp,9,2,15,26,76,47
3p3s,1,8,16,7,39,21
3sap,1,19,9,33,11,13
3t5u,5,16,21,52,56,87
1lpz,3,17,39,24,46,4
2c3i,3,6,24,3,27,92
2o8h,3,17,27,32,28,53
2zmm,3,14,24,24,6,18
3ehx,1,19,13,33,52,38
3fh7,3,19,20,35,21,27
3gc4,3,17,29,28,2,1
3iph,3,19,39,11,37,39
3kr4,8,19,5,12,13,76
3liw,9,2,15,26,13,34
3p58,8,16,21,39,31,52
1ftm,5,16,26,10,60,98
3ibn,8,3,8,44,58,22
1fzq,0,9,34,9,17,37
1k6t,9,2,12,16,59,23
1yqy,4,4,13,33,66,38
2aoe,2,11,10,17,48,2
2p3c,2,11,36,16,5,60
2psu,9,2,15,21,55,83
2pvl,3,17,24,3,27,92
3be9,3,17,24,3,27,92
3o4k,2,1,10,17,65,77
4dbm,3,17,27,32,28,53
1c1r,1,6,29,57,30,59
4avi,4,4,19,18,19,3
1c1v,1,6,29,57,30,59
1uvt,3,19,13,11,37,38
2hl4,4,4,19,18,38,81
3d78,8,19,7,12,24,58
3fat,5,16,26,10,60,98
3h89,2,11,37,16,33,91
3hl7,3,17,24,3,46,92
3l0v,1,18,22,5,66,1
3sjf,1,12,13,6,79,21
966c,1,14,13,33,52,38
1f0r,3,14,39,11,37,38
1nny,9,2,36,58,76,47
1ppk,9,12,5,1,65,19
2cn0,3,17,27,58,28,95
2yme,3,19,20,35,27,92
4b74,3,19,20,35,13,34
4e5w,3,17,27,43,37,95
4gq4,3,14,32,15,72,82
2bpv,9,2,12,16,59,23
1o2q,3,6,29,57,30,59
1t4v,3,19,20,35,13,46
1w0z,4,12,5,6,79,63
1ze8,1,0,1,33,18,96
2arm,8,19,20,12,21,27
2yln,5,10,31,27,68,62
3f8c,3,17,27,32,28,42
3miy,3,17,20,35,37,18
4del,5,7,30,30,50,70
2itk,2,12,10,17,79,24
1bai,2,11,10,17,48,2
1fzm,2,11,11,19,53,91
1gno,2,12,10,17,48,2
1izh,9,2,12,26,59,23
1mes,9,2,36,58,5,67
1oau,4,4,7,10,66,71
1oz0,9,2,36,34,42,24
1s39,6,15,2,37,7,74
1uou,1,18,7,51,10,73
2hmu,0,9,6,9,17,20
2hmv,0,9,34,9,17,37
2ves,3,14,13,24,52,38
3b7r,9,12,15,6,13,34
3ewc,4,4,22,54,61,49
3g0e,1,6,29,5,30,1
3i51,5,13,14,40,45,40
3p7i,5,10,31,27,68,62
3th9,9,2,15,21,55,83
4acc,3,14,13,11,37,38
4e7r,9,14,15,46,76,11
4fsl,3,17,13,15,2,57
4tmk,0,9,6,34,42,85
3lk8,1,8,7,33,66,15
1ajv,9,2,36,46,5,67
1cnw,4,19,5,33,24,58
1j4r,9,2,12,58,76,47
1oif,6,15,2,37,7,74
3el5,9,2,12,26,59,23
3vjc,9,2,12,16,75,33
4a4w,3,19,20,35,21,27
4egk,1,6,3,31,54,18
3ljg,9,12,15,6,79,63
1f0s,3,14,39,11,37,39
1j36,8,19,20,35,13,34
1lee,9,2,15,26,76,11
1nfu,3,14,13,46,52,38
1qbo,3,17,27,32,28,53
1rd4,3,17,27,32,37,53
1sbg,9,2,15,26,59,23
1txr,8,19,5,12,13,76
1usn,4,8,9,42,26,97
2v59,1,6,29,28,2,88
3b7u,4,4,5,12,66,80
3nb5,1,8,9,49,11,13
3tvc,3,6,15,35,13,34
4auj,4,4,19,18,38,81
4i71,4,4,22,54,38,49
4j22,3,17,39,11,37,42
2ccc,1,6,29,5,2,1
2zpk,2,11,10,17,33,24
4hwp,3,14,13,33,52,38
1xh9,3,17,39,58,76,47
2jh6,3,14,13,33,52,38
2qm9,3,17,13,15,0,0
3cyw,9,2,15,21,55,83
3dsz,9,2,12,26,65,24
3gm0,8,19,7,12,24,27
3mi2,4,18,17,45,20,28
3tzm,3,6,39,11,46,39
3uw4,9,17,15,35,13,95
4gzt,8,3,5,1,3,76
4kni,1,8,9,49,11,13
4knn,1,8,9,49,11,13
1v48,4,18,22,42,26,97
1x8t,0,7,17,45,73,5
2i19,0,7,17,56,8,5
2ra0,3,17,27,20,28,4
2wl0,9,2,12,16,59,60
3agl,2,11,37,17,33,91
3czv,1,8,9,51,63,79
3qgy,3,6,13,24,46,13
3ryj,1,8,9,51,26,97
4j3l,3,6,39,28,2,18
4n6z,8,19,20,43,37,46
4gr3,9,14,15,6,79,11
1b6h,8,12,5,1,3,19
1nf8,4,16,7,10,66,71
1njs,4,14,32,42,26,97
1nvs,3,17,27,20,23,65
2cf9,3,17,27,58,28,95
2j34,3,14,13,33,52,38
2jg0,4,4,19,48,16,26
2o4n,9,14,32,46,72,82
2ptz,5,10,30,40,45,40
2xbx,9,14,13,46,6,38
2xjg,3,19,24,28,2,72
3gcp,3,6,39,11,37,39
3n2p,1,8,9,49,11,13
3prs,9,2,12,26,59,23
3vx3,0,9,34,9,17,37
4k0y,3,17,20,3,27,92
4gr8,9,14,15,6,79,11
3cd7,9,2,27,58,76,47
3ibl,8,3,8,44,58,22
3n2u,4,4,19,6,38,15
3ttn,8,3,8,23,58,17
4gzp,8,19,5,12,3,76
1a94,2,11,10,17,48,2
1b8y,3,19,13,33,52,38
1cny,6,15,2,37,7,8
1laf,8,3,8,23,60,17
1lbf,4,18,17,18,38,15
1lst,8,3,8,23,60,17
2fle,2,2,12,16,59,60
2gv7,9,2,12,16,59,23
3c84,1,19,7,43,66,71
3dd8,1,19,13,33,52,38
3sut,4,4,19,18,38,80
3uw5,9,17,15,35,13,95
4ieh,9,2,36,46,5,44
3ccw,9,17,15,6,76,47
1fzo,2,11,37,19,33,91
1gj7,1,6,29,57,30,59
1h2t,0,9,6,34,42,85
2ylc,4,18,17,45,73,5
2zn7,3,17,24,58,46,4
3c56,0,7,17,45,34,7
3hig,1,6,29,57,30,59
3rz5,8,19,7,12,24,58
4b5d,8,19,20,12,19,27
4igt,8,3,7,10,12,17
3cd5,9,17,15,58,76,47
1ajx,9,2,36,58,5,67
1b6j,2,2,10,17,65,24
1zfk,1,8,9,49,11,13
2jjb,4,4,19,48,16,26
2ovv,3,17,24,28,2,72
3d7z,3,6,39,11,37,39
3eft,9,0,13,15,0,57
3sbi,1,8,9,49,11,13
4a6c,9,2,12,16,59,60
4bcn,1,6,29,5,2,1
4hbm,3,17,24,35,54,18
4hge,3,6,39,11,37,39
3daz,1,8,9,51,63,79
2ewa,3,6,3,24,46,94
3dcs,1,8,9,51,63,79
3t85,4,18,17,18,12,68
3u7n,8,12,5,1,13,76
4b7j,8,3,5,1,3,76
4bxk,9,12,5,6,79,63
4knj,1,8,9,49,11,13
1epo,9,2,12,26,65,63
1g2k,9,2,36,46,5,11
1hvh,9,2,36,58,5,67
1qxl,3,17,39,32,28,53
2e1w,3,19,29,28,2,27
2p3a,2,11,36,16,5,60
2qe4,3,6,24,28,21,72
3a5y,4,18,22,54,61,49
3bgq,3,14,32,42,72,82
3ekw,9,2,12,16,59,60
3iww,1,14,13,6,79,21
3mhc,1,19,20,15,27,57
3r4p,3,14,32,3,6,4
3uuo,3,17,24,43,2,46
