X1_estat,X2_hb,X3_vdw,X4_dsolv,X5_tors,Y1_AD4Score
-0.9838,-3.0103,-4.9218,8.7441,2.3864,2.2147
0.9755,-2.9678,1058.2458,8.8556,2.0881,1067.1972
-1.2945,1026.2195,4441.9164,18.635,5.966,5491.4424
-1.2976,-1.5,-9.2276,2,2.3864,-7.6388
-0.0923,-0.1009,-8.2846,1.2734,0.2983,-6.9061
-0.3182,-0.8611,4.2277,3.524,0.8949,7.4674
-1.0656,-1.5853,-7.0683,2.5449,0.5966,-6.5777
-0.0336,-0.6964,-7.9172,3.8962,1.7898,-2.9611
-2.212,-2.396,1225.499,10.1223,7.1592,1238.1725
0.6367,-1.8055,59.2266,8.3737,5.6677,72.0993
-1.4845,-2.4463,136.2234,7.3047,5.6677,145.2649
0.4937,-1.5891,133.8061,12.4089,5.6677,150.7873
-3.8179,-4.4181,-11.0341,7.5839,3.8779,-7.8084
0.2594,-1.3084,111.6677,5.5203,4.1762,120.3152
0.3341,43.7254,155.7052,7.301,4.4745,211.5403
-0.1684,-1.1178,-4.0644,1.3314,0.8949,-3.1243
-0.2716,-0.9086,6339.8148,2.9825,0,6341.617
0.7038,16012.8087,28733.3198,9.0487,2.6847,44758.5658
1.3634,-1.9492,108.185,6.8439,2.0881,116.5312
1.0531,-2.2151,19.9325,7.9138,2.0881,28.7724
0.973,-2.3718,-9.6652,7.9242,2.0881,-1.0516
-0.391,-0.614,-8.8084,3.2856,2.0881,-4.4397
-0.0093,-0.0018,-10.5419,0.5902,1.4915,-8.4714
-0.9143,-0.4721,-10.3919,-0.104,4.4745,-7.4078
0.1725,-0.4257,-10.0266,3.1485,2.3864,-4.745
-0.136,-0.0083,-11.8644,1.5126,1.4915,-9.0044
-0.1681,-0.1049,-9.1447,2.4083,1.4915,-5.5179
-0.9345,-0.634,-7.3485,2.469,1.1932,-5.2548
0.7532,-0.2801,-5.8605,1.9994,0.8949,-2.4933
-0.9206,-0.5507,-5.8614,1.3966,0.5966,-5.3395
-0.0092,-0.0127,-6.567,1.1911,0.2983,-5.0995
-2.0732,-1.8011,-10.285,2.8817,4.4745,-6.8031
3e-04,-0.0041,-9.0752,0.0568,0.5966,-8.4256
0.2327,-0.5747,-9.3666,3.7866,4.1762,-1.7457
0.775,-0.1355,-13.9977,4.3501,5.3694,-3.6387
-2.0044,-1.0187,-10.1811,4.5817,5.6677,-2.9548
-0.1177,-1.7628,-8.0408,2.8001,1.7898,-5.3314
-0.1048,-1.375,-9.9277,4.5354,5.0711,-1.801
-0.7842,-1.3091,-14.4983,7.5752,10.1422,1.1257
0.0726,-1.4938,-5.9948,2.2542,1.4915,-3.6704
-0.0551,-0.9994,-6.7744,2.8388,1.4915,-3.4987
-0.0544,-0.5061,-10.6237,1.9456,2.3864,-6.8522
0.1868,-1.0339,-7.2395,3.8608,2.983,-1.2427
-1.1365,-1.8399,-7.461,4.113,2.6847,-3.6398
-1.2819,-3.5423,-8.0974,4.9163,2.6847,-5.3206
0.2514,-0.7999,-6.981,3.1719,1.4915,-2.866
-0.2515,-2.2285,-5.7934,2.8854,1.7898,-3.5982
0.0031,-0.1457,-10.4957,1.8884,2.3864,-6.3634
2.0076,-0.5912,-8.6588,4.0089,2.0881,-1.1455
-0.0347,-0.9063,-5.8036,3.3095,1.7898,-1.6454
2.2343,-0.2954,-7.8087,3.8886,2.0881,0.1069
-0.5594,-0.6433,-11.5328,2.6361,4.4745,-5.6249
-0.1999,-1.5396,-15.6677,6.2955,9.2473,-1.8643
-0.0264,-0.4604,-11.7489,2.8659,5.966,-3.4038
-0.0991,-0.6465,-8.2078,3.8109,2.6847,-2.4578
-0.223,-0.089,-13.5855,4.2183,2.6847,-6.9945
0.3351,-0.8757,-7.8797,3.7167,2.6847,-2.0189
-0.9839,-0.4359,-4.9708,2.3057,0.5966,-3.4883
-0.9583,-1.2453,-6.3964,1.1256,0.8949,-6.5794
-0.9615,-1.2513,-6.4052,1.1364,0.8949,-6.5867
0.0027,-0.1431,-6.6972,1.4961,0.8949,-4.4465
0.0675,-0.1753,-9.4595,2.6997,1.1932,-5.6744
0.0231,-0.4442,-4.8422,1.2225,0.2983,-3.7426
-0.0236,-0.015,-7.3087,1.6273,0.8949,-4.8251
-0.9342,-0.8625,-10.3824,3.3281,2.983,-5.868
0.0292,-0.0175,-8.815,1.9856,1.1932,-5.6245
0.0749,-0.0208,-9.9341,1.92,2.0881,-5.8719
0.0794,-0.0328,-11.7044,1.2036,2.0881,-8.3661
-0.0421,-0.3747,-18.7735,2.8374,3.2813,-13.0716
-0.0653,-1e-04,-3.5079,0.806,0.2983,-2.4691
-0.0739,-0.0026,-8.8754,1.2672,1.1932,-6.4916
-0.2649,-0.013,-10.1456,2.7992,1.7898,-5.8346
-0.0213,-0.2666,-8.9202,1.351,1.1932,-6.6639
0.0142,-0.0059,-14.1295,1.2446,2.3864,-10.4902
-0.1755,-0.5321,-10.6439,3.5528,2.6847,-5.1141
-0.8098,-1.5848,-11.6171,6.3789,7.1592,-0.4737
-0.477,-1.5551,-14.8392,5.8039,9.5456,-1.5218
-1.69,-1.0922,-15.5041,5.6992,7.4575,-5.1296
-0.1169,-0.0168,-8.6573,1.7421,0.8949,-6.1541
-0.0974,-0.0102,-10.1807,1.6002,0.5966,-8.0915
0.0392,-4e-04,-8.7545,0.7419,0.2983,-7.6755
1.0283,-0.5285,-6.6417,3.2514,1.1932,-1.6973
-0.5575,-0.5842,-10.668,3.2933,4.7728,-3.7436
1.7922,-0.5017,-10.4349,2.9895,4.7728,-1.3821
-1.3083,-2.059,-11.9486,3.7998,5.6677,-5.8483
0.2358,-0.5373,-14.5428,4.2727,7.7558,-2.8159
0.0021,-0.1084,-14.8063,3.4901,7.1592,-4.2633
0.9553,-0.0379,-11.2695,3.5181,5.0711,-1.7631
0.1223,-0.405,-10.5498,3.4527,4.4745,-2.9053
0.2522,-0.6572,-10.0175,2.4537,2.983,-4.9857
-0.048,-0.0793,-9.9669,3.6076,1.4915,-4.995
0.4859,-0.7967,-8.3014,3.8064,1.4915,-3.3143
-0.1491,-0.0888,-9.1365,3.3115,1.4915,-4.5714
0.374,-1.2344,-6.2513,2.1309,1.4915,-3.4893
-0.117,-1.5108,-11.5199,4.0834,3.8779,-5.1863
0.8992,-0.9691,-10.3043,3.1977,4.1762,-3.0002
-0.2848,-1.2871,-8.7621,4.3357,2.0881,-3.9103
-0.1388,-0.8058,-9.9622,4.7456,2.3864,-3.7748
-0.3232,-1.1422,-8.1419,3.8635,1.7898,-3.954
0.755,-2.3104,-6.9575,4.1772,2.0881,-2.2476
0.7422,-0.7591,-5.973,3.4513,1.7898,-0.7489
0.9843,-0.9185,-7.1946,4.1351,1.7898,-1.2039
-0.4181,-0.1656,-6.6681,1.5803,1.1932,-4.4783
0.2593,-0.6042,-10.1438,3.8163,3.5796,-3.0929
0.8424,-0.7319,-10.3123,3.3245,4.4745,-2.4028
0.064,-0.0122,-9.5583,1.6008,1.1932,-6.7126
0.7551,-1.7406,-9.1536,5.5329,3.2813,-1.3248
-0.5215,-0.9916,-11.8703,2.7549,1.4915,-9.1371
0.0288,-0.061,-9.2858,1.8084,0.2983,-7.2113
-0.564,-0.4936,-9.2341,3.3834,1.7898,-5.1184
0.1621,-0.09,-10.2319,3.2172,2.3864,-4.5561
0.1817,-0.3731,-7.681,2.626,1.7898,-3.4566
0.1497,-0.2856,-7.8917,2.7954,1.7898,-3.4424
-0.0909,-0.066,-7.6727,1.9669,0.8949,-4.9678
-0.7029,-2.656,-9.3125,4.7071,2.983,-4.9814
-0.1796,-0.7078,-6.2263,2.3712,0.8949,-3.8476
0.0329,-0.5639,-8.9591,2.5245,2.0881,-4.8775
0.0428,-0.3157,-5.0897,1.8044,0.5966,-2.9616
0.2963,-1.0249,-4.6772,2.3244,0.2983,-2.7831
-0.0816,-0.0055,-7.3799,1.4544,0.5966,-5.4159
-0.0823,-0.9249,-4.8914,2.224,0,-3.6745
-0.3248,-0.5712,-9.8282,3.728,2.0881,-4.9081
-0.4184,-1.7798,-7.9287,3.9356,1.4915,-4.6998
-0.0261,-0.369,-5.972,2.3347,1.1932,-2.8392
-0.1039,-0.5728,-7.6247,2.6597,1.1932,-4.4486
0.0242,-0.2774,-7.3893,2.5521,1.1932,-3.8972
0.7091,-0.0058,-9.5077,2.0022,1.1932,-5.609
-1.0509,-1.0208,-15.3311,0.9058,1.1932,-15.3038
-1.0696,-0.9516,-13.9141,0.2459,1.1932,-14.4962
0.521,-0.0018,-5.9118,1.6402,0.8949,-2.8574
-1.0016,-0.2985,-14.3898,3.8742,2.6847,-9.131
-0.9455,-0.2098,-16.3394,4.3705,3.5796,-9.5446
0.0146,-0.3563,-5.9062,1.6926,0.5966,-3.9587
0.0844,-0.0926,-13.379,2.882,1.7898,-8.7154
-0.7536,-2.4435,-9.8254,4.3726,2.3864,-6.2635
-0.0289,-0.69,-8.4969,0.46,1.1932,-7.5627
0.0131,-0.012,-9.0187,0.3121,1.1932,-7.5124
-0.0625,-0.4425,-10.1423,1.7618,2.6847,-6.2007
-0.03,-0.6608,-5.2933,2.1391,0.8949,-2.9501
0.0218,-0.0831,-9.6672,0.8084,0.8949,-8.0252
0.0073,-0.5296,-8.5386,2.6782,2.0881,-4.2945
-0.7478,-0.6354,-7.74,3.0981,2.0881,-3.9369
-0.0473,-1.3492,-9.1787,3.0762,1.7898,-5.7092
0.0693,-0.0015,-9.2344,2.9317,2.0881,-4.1469
0.0585,-0.5292,-9.9222,2.6259,2.6847,-5.0823
0.321,-0.898,-18.1752,3.9534,5.966,-8.8329
1.2138,-0.0266,-13.2852,3.1696,5.3694,-3.5591
0.0542,-0.0978,-12.2386,3.1362,1.4915,-7.6545
0.0871,-1.1555,-10.584,3.9155,2.983,-4.754
0.8652,-2.4148,-13.7668,5.836,3.5796,-5.9008
0.7277,-0.7825,-7.0589,3.7696,1.7898,-1.5543
1.1565,-1.4253,-8.133,4.6803,1.7898,-1.9317
0.8586,-1.2931,-6.6726,3.6871,1.7898,-1.6302
0.5102,-1.1398,-5.724,3.4,1.4915,-1.462
0.7236,-0.7356,-4.629,2.8851,0.8949,-0.861
-0.213,-1.1561,-5.9199,2.9961,1.1932,-3.0997
0.006,-0.2422,-5.9235,1.219,0.5966,-4.3442
-0.0011,-0.1581,-5.8583,1.5442,0.5966,-3.8768
-0.0685,-0.053,-8.0365,1.6932,1.1932,-5.2716
0.9252,-0.1308,-6.7029,0.9684,1.4915,-3.4485
-0.0066,-0.0717,-15.9801,3.0517,3.2813,-9.7254
0.0366,-0.0648,-12.7675,2.3301,1.4915,-8.9741
-0.0028,-0.9242,-4.8046,2.3552,0,-3.3765
0.325,-0.7953,-6.4224,2.8486,1.7898,-2.2544
0.1108,-0.9087,-6.6277,2.7892,1.7898,-2.8467
-0.3735,-0.5855,-11.5146,3.5649,3.5796,-5.3292
-0.8382,-0.3997,-9.3802,2.9389,3.2813,-4.3978
0.0085,-0.6923,-14.5236,2.5674,4.1762,-8.4638
0.0341,-0.0922,-8.5817,2.7382,1.4915,-4.4102
-0.0328,-2.0148,-7.5716,3.5868,1.4915,-4.5408
-0.0614,-1.3103,-7.0299,3.7148,1.7898,-2.897
-0.0807,-0.3182,-6.7352,1.7171,0.8949,-4.5222
-0.9773,-1.2134,-6.1647,1.9202,0.5966,-5.8386
-0.1131,-0.6089,-6.6254,2.2889,0.5966,-4.462
0.4863,-1.8342,-15.1075,6.177,8.949,-1.3295
0.1635,-0.0544,-9.1136,2.8168,1.7898,-4.3979
0.3669,-0.1911,-8.3936,2.2215,0.8949,-5.1015
-0.1728,-0.0014,-9.2096,1.0316,1.7898,-6.5624
0.5424,-0.703,-11.7435,4.816,5.6677,-1.4204
-0.2031,-1.0778,-9.6661,4.4737,4.1762,-2.2971
-0.0139,-1e-04,-11.072,0.4821,1.1932,-9.4107
-0.02,-1e-04,-10.6271,0.3533,1.1932,-9.1007
-0.4913,-0.2042,-9.3076,2.6158,1.7898,-5.5974
-0.0392,-1.5593,-9.849,3.3542,2.6847,-5.4085
0.427,-0.7103,-8.5231,3.0044,2.0881,-3.7138
-0.1892,-0.1179,-12.5684,2.268,2.0881,-8.5194
0.7283,-0.6058,-11.0789,5.0439,2.3864,-3.526
-0.7696,-1.5694,-13.2041,4.9977,3.2813,-7.2641
-1.0117,-1.73,-15.6387,5.3493,2.983,-10.048
-0.7393,-2.361,-15.1571,6.6717,7.7558,-3.8299
-0.1374,-0.0193,-7.5856,1.6387,1.4915,-4.6121
-0.2328,-0.0019,-7.3878,1.6249,1.4915,-4.5061
0.9585,-0.1326,-7.6541,3.2511,1.7898,-1.7873
-0.1648,-0.0576,-13.5436,5.6939,2.6847,-5.3874
2.1688,-0.4036,-12.4519,6.1281,4.7728,0.2141
2.0845,-0.6889,-9.1787,5.2939,2.3864,-0.1027
1.317,-0.4424,-8.331,5.1411,2.0881,-0.2273
1.5849,-0.6526,-14.8187,8.3135,6.2643,0.6914
-1.0763,-1.464,-11.1561,-0.2083,2.3864,-11.5183
0.0023,-0.0103,-5.4078,-0.1757,0.2983,-5.2932
-0.02,-0.1397,-7.2517,2.1237,0.8949,-4.3928
-1.0054,-1.2101,-6.6614,1.7021,0.5966,-6.5782
0.0027,-0.1212,-10.834,0.8265,1.7898,-8.3362
-1.5566,-2.0014,-12.6981,3.8275,7.1592,-5.2694
1.8309,-0.5228,-12.5476,4.2977,5.6677,-1.2741
1.6441,-0.4867,-11.5708,4.2862,5.6677,-0.4595
1.0558,-0.7451,-10.8571,4.8872,5.6677,0.0086
1.2149,-0.7811,-8.4187,4.295,3.8779,0.188
0.1744,-0.4437,-11.0232,3.6549,4.1762,-3.4613
0.0044,-0.4993,-12.4487,3.0077,4.4745,-5.4614
-0.1728,-0.9916,-4.1053,1.0025,0.8949,-3.3723
-0.0596,-3e-04,-7.6531,1.4015,0,-6.3114
0.2358,-0.3919,-9.0346,1.8872,2.6847,-4.6188
-0.0875,-0.2099,-10.4322,3.7185,2.0881,-4.923
-0.1219,-1.3721,-7.7501,4.6397,2.0881,-2.5162
-0.101,-1.1281,-7.651,4.5663,2.0881,-2.2258
-0.5556,-1.6189,-11.8993,4.1858,2.0881,-7.7999
-0.0087,-0.217,-9.0857,2.5559,1.4915,-5.264
0.0323,-0.6966,-9.1512,0.9556,4.4745,-4.3855
0.8459,-0.0356,-12.7597,3.124,2.3864,-6.439
0.209,-0.7718,-9.553,2.5802,1.4915,-6.044
0.1113,-1.2988,-10.06,3.0999,1.4915,-6.656
-1.4947,-1.5693,-5.4477,2.8024,1.1932,-4.5161
-0.1134,-0.3938,-5.3601,2.523,0.8949,-2.4494
-0.3669,-0.6464,-5.5633,1.5051,0.5966,-4.4749
-0.8643,-0.3885,-7.398,1.9526,0.2983,-6.3999
-0.9122,-1.1692,-13.0063,2.5675,4.4745,-8.0457
-0.0586,-0.0079,-8.0513,1.1981,0.5966,-6.3231
-2.153,-2.7059,-8.3696,4.952,4.1762,-4.1003
-1.2006,-2.2434,-11.5487,5.1424,5.3694,-4.4809
-2.4753,-2.1046,-11.3766,4.891,5.6677,-5.3979
0.0058,-0.7771,-5.4522,2.8802,1.7898,-1.5535
-0.0254,-1.5148,-10.7223,4.4443,5.0711,-2.747
0.0448,-2.8482,-18.4774,9.1356,10.1422,-2.0029
-0.0916,-2.2705,-5.9219,2.6796,1.4915,-4.1129
-0.0607,-0.9115,-5.7456,3.1824,1.4915,-2.0439
-0.0062,-0.5815,-8.5032,3.1536,2.3864,-3.5508
-1.1568,-2.6192,-8.9985,5.1927,2.983,-4.5988
-0.849,-1.2452,-8.5663,4.8595,2.6847,-3.1163
-0.6561,-2.1392,-9.5531,5.5046,2.6847,-4.1591
0.0364,-0.9736,-5.1347,3.1743,1.4915,-1.406
-0.0587,-1.9742,-4.9909,2.9965,1.7898,-2.2375
0.0488,-0.925,-8.4173,3.1268,2.3864,-3.7804
-1.3265,-1.6621,-9.3823,4.6618,2.0881,-5.621
-2.1934,-1.8731,-7.2631,4.3209,1.7898,-5.219
-1.6331,-2.3467,-8.8847,4.9999,2.0881,-5.7766
0.0146,-0.9016,-14.2602,3.5683,4.4745,-7.1043
-0.3168,-2.0591,-20.1296,7.8871,9.2473,-5.3711
0.0169,-0.731,-15.9271,3.772,5.966,-6.9032
-2.4589,-1.9851,-9.8837,4.6028,2.6847,-7.0401
-2.5177,-2.0027,-9.8693,4.7283,2.6847,-6.9767
-2.2887,-2.4002,-10.225,5.0511,2.3864,-7.4763
-0.9624,-1.0067,-3.5085,2.214,0.5966,-2.6671
0.1651,-0.5293,-5.1836,1.2354,0.8949,-3.4174
0.1691,-0.533,-5.1753,1.2346,0.8949,-3.4097
-0.0451,-0.9579,-6.56,2.539,0.8949,-4.1291
-0.1261,-0.8347,-8.282,3.9118,1.1932,-4.1379
0.134,-1.2168,-5.0933,2.584,0.2983,-3.2939
-0.0704,-0.6416,-7.7382,2.2567,0.8949,-5.2986
-0.5013,-0.5743,-15.7568,4.8962,2.983,-8.9532
-0.1096,-0.2777,-10.17,2.5459,1.1932,-6.8182
-0.1141,-0.3445,-7.8264,2.7993,2.0881,-3.3975
0.0674,-1.3089,-9.1616,2.213,2.0881,-6.1021
-0.0581,-0.8808,-13.8521,3.4666,3.2813,-8.0431
-0.666,-0.7704,-4.9599,1.4634,0.2983,-4.6346
0.0185,-1.2718,-7.1321,2.2572,1.1932,-4.935
0.193,-1.5561,-9.4409,3.9281,1.7898,-5.0861
-0.1996,-0.312,-6.5537,1.3847,1.1932,-4.4875
-0.2984,-0.4102,-10.1869,2.4451,2.3864,-6.0641
-0.6397,-0.7479,-13.2766,4.1835,2.6847,-7.796
0.3906,-2.7682,-18.3369,8.2752,7.1592,-5.2801
-0.0573,-2.7003,-22.421,9.1441,9.5456,-6.4889
-0.4714,-1.9005,-19.0987,6.6612,7.4575,-7.3519
0.5857,-1.4174,-7.6909,3.2933,0.8949,-4.3344
0.7749,-0.2646,-8.5037,1.9174,0.5966,-5.4793
-0.2292,-0.0075,-7.0979,1.7901,0.2983,-5.2463
0.1994,-0.3834,-6.6338,3.2401,1.1932,-2.3846
0.0719,-0.0801,-13.9768,4.3985,4.7728,-4.8136
0.7723,-1.0525,-16.9508,4.8722,4.7728,-7.586
-1.6335,-0.8464,-15.1392,4.7014,5.6677,-7.25
-0.2124,-2.0642,-19.6068,5.8777,7.7558,-8.2499
-1.5088,-2.5276,-15.0684,4.5315,7.1592,-7.414
0.6138,-0.3741,-17.6044,5.4493,5.0711,-6.8444
0.0545,-0.9372,-13.3935,4.2071,4.4745,-5.5946
-0.0804,-0.1376,-12.2996,2.6113,2.983,-6.9232
-2.0274,-1.8583,-8.9665,4.9234,1.4915,-6.4373
-1.9468,-3.5012,-8.6538,4.8383,1.4915,-7.772
-2.0802,-2.7043,-8.901,4.912,1.4915,-7.2819
-0.2177,-1.0048,-4.7549,1.8616,1.4915,-2.6242
-0.4936,-1.1166,-13.215,4.1741,3.8779,-6.7732
0.594,-0.5373,-13.4264,4.4994,4.1762,-4.694
0.0278,-2.0481,-8.2523,4.5445,2.0881,-3.6399
-0.4083,-3.1958,-8.8174,4.8852,2.3864,-5.1499
0.2347,-1.0199,-7.2574,3.8623,1.7898,-2.3905
-1.7041,-2.3577,-7.9529,5.1143,2.0881,-4.8124
-0.4877,-1.1922,-6.488,4.236,1.7898,-2.1422
-1.4448,-1.4948,-6.9004,4.6285,1.7898,-3.4217
-1.4624,-1.3613,-4.9536,2.2738,1.1932,-4.3103
-1.0231,-1.2373,-12.1561,4.668,3.5796,-6.1689
-0.2135,-0.758,-16.7776,4.7105,4.4745,-8.5641
0.012,-0.8703,-7.6802,2.7353,1.1932,-4.6101
-1.9551,-2.9607,-12.836,7.5979,3.2813,-6.8725
-1.6167,-1.5133,-9.6413,3.998,1.4915,-7.2818
-0.0577,-1.0404,-6.4155,2.5446,0.5966,-4.3725
-0.6243,-0.2689,-10.6487,3.459,1.7898,-6.2931
-0.0907,-1.4743,-13.9012,4.224,2.6847,-8.5576
0.0205,-0.1828,-9.0194,2.3452,1.7898,-5.0467
-0.0231,-0.6498,-9.1897,2.5703,1.7898,-5.5026
0.1273,-0.0303,-8.3126,1.7795,0.8949,-5.5413
-0.8738,-1.7657,-10.0994,5.3933,2.983,-4.3626
0.094,-0.9967,-7.6397,3.2261,0.8949,-4.4213
0.0723,-0.0835,-10.9147,2.9105,2.0881,-5.9274
-0.7405,-0.6851,-3.8555,2.1662,0.5966,-2.5184
0.1512,-1.0987,-4.1376,2.1148,0.2983,-2.672
-0.8119,-1.202,-6.7762,2.8507,0.5966,-5.3428
-0.1288,-0.6382,-4.2765,2.3854,0,-2.6581
0.3206,-1.6313,-8.1836,4.6586,2.0881,-2.7476
-0.2857,-0.8386,-6.9529,4.2877,1.4915,-2.298
-0.1436,-0.7359,-5.861,3.1962,1.1932,-2.3511
-0.3483,-2.278,-6.9916,3.8121,1.1932,-4.6126
-0.1162,-0.7812,-5.8569,3.1935,1.1932,-2.3676
-1.4034,-1.1625,-11.7879,2.6229,1.1932,-10.5378
0.0396,-0.4843,-11.716,2.5265,1.1932,-8.4409
0.1429,-0.4477,-10.3202,1.6717,1.1932,-7.7602
0.1003,-0.6987,-7.2246,1.4966,0.8949,-5.4315
-0.3688,-0.7795,-9.7697,3.1519,2.6847,-5.0814
-0.7009,-0.9923,-11.6377,4.202,3.5796,-5.5493
-5e-04,-0.6673,-4.7238,1.4469,0.5966,-3.348
0.1252,-0.6327,-8.6047,3.1392,1.7898,-4.1832
0.4335,-0.8874,-11.2805,3.7716,2.3864,-5.5763
0.0083,-0.1911,-7.1786,1.8284,1.1932,-4.3399
-0.1958,-0.7784,-7.506,1.8968,1.1932,-5.3902
0.0911,-0.175,-12.5645,2.6609,2.6847,-7.3028
0.0307,-1.0416,-4.2899,2.5605,0.8949,-1.8454
0.1089,-0.41,-7.5865,1.9029,0.8949,-5.0898
-0.0203,-0.2902,-10.4005,2.5394,2.0881,-6.0834
-0.8525,-0.3509,-10.6008,3.4576,2.0881,-6.2584
0.0536,-0.2678,-10.1376,2.6444,1.7898,-5.9176
-0.052,-0.9859,-10.8917,2.7103,2.3864,-6.8329
-1e-04,-0.7053,-11.2686,2.3842,2.6847,-6.905
-0.8244,-1.0739,-13.1801,4.4142,5.966,-4.6982
-1.4596,-1.7729,-18.1476,4.4495,5.3694,-11.5612
0.0449,-0.675,-8.4664,3.2862,1.4915,-4.3188
0.1908,-1.5591,-11.982,5.5863,2.983,-4.7809
1.5425,-1.2751,-13.659,6.0355,3.5796,-3.7766
-0.5583,-1.2188,-8.5952,4.8088,1.7898,-3.7737
-1.1446,-2.2258,-8.4723,4.9346,1.7898,-5.1183
-0.2074,-0.9338,-8.4868,4.9865,1.7898,-2.8517
-2.3595,-1.4918,-4.8421,3.5592,1.4915,-3.6426
-2.4904,-1.6352,-4.2173,3.11,0.8949,-4.338
-1.7751,-1.8641,-4.8035,3.1946,1.1932,-4.055
-0.0763,-0.6352,-4.7052,1.0626,0.5966,-3.7576
-0.0147,-0.5326,-4.7201,1.4463,0.5966,-3.2245
0.1981,-0.3469,-12.823,2.8922,1.1932,-8.8866
-0.1984,-0.6139,-5.7403,1.3358,1.4915,-3.7253
-0.0736,-0.8749,-11.4502,3.709,3.2813,-5.4083
0.0443,-0.0585,-9.3902,2.8764,1.4915,-5.0365
0.0916,-0.6462,-4.4079,2.4539,0.2983,-2.2103
-0.1904,-1.6721,-7.8871,3.6032,1.4915,-4.6548
0.0579,-1.6444,-8.9424,3.3914,1.7898,-5.3477
-0.6046,-0.1169,-13.7656,3.6189,3.5796,-7.2886
-0.956,-0.572,-11.8436,4.0064,3.2813,-6.084
-0.4612,-0.4853,-12.1415,3.6717,4.1762,-5.2401
-0.0063,-1.5416,-7.7049,3.7472,1.7898,-3.7158
-0.205,-1.3362,-7.6009,4.1528,1.4915,-3.4978
-0.1556,-0.7735,-7.8413,4.1423,1.7898,-2.8384
0.0536,-0.7597,-5.0042,2.3211,0.8949,-2.4944
-0.3129,-0.5829,-6.0094,1.9976,0.5966,-4.311
0.237,-0.6127,-4.7972,2.4946,0.5966,-2.0817
-0.7551,-1.9338,-22.4803,8.5412,8.949,-7.6791
-0.3892,-0.742,-10.795,3.2997,1.7898,-6.8367
0.7834,-0.6061,-9.0232,2.5079,0.8949,-5.443
-0.9195,-0.5886,-7.8897,2.4303,1.7898,-5.1776
-1.9464,-2.2097,-13.6812,5.6997,5.6677,-6.4699
-0.6704,-1.4785,-12.9702,5.1746,4.1762,-5.7683
-0.0346,-0.0493,-8.0232,1.4274,1.1932,-5.4865
0.005,-0.4833,-7.9057,1.3367,1.1932,-5.8543
-0.1592,-0.8708,-10.2537,2.3546,1.7898,-7.1392
-0.3268,-1.7882,-8.2359,3.2264,2.6847,-4.4399
0.1308,-0.892,-9.1999,2.854,2.0881,-5.0189
0.0738,-1.2178,-8.8066,2.9134,2.0881,-4.9492
-1.2871,-1.6275,-11.4816,5.3244,2.3864,-6.6855
-1.0135,-1.6623,-11.7684,5.4031,3.2813,-5.7598
-0.8793,-0.7166,-11.6832,5.2856,2.983,-5.0106
-0.0783,-1.2432,-18.636,7.5407,7.7558,-4.661
-0.3716,-1.2424,-6.4275,2.919,1.4915,-3.6311
-0.4093,-1.3065,-6.3707,2.9185,1.4915,-3.6765
-1.0435,-1.4306,-8.9183,3.9514,1.7898,-5.6512
-2.4097,-3.9754,-11.7581,6.6794,2.6847,-8.7792
2.0665,-2.0172,-16.9353,8.5857,4.7728,-3.5275
-2.4852,-3.0095,-10.4169,6.4178,2.3864,-7.1074
-1.4281,-2.5856,-10.6146,6.5129,2.0881,-6.0274
-1.1592,-3.5991,-21.294,12.0101,6.2643,-7.778
-0.9378,-0.6827,-8.8645,1.3422,2.3864,-6.7564
0.0144,-0.0137,-4.9677,0.4468,0.2983,-4.2218
0.0705,-0.0311,-7.7332,1.238,0.8949,-5.5609
-1.2286,-1.3216,-5.4434,2.4282,0.5966,-4.9688
0.0915,-0.5672,-8.5645,2.1694,1.7898,-5.0809
0.0718,-1.3663,-17.3844,6.2371,7.1592,-5.2826
-0.0279,-1.3988,-14.5432,4.4157,5.6677,-5.8865
-1.8537,-1.9284,-14.4202,4.8296,5.6677,-7.7051
-1.1388,-1.4649,-16.359,6.8257,5.6677,-6.4693
-0.6364,-2.3304,-10.7009,5.5397,3.8779,-4.2501
-0.2575,-0.7536,-13.9576,3.7938,4.1762,-6.9988
0.0277,-0.3705,-15.326,3.2246,4.4745,-7.9698
-0.1279,-0.5866,-3.2487,1.2734,0.8949,-1.7949
9e-04,-0.1455,-6.3333,0.4587,0,-6.0191
-0.0625,-0.5337,-10.1808,2.6039,2.6847,-5.4884
0.0877,-2.0649,-8.5507,4.6701,2.0881,-3.7697
0.1867,-1.6556,-9.264,5.4598,2.0881,-3.1849
0.1511,-1.3807,-9.1841,5.3065,2.0881,-3.019
-0.3355,-1.0572,-8.9337,2.4747,2.0881,-5.7636
-0.0378,-0.1837,-9.5812,0.6481,1.4915,-7.6631
0.1745,0,-8.796,-0.5585,4.4745,-4.7055
-0.1393,-0.4736,-9.3856,2.0597,2.3864,-5.5524
0.1351,-0.0011,-10.1087,1.2863,1.4915,-7.1969
0.6073,-0.6152,-9.0436,1.4367,1.4915,-6.1233
-0.2,-0.293,-6.4551,2.6294,1.1932,-3.1254
0.3656,-0.1468,-5.5306,1.4123,0.8949,-3.0046
-0.0097,-0.037,-4.2482,0.9998,0.5966,-2.6985
-0.1157,-0.095,-7.1909,0.8944,0.2983,-6.2089
0.6033,-0.2749,-14.5415,1.9142,4.4745,-7.8244
0.008,-0.0016,-7.7063,0.0452,0.5966,-7.0581
