X1_VDW,X2_HB,X3_HP,X4_HM,X5_HS,X6_RT,Y1_HPScore,Y2_HMScore,Y3_HSScore,Y4_affinity_score
265.92,0.44,61.47,1.43,132.72,1,5.02,5.13,4.86,5.01
229.68,1.78,0,0,0,0,4.46,4.67,4.38,4.5
398.89,0,64.04,2.63,178.36,0,5.61,6.18,5.64,5.81
256.79,1.68,0,0,0,0,4.56,4.76,4.48,4.6
576.05,0.57,46.77,1.07,51.04,6,5.83,5.76,5.34,5.64
424.72,1.96,0.88,0,0.23,2,5.13,5.27,4.99,5.13
332.91,0.57,36.31,0.56,80.36,3,4.95,4.88,4.75,4.86
430,0.76,56.45,0.65,93.24,3,5.53,5.33,5.21,5.35
381.32,0.08,47.66,0.56,97.32,3,5.22,5.03,4.98,5.07
546.52,1.3,75.58,3.71,323.83,2,6.26,7.13,6.72,6.7
862.8,1.28,318.18,7.93,405.83,0,9.82,10.22,8.5,9.51
792.33,2.1,295.47,6.94,399.9,0,9.38,9.63,8.25,9.09
325.92,0.77,30.51,0.67,196,1,5,5.11,5.38,5.16
762.13,1,128.92,2.72,193.47,5,7.4,7.28,6.77,7.15
857.54,0.68,145.88,2.72,213.85,8,7.73,7.34,6.94,7.34
296.49,1.16,85.66,1.98,136.53,0,5.46,5.64,5.15,5.41
696.62,0,150.06,3.69,273.46,2,7.46,7.59,7.03,7.36
518.47,1.93,38.44,0.97,148.05,1,5.9,6.11,6.04,6.02
497.05,0.75,156.36,2.78,207.4,2,6.75,6.51,6.02,6.43
527.83,0.5,173.22,3.08,243.07,2,7.02,6.73,6.27,6.67
497.76,0.29,91.18,4.97,168.12,6,5.9,6.93,5.47,6.1
273.55,0.74,14.92,0,27.14,2,4.59,4.54,4.4,4.51
515.16,0.43,132.29,2.97,209.6,1,6.65,6.72,6.17,6.52
428.24,2.57,39,2.3,165.99,4,5.4,6.04,5.53,5.66
447.55,1.58,30.88,2.66,94.8,4,5.35,6.16,5.25,5.59
470.29,1.05,32.48,2.27,147.92,2,5.55,6.24,5.7,5.83
504.2,0,27.92,3.26,163.34,3,5.53,6.55,5.73,5.94
538.53,0.04,64.01,0.67,280.11,6,5.81,5.4,6.07,5.76
933.95,2.59,257.38,5.52,313.68,17,8.6,8.05,6.98,7.87
762.43,1.89,119.99,7.57,360.29,13,6.88,8.48,6.79,7.38
668.85,1.3,126.64,3.29,197.16,0,7.33,7.65,6.89,7.29
578.09,1.96,37.89,0.89,180.82,6,5.83,5.84,5.97,5.88
708.55,3.7,56.12,2.24,136.88,5,6.67,7.16,6.53,6.79
378.25,2.65,2.47,0.34,9.4,4,4.88,5.09,4.71,4.89
428.88,2.79,0,0,0,4,5.06,5.18,4.89,5.04
357.36,3.1,5.03,0,32.37,4,4.84,4.92,4.75,4.84
278.68,2.57,0,0,0,3,4.51,4.65,4.36,4.51
220.76,2.47,0,0,0,3,4.27,4.41,4.12,4.27
293.39,2.04,0,0,0,3,4.54,4.66,4.38,4.53
298.08,1.3,85.74,1.98,132.07,0,5.48,5.66,5.14,5.43
298.08,0.54,81.47,1.98,131.6,0,5.4,5.58,5.09,5.35
442.21,0.13,53.1,3.66,190.7,1,5.63,6.67,5.78,6.03
358.88,0.75,128.11,2.7,198.51,4,5.83,5.73,5.25,5.6
818.55,0.81,171.85,3.85,259.44,6,7.94,7.83,7.16,7.64
690.26,0.92,220.16,5.52,298.21,0,8.23,8.56,7.35,8.05
249.75,1.36,0,0,0,0,4.51,4.7,4.43,4.55
353.89,2.41,7.44,0.59,49.74,3,4.87,5.16,4.85,4.96
365.18,2.63,7.55,0.13,35.29,4,4.87,4.95,4.76,4.86
650.1,0.95,74.52,3.21,352.86,8,6.28,6.73,6.69,6.56
528.41,1.74,67.97,3.42,210.4,7,5.83,6.5,5.78,6.04
833.57,1,213.63,5.31,385.02,9,8.2,8.19,7.47,7.95
487.71,1.5,26.02,0.63,29.61,2,5.59,5.72,5.33,5.54
394.16,5.09,0,0,0,2,5.17,5.46,5.1,5.24
370.69,2.51,0,0,0,2,4.94,5.11,4.81,4.95
351.64,0.28,84.44,1.64,135,2,5.5,5.44,5.12,5.35
318.57,1.41,69.28,1.64,106.22,0,5.41,5.62,5.13,5.39
338.91,0.97,42.49,0.97,49.11,0,5.23,5.4,4.95,5.19
826.5,2.46,34.5,3.35,172.87,24,5.73,6.09,5.34,5.72
488.66,1.22,61.68,2.7,220.66,6,5.65,6.11,5.71,5.82
459.1,0,49.41,2.09,188.9,0,5.72,6.21,5.92,5.95
490.37,0.12,120.18,3.26,252.35,4,6.25,6.41,5.95,6.2
630.37,2.5,42.61,2.51,171.58,15,5.57,5.86,5.37,5.6
504.79,4.35,40.23,3.54,180.44,11,5.39,6.33,5.4,5.7
564.01,0,145.32,4.69,349.81,4,6.76,7.25,6.62,6.88
548.43,0,181.45,5.4,419.96,4,7.02,7.46,6.84,7.11
508.94,1.44,62.98,2.61,226.18,4,5.88,6.37,6.01,6.09
509.75,2.61,42.13,2.07,161.35,7,5.57,5.99,5.57,5.71
463.48,2.69,53.77,2.03,242.94,3,5.74,6.19,6.08,6
685.38,0.8,187.48,4.47,270.27,3,7.73,7.83,6.94,7.5
595.73,2.79,23.32,0.67,112.25,6,5.82,5.91,5.82,5.85
677.1,2.12,66.98,1.67,125.43,6,6.5,6.55,6.15,6.4
842.53,2.82,85.57,2,123.74,6,7.37,7.41,6.86,7.21
828.72,3.69,51.57,1.86,187.42,18,6.32,6.23,6.04,6.2
436.55,0.11,79.41,1.33,126.74,5,5.6,5.35,5.14,5.37
430.24,0,70.73,1.33,114.79,5,5.49,5.32,5.06,5.29
426.41,1.76,17.48,0.36,80.48,4,5.15,5.2,5.12,5.16
730.06,0.06,0,0,0,6,6,5.91,5.71,5.87
691.62,2.7,17.93,0.92,71.37,14,5.66,5.6,5.32,5.53
481.16,3.16,0,0,0,6,5.17,5.23,4.94,5.11
450.96,2.3,0,0,0,6,5,5.02,4.76,4.93
813.05,1.82,0,0,0,16,5.82,5.45,5.27,5.51
647.32,2.4,259.65,4.29,435.15,8,8.01,7.28,7.11,7.47
249.68,0,59.7,3.19,246.22,0,4.98,5.8,5.31,5.36
349.02,0,27.72,2.65,203.31,0,5.09,5.99,5.54,5.54
351.03,1.5,69.59,1.64,94.71,1,5.49,5.66,5.13,5.43
623.05,0,200.78,4.63,365.08,3,7.56,7.56,7.01,7.38
696.55,2.88,94.44,4.91,292.51,16,6.26,6.99,6.05,6.43
698.18,3.2,78.28,4.15,294.16,17,6.07,6.64,6,6.24
634.16,2.4,44.97,3.37,214.31,17,5.48,6,5.37,5.61
609.25,2.36,43.69,2.83,152.75,16,5.42,5.78,5.11,5.44
450.29,2.71,33.66,1.54,148.65,10,5.08,5.27,5.02,5.12
628.23,1.34,57.18,2.17,249.13,9,5.99,6.18,6.13,6.1
688.59,2.69,89.7,5.79,289.33,9,6.6,7.96,6.63,7.06
205.82,1.75,26.5,0.27,116.78,2,4.48,4.48,4.57,4.51
440.02,1,44.36,2.49,253.48,0,5.65,6.39,6.18,6.07
541.28,0.69,65.84,7.94,192.1,6,5.87,8.29,5.77,6.65
581.99,0.09,0,0,0,4,5.53,5.52,5.3,5.45
399.34,2.81,0,0,0,4,4.95,5.06,4.77,4.93
395.8,3,0,0,0,4,4.94,5.07,4.77,4.93
510.92,2.52,57.31,6.08,327.38,5,5.83,7.73,6.42,6.66
506.54,1.44,88.1,4.13,303.81,3,6.15,7.05,6.4,6.54
504.76,0.43,138.26,4.57,323.5,15,5.81,5.94,5.32,5.69
685.3,0.07,107.7,5.21,268.75,5,6.85,7.85,6.7,7.13
501.72,0.7,102.47,3.89,240.28,0,6.41,7.15,6.35,6.63
537.87,1.89,82.13,3.89,242.79,0,6.43,7.42,6.59,6.81
275.67,3.55,27.41,0.97,102.98,2,4.86,5.21,4.92,5
285.89,1.19,34.3,1.31,91.5,2,4.84,5.14,4.74,4.91
284.93,2.31,26.59,0.67,95.2,2,4.82,5.01,4.84,4.89
411.45,0.55,84.07,1.57,270.26,0,5.87,5.87,6.1,5.95
721.12,1.4,158.47,6.28,274.15,15,6.91,7.57,6.06,6.85
447.92,0,109.73,3.67,342.36,1,6.16,6.68,6.4,6.41
441.16,3.19,34.75,1.79,115.78,10,5.08,5.38,4.89,5.12
608.43,3.86,88.51,3.69,213.14,13,6.09,6.56,5.73,6.12
614.84,2.73,84.49,3.03,173.3,14,5.95,6.12,5.42,5.83
294.31,3.15,0,0,0,2,4.67,4.87,4.55,4.7
637.28,3.19,0,0,0,8,5.67,5.66,5.39,5.58
1042.86,9.35,10.48,1.04,47.79,15,7.3,7.63,7.02,7.32
317.31,3.2,0,0,0,2,4.76,4.97,4.65,4.79
312.99,2.84,0,0,0,1,4.79,5.01,4.7,4.83
478.03,2.12,69.41,1.98,171.04,4,5.85,6.07,5.72,5.88
467.32,4.44,11.51,0.62,70.72,5,5.35,5.64,5.35,5.45
432.83,4.66,9.85,0.47,91.03,4,5.27,5.56,5.4,5.41
481.16,6.27,10.12,0.47,90.9,5,5.49,5.82,5.62,5.64
264.74,3.11,0,0,0,1,4.61,4.84,4.52,4.66
277.76,2.46,0,0,0,1,4.62,4.83,4.53,4.66
475.86,1.88,69.27,1.98,166.71,4,5.83,6.04,5.68,5.85
519.11,3.15,37.87,1.22,182.24,5,5.72,5.95,5.91,5.86
360.83,3.51,18.77,0.86,68.76,4,5,5.31,4.94,5.08
469.31,4.41,26.81,1.39,132.66,5,5.49,5.94,5.61,5.68
808.82,1.57,137.82,6.24,415.97,10,7.39,8.41,7.44,7.75
1084.86,5.73,132.05,5.11,413.28,23,7.88,8.23,7.67,7.92
884.68,0.66,112.13,5.2,391.61,15,7.11,7.73,7.13,7.32
540.84,6.43,38.35,0.83,130.9,8,5.81,5.93,5.76,5.83
537.87,4.58,25.35,0.83,160.81,8,5.58,5.73,5.74,5.68
558.59,4.91,28.28,0.83,142.88,8,5.71,5.84,5.77,5.77
165.99,1.95,12,0.27,47.84,0,4.32,4.53,4.33,4.39
273.85,0.81,74.34,1.98,174.56,3,5.07,5.22,4.91,5.07
274.11,0.77,74.01,1.98,173.69,3,5.06,5.22,4.91,5.06
336.12,1.12,43.29,1.24,143.18,3,5.05,5.21,5.06,5.11
446.13,2.45,25.96,0.89,85.79,3,5.41,5.65,5.36,5.47
267.92,2.01,25.93,1.64,97.29,0,4.85,5.48,4.94,5.09
434.42,0.49,65.22,3.59,313.56,0,5.79,6.75,6.36,6.3
905.18,0.93,83.69,2.61,260.8,5,7.56,7.81,7.61,7.66
537.96,0.11,102.31,4.93,421.93,0,6.52,7.64,7.18,7.11
432.47,1.53,58.25,2.34,149.54,4,5.53,5.97,5.41,5.64
509.74,1.72,87.14,3.6,181.9,4,6.11,6.79,5.86,6.25
764.53,2.53,96.32,2.68,222.4,7,7.08,7.24,6.83,7.05
248.76,1.79,19.01,0.67,64.86,0,4.7,5,4.71,4.81
364.85,1.86,48.11,2.35,137.92,0,5.43,6.12,5.48,5.68
465.37,3.93,31.81,1.31,70.26,0,5.8,6.33,5.76,5.96
373.86,1,81.59,2.42,180.02,2,5.6,5.91,5.44,5.65
537.42,0,88.13,4.39,186.05,5,6.08,6.93,5.77,6.26
738.8,2.01,92.98,3.62,268.04,3,7.16,7.84,7.23,7.41
1016.52,5.28,64.48,3.73,270.91,18,7.27,7.86,7.24,7.46
1191.21,5.89,107.37,6.62,288.59,24,8.03,9.16,7.52,8.23
1107.06,3.24,112.7,5.95,438.3,20,7.84,8.68,7.95,8.16
422.6,2.09,29.68,1.6,139.59,0,5.51,6.09,5.73,5.78
454.79,0,101.45,2.91,199.14,2,6.05,6.32,5.76,6.04
328.54,0,31.59,3.36,225.04,0,5.04,6.18,5.54,5.59
362.32,1.56,14.22,0.34,49.12,3,4.92,5.01,4.82,4.92
780.33,1.23,134.47,4.22,272.21,13,7.05,7.18,6.46,6.9
930.07,2.29,159.49,7.86,300.4,10,8.11,9.59,7.52,8.41
823.57,2.18,129.97,4.75,414.09,14,7.17,7.56,7.18,7.3
1082.37,4.12,123.91,6.35,454.51,19,7.95,8.93,8.07,8.31
856.09,4.3,119.16,6.67,461.15,18,7.07,8.26,7.29,7.54
930.17,1.53,134.85,4.58,397.84,15,7.54,7.76,7.4,7.57
751.58,1.87,94.66,4.84,435.25,11,6.73,7.57,7.22,7.17
701,0.29,94.98,4.88,381.22,9,6.57,7.41,6.87,6.95
465.48,4.23,10.9,0.34,43.31,4,5.39,5.6,5.31,5.43
464.05,6.36,8.86,0.34,46.01,4,5.48,5.81,5.47,5.59
461.58,5.94,10.59,0.34,46.66,4,5.46,5.76,5.43,5.55
244.09,1,45.15,1.54,133.71,3,4.69,4.95,4.64,4.76
734.23,2.33,140.82,4.53,349.25,10,7.16,7.52,6.93,7.21
746.78,1.51,122.53,4.66,336.87,12,6.88,7.35,6.69,6.97
438.98,5.18,0,0,0,2,5.35,5.65,5.28,5.43
463.99,6.4,0,0,0,2,5.52,5.88,5.47,5.62
403.35,3.72,4.67,0.36,10.21,2,5.18,5.5,5.07,5.25
401.29,4.07,0,0,0,7,4.84,4.9,4.6,4.78
337.76,3.6,6.88,0,24.4,5,4.74,4.8,4.59,4.71
345.06,4.62,4.67,0,19.67,5,4.81,4.93,4.67,4.8
259.26,3.95,45.14,1.98,125.24,3,4.91,5.48,4.88,5.09
670.34,3.92,85.09,4.15,213.42,11,6.43,7.18,6.16,6.59
893.84,1.95,179.93,5.99,376.24,12,8.01,8.49,7.47,7.99
419.31,2.38,52.93,1.92,141.18,3,5.54,5.94,5.47,5.65
668.92,7.23,0,0,0,8,6.02,6.2,5.81,6.01
520.71,2.31,35.7,1.28,174.31,0,5.97,6.38,6.28,6.21
354.9,2.79,55.43,2.61,169.67,0,5.51,6.28,5.63,5.81
633.33,1.07,97.69,3.61,175.87,3,6.73,7.31,6.37,6.8
757.72,2.17,62.29,2.74,208.87,8,6.66,7.1,6.63,6.8
523.44,0.88,97.42,4.55,190.11,2,6.34,7.32,6.07,6.57
530.01,1.04,97.9,4.55,184.24,2,6.38,7.36,6.08,6.61
496.22,0.06,94.33,5.08,191.68,3,6.09,7.23,5.81,6.38
562.16,5.39,12.16,0.25,39.59,7,5.66,5.78,5.5,5.65
382.42,2.74,36.24,2.52,218.78,0,5.44,6.35,5.93,5.91
586.77,0.69,74.07,3.66,333.68,3,6.31,7.11,6.79,6.74
202.22,2.24,27.53,1.43,108.07,1,4.56,5.06,4.64,4.75
209.24,2.29,0,0,0,0,4.4,4.64,4.33,4.46
339.54,4.15,30.7,2.3,162.94,0,5.3,6.23,5.64,5.72
223.68,1.23,0,0,0,0,4.4,4.59,4.31,4.43
460.98,3.13,19.91,1.07,64.24,6,5.27,5.56,5.12,5.32
404.75,2.43,4.51,0.3,1.41,2,5.11,5.35,4.95,5.14
296.97,1.46,14.05,0.27,78.32,3,4.65,4.71,4.67,4.68
372.09,3.59,30.42,0.65,93.55,3,5.21,5.38,5.18,5.26
297.02,1.55,14.11,0.27,79.1,3,4.66,4.72,4.68,4.69
645.97,3.11,157.32,7.3,386.53,2,7.49,9.1,7.5,8.03
658.74,1.51,144.6,6.33,383.3,0,7.46,8.8,7.61,7.96
588.25,1.68,129.32,5.34,382.9,0,7.05,8.15,7.33,7.51
368.25,1.07,82.98,2.63,186.49,1,5.66,6.07,5.54,5.75
520.33,0.48,84.99,2.72,146.74,5,6.01,6.26,5.58,5.95
645.45,3.51,94.2,2.72,179.62,10,6.45,6.58,5.98,6.34
231.48,1.88,63.05,1.98,118.2,0,5.04,5.45,4.86,5.12
495.36,1.05,84.96,3.08,263.9,2,6.12,6.65,6.26,6.34
619.32,3.27,105.03,4.51,169.67,1,6.98,8.02,6.63,7.21
414.8,1.65,64.26,2.18,204.25,2,5.65,6.04,5.74,5.81
439.59,2.18,72.21,1.94,239.09,2,5.84,6.1,6.02,5.99
713.71,1.11,119.31,6.3,349.68,6,7.06,8.39,7.12,7.53
206.68,1.93,6.66,0,26.64,2,4.31,4.39,4.22,4.31
401.35,2.6,78.15,2.97,190.96,1,5.83,6.49,5.8,6.04
534.81,1.57,92.15,3.27,234.59,4,6.25,6.74,6.16,6.38
605.97,1.11,61.92,2.34,184.11,4,6.24,6.62,6.21,6.36
548.66,0.59,91.83,4.25,178.08,2,6.37,7.27,6.1,6.58
596.61,1.03,41.73,3.59,199,3,6.08,7.16,6.32,6.52
613.28,0.89,115.86,3.62,303.48,6,6.62,6.93,6.52,6.69
715.18,2.35,153.45,5.52,282.34,17,6.77,7.15,5.96,6.63
1010.84,2.68,198.42,7.67,439.3,13,8.62,9.59,8.15,8.79
451.81,1.52,84.99,3.29,153.69,0,6.1,6.8,5.86,6.25
662.56,1.92,52.04,2.51,195.88,6,6.3,6.8,6.36,6.49
756.48,4.32,100.98,4.47,144.62,5,7.3,8.27,6.8,7.46
461.41,4.84,8.2,0.34,29.14,4,5.38,5.64,5.28,5.43
479.06,5.3,0,0,0,4,5.4,5.63,5.27,5.43
473.59,4.98,8.13,0,38.84,4,5.43,5.58,5.38,5.46
241.33,4.45,0,0,0,3,4.46,4.69,4.35,4.5
203.48,4.69,0,0,0,3,4.33,4.56,4.21,4.37
226.85,4.13,0,0,0,3,4.39,4.6,4.27,4.42
231.13,1.76,62.69,1.98,114.21,0,5.02,5.44,4.84,5.1
231.24,1.53,63.06,1.98,114.68,0,5.02,5.41,4.82,5.08
694.57,0.39,108.15,3.97,218.7,1,7.15,7.82,6.92,7.3
294.47,0.38,80.76,2.34,188.78,4,5.12,5.3,4.93,5.12
599.06,2.51,98.26,3.85,203.94,6,6.49,7.13,6.18,6.6
510.06,1.13,137.06,4.85,270.49,0,6.78,7.6,6.53,6.97
226.73,3.41,0,0,0,0,4.53,4.82,4.48,4.61
441.37,2.29,12.97,0,43.65,3,5.26,5.27,5.17,5.23
484.96,3.21,23.26,0.38,63.67,4,5.52,5.59,5.4,5.5
784.67,1.74,119.68,4.89,349.3,8,7.26,8,7.27,7.51
672.29,1.59,111.66,3.77,269.65,7,6.79,7.2,6.58,6.86
703.86,1,102.47,4.96,361.62,9,6.68,7.53,6.85,7.02
427.13,1.79,10.73,0.63,25.14,2,5.22,5.51,5.09,5.27
414.03,2.59,0,0,0,2,5.11,5.29,4.99,5.13
420.63,2.21,0,0,0,2,5.12,5.28,4.99,5.13
255.8,2.32,33.14,1.31,108.75,2,4.77,5.14,4.78,4.89
303.52,1.16,45.56,1.64,105.75,0,5.13,5.53,5.05,5.24
250.84,2,11.42,0.34,37.36,0,4.66,4.9,4.63,4.73
1228.3,3.28,97.42,2.34,374.27,24,7.94,7.39,7.82,7.72
596.71,1.43,134.51,5.61,284.82,6,6.75,7.69,6.42,6.95
493.38,0.71,76.52,1.58,213.39,0,6.14,6.22,6.21,6.19
407.61,1.2,55.14,3.26,245.51,4,5.39,6.19,5.67,5.75
742.44,4.56,92.69,3.8,196.71,15,6.58,7.01,6.07,6.55
703.17,4.23,109.41,2.59,240.97,11,6.8,6.74,6.42,6.65
418.2,0,86.8,4.69,328.57,4,5.65,6.67,5.96,6.09
424.31,0.48,95.69,5.27,377.03,4,5.78,6.97,6.21,6.32
589.52,0.6,127.77,5.96,276.01,4,6.74,7.91,6.47,7.04
444.66,2.83,65.12,2.07,165.83,7,5.53,5.75,5.35,5.54
496.5,1.9,104.03,4.34,196.25,3,6.28,7.14,5.97,6.46
473.45,1.78,106.96,4.47,241.97,3,6.21,7.08,6.05,6.45
630.25,3.07,64.4,2,89.83,6,6.34,6.59,5.89,6.28
652.43,3.6,64.52,2,77.5,6,6.46,6.73,5.97,6.39
643.82,3.75,63.48,2,87.26,6,6.42,6.71,5.99,6.37
1027.79,4.55,73.55,3.25,262.04,18,7.36,7.65,7.2,7.4
362.03,2.78,25.4,1.33,104.58,5,4.96,5.32,4.95,5.08
359.12,2.92,27.17,1.33,111.05,5,4.97,5.33,4.97,5.09
509.95,3.04,29.52,0.7,91.36,4,5.67,5.8,5.6,5.69
607.65,8.82,0,0,0,6,5.98,6.31,5.86,6.05
910.7,3.83,23.2,0.92,70.89,14,6.65,6.59,6.27,6.5
567.18,5.35,0,0,0,6,5.63,5.79,5.45,5.62
559.39,4.13,0,0,0,6,5.54,5.64,5.33,5.5
1095.23,9.52,0,0,0,16,7.36,7.36,6.96,7.23
501.55,2.17,121.99,3.11,395.5,8,6.17,6.22,6.35,6.25
212.13,0,44.27,3.19,211.06,0,4.69,5.65,5.02,5.12
364.23,0.67,88.69,4.59,220.5,0,5.73,6.87,5.72,6.11
261.59,1.09,25.3,0,91.65,1,4.71,4.63,4.73,4.69
489.91,1.64,96.92,3.96,330.08,3,6.18,6.93,6.46,6.52
935.95,1.87,122.76,5.17,339.23,16,7.41,7.95,7.12,7.5
797.91,2.06,136.87,4.51,358.12,17,6.94,7.06,6.57,6.86
787.73,4.7,141.72,5.14,356.9,17,7.08,7.53,6.72,7.11
889.82,2.53,118.39,3.77,267.54,16,7.23,7.29,6.7,7.07
571.71,3.26,56.5,1.9,203.18,10,5.8,5.95,5.77,5.84
762.39,2.79,113.55,4.32,297.8,9,7.11,7.7,6.96,7.26
855.41,0.42,125.66,5.48,359.35,9,7.47,8.28,7.41,7.72
158.18,2.01,11.04,0,109.81,2,4.16,4.21,4.37,4.25
389.08,0,100.6,4.64,311,0,5.9,6.92,6.13,6.32
625.61,1.07,46.48,7.38,204.88,6,6.05,8.45,6.19,6.9
473.79,4.38,0,0,0,4,5.33,5.52,5.18,5.34
506.99,5.25,0,0,0,4,5.51,5.74,5.38,5.54
510.57,2.76,0,0,0,4,5.39,5.5,5.21,5.37
380.88,1.57,46.46,5.78,254.76,5,5.16,7,5.54,5.9
564.29,0,176.64,4.81,318.28,3,7.1,7.39,6.59,7.03
525.63,0.17,214.72,5.4,338.94,15,6.57,6.32,5.45,6.11
520.86,0.33,121.62,6.55,206.59,5,6.33,7.74,5.81,6.63
571.18,0,124.43,3.89,257.49,0,6.85,7.36,6.64,6.95
474.17,1,96.91,2.54,248.98,0,6.26,6.55,6.29,6.37
348.58,2.16,37.69,0.67,115.98,2,5.17,5.25,5.16,5.19
320.38,0.48,70.62,1.64,125.49,2,5.26,5.34,4.97,5.19
236.77,0.28,33.16,0.67,94.55,2,4.58,4.61,4.49,4.56
418.33,0.32,129.2,2.54,268.52,0,6.29,6.25,6.1,6.22
821.25,0.48,206.01,5.98,410.66,15,7.69,7.76,6.94,7.46
472.42,0,171.54,3.67,358.5,1,6.81,6.78,6.56,6.72
485.51,0.68,90.17,2.15,138.44,10,5.62,5.44,4.97,5.34
485.24,1.57,66.63,2.62,198.7,13,5.27,5.42,5.01,5.23
677.3,1.71,118.49,3.75,253.98,14,6.45,6.54,5.92,6.3
374.4,1.59,0,0,0,2,4.9,5.03,4.76,4.9
479.49,3.64,0,0,0,8,5.07,5.08,4.79,4.98
733.3,4.36,11.36,1.04,19.74,15,5.8,5.89,5.31,5.67
375.98,3.02,0,0,0,2,4.99,5.18,4.87,5.01
413.88,1.63,0,0,0,1,5.12,5.29,5.01,5.14
580.18,1.87,98.79,1.98,181.91,4,6.51,6.45,6.15,6.37
457.56,1.54,21.81,0.62,108.56,5,5.25,5.31,5.25,5.27
437.06,1.28,20.64,0.73,97.7,4,5.2,5.34,5.2,5.25
507.06,1.21,26.07,0.73,87.27,5,5.46,5.52,5.34,5.44
323.62,1.8,0,0,0,1,4.77,4.95,4.66,4.79
350.21,4.36,0,0,0,1,5.02,5.31,4.96,5.09
590.71,1.35,48.09,1.98,137.97,4,6.07,6.44,5.98,6.16
396.64,1.7,45.19,2.29,131.47,5,5.22,5.73,5.11,5.35
401.79,1.98,38.13,0.86,75.53,4,5.25,5.32,5.02,5.2
509.36,0.16,43.4,1.39,132.73,5,5.57,5.67,5.46,5.57
857.46,1,205.01,7.57,478.53,10,8.16,9.06,7.84,8.35
1118.94,1.56,183.71,6.12,433.31,23,8.25,8.34,7.58,8.06
798.44,2.59,126.82,5.06,405.42,15,7,7.53,6.98,7.17
585.44,1,41.13,0.83,147.59,8,5.72,5.55,5.61,5.63
459.77,1.11,33.38,0.83,137.64,8,5.15,5.06,5.08,5.1
510.54,1.29,32.37,0.83,125.47,8,5.36,5.28,5.25,5.3
226.41,1.09,22.09,0.27,52.72,0,4.6,4.69,4.52,4.61
327.12,0.88,60.24,0.67,192.38,3,5.16,4.93,5.2,5.1
327.72,0.66,58.46,0.67,181.91,3,5.13,4.91,5.14,5.06
391.95,1.15,57.16,1.24,152.64,3,5.4,5.44,5.32,5.39
485.2,0.04,44.36,1.52,77.84,3,5.6,5.81,5.31,5.57
324.19,2.12,57.39,1.64,109.98,0,5.37,5.71,5.22,5.43
538.92,0,119.64,3.93,339.98,0,6.67,7.24,6.84,6.92
724.95,0.52,96.41,3.89,160.97,5,6.93,7.54,6.46,6.98
584.51,0,143.85,5.61,477.15,0,7.07,8.07,7.57,7.57
498.57,1.36,88.56,2.34,164.04,4,6.06,6.22,5.72,6
594.66,0.56,137.96,3.6,204.25,4,6.85,7.01,6.2,6.69
779.21,1.1,87.31,2.68,242.84,7,6.98,7.15,6.87,7
232.52,0.93,15.17,0.34,62.04,0,4.56,4.72,4.57,4.62
435.44,0,70.53,2.35,178.5,0,5.82,6.22,5.78,5.94
512.14,0.04,64.85,1.64,99.17,0,6.08,6.26,5.78,6.04
450.11,0.87,97.45,2.76,197.94,2,6.04,6.33,5.8,6.06
629.54,0,136.53,5.02,210.84,5,6.88,7.54,6.24,6.89
664.91,1.37,156.71,4.3,281.35,3,7.4,7.74,6.94,7.36
718.57,3.39,45.51,3.02,231.07,18,5.81,6.2,5.75,5.92
1144.3,2.41,164.02,6.96,383.45,24,8.16,8.75,7.45,8.12
1059.94,1.92,142.9,6.26,406.69,20,7.85,8.48,7.53,7.96
390.76,0,51.41,2.28,112.8,0,5.47,6.01,5.34,5.61
507.8,0.08,137.04,3.58,222.67,2,6.59,6.8,6.08,6.49
373.39,0,43.08,3.36,223.72,0,5.32,6.36,5.72,5.8
404.08,0,36.71,0.97,51.46,3,5.2,5.27,4.88,5.12
804.33,0.96,184.72,5.23,344.51,13,7.58,7.64,6.82,7.35
920.93,1.24,195.57,8.8,389.61,10,8.34,9.81,7.76,8.64
848.31,1.51,191.32,6.25,447.44,14,7.78,8.17,7.36,7.77
787.55,1.82,104.65,6.65,268.03,19,6.47,7.63,5.97,6.69
950.11,0.9,192.43,6.8,550.04,18,7.92,8.34,7.77,8.01
632.58,1.21,129.54,6.56,309.31,15,6.29,7.3,5.83,6.47
471.66,2.97,82.53,4.96,255.72,11,5.56,6.61,5.46,5.88
555.62,1.3,102.11,5.26,270.73,9,6.1,7.08,5.92,6.37
461.25,2.08,21.12,0.7,57.03,4,5.34,5.5,5.19,5.35
492.03,1.25,21.98,0.7,58.45,4,5.43,5.54,5.26,5.41
457.26,2.03,20.48,0.7,55.37,4,5.32,5.48,5.17,5.32
300.98,1.08,51.85,1.54,145.42,3,4.99,5.18,4.92,5.03
788.15,1.02,211.38,5.88,330.98,10,7.94,8.13,6.98,7.68
656.26,2.2,117.35,5.69,277.36,12,6.51,7.45,6.14,6.7
448.26,2.2,0,0,0,2,5.23,5.39,5.1,5.24
514.51,2.79,0,0,0,2,5.53,5.71,5.41,5.55
473.28,3.14,6.41,0,12.2,2,5.44,5.58,5.32,5.45
402.95,0,0,0,0,7,4.63,4.5,4.31,4.48
394.68,1.43,12.14,0,32.87,5,4.9,4.81,4.69,4.8
388.13,0.68,11.84,0,33.61,5,4.83,4.7,4.61,4.72
347.17,1.63,60.33,1.35,159.21,3,5.28,5.35,5.2,5.28
723.59,0.07,152.47,4.49,269.8,11,7.04,7.14,6.32,6.83
974.06,0.93,267.9,7.13,434.93,12,9.07,9.15,7.95,8.72
