X1_lig_vol,X2_pock_vol,X3_nb_AS,X4_mean_as_ray,X5_mean_as_solv_acc,X6_apol_as_prop,X7_mean_loc_hyd_dens,X8_hydrophobicity_score,X9_volume_score,X10_polarity_score,X11_charge_score,X12_flex,X13_prop_polar_atm,X14_as_density,X15_as_max_dst,X16_ALA,X17_ARG,X18_ASN,X19_ASP,X20_CYS,X21_GLN,X22_GLU,X23_GLY,X24_HIS,X25_ILE,X26_LEU,X27_LYS,X28_MET,X29_PHE,X30_PRO,X31_SER,X32_THR,X33_TRP,X34_TYR,X35_VAL
236.61,1115.22,40,4.01,0.56,0.17,3.43,21.45,4.45,14,2,11.93,39.22,6.88,15.38,0,3,1,0,2,2,1,0,0,1,0,0,0,1,1,2,3,2,0,1
198.48,1046.9,32,4.19,0.58,0.06,1,23.67,4.56,12,2,14.49,39.53,6.35,13.29,0,3,1,0,2,1,1,0,0,1,0,0,0,1,1,2,2,2,0,1
210.14,962.19,34,4.05,0.58,0.18,2.67,15.52,4.38,15,1,11.71,42.31,6.07,14.02,0,3,0,0,1,2,2,0,0,1,0,0,0,1,2,3,3,2,0,1
172.68,1239.95,37,4.17,0.55,0.19,2.86,29,4.65,12,1,12.8,36.96,7.05,14.11,0,3,1,0,2,1,2,0,0,3,0,0,0,1,1,2,1,2,0,1
170.1,951.74,26,4.14,0.55,0.19,3.2,23.53,4.12,9,0,14.04,37.84,6.04,11.97,0,2,1,0,2,1,2,0,0,3,0,0,0,1,1,2,1,0,0,1
132.35,627.81,30,3.79,0.6,0.3,4.67,17.36,4.21,11,0,9.29,38.1,5.14,11,0,1,0,0,1,2,1,0,0,0,0,0,0,1,1,3,2,2,0,0
355.4,1214.72,47,4.02,0.58,0.19,4,21.62,4.42,16,1,12.78,38.1,7.23,16.94,0,3,1,0,2,1,2,0,0,2,0,0,0,1,2,3,3,2,1,1
435.69,1280.85,44,4.19,0.59,0.23,4.6,23.08,4.44,16,1,14.14,38.71,7.33,16.94,0,3,2,0,2,1,2,0,0,3,0,0,0,1,2,3,2,2,1,1
194.87,1074.81,47,3.79,0.6,0.4,11.58,22,4.21,15,0,10.69,38.1,6.88,13.94,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,3,4,2,2,0
321.57,1398.5,53,4.13,0.59,0.34,6,24.72,4.44,16,1,12.02,36.23,7.79,16.94,0,3,1,0,2,1,2,0,0,3,0,0,0,1,2,3,3,2,1,1
232.92,1096.48,47,3.86,0.58,0.21,3.4,21.8,4.32,16,1,12.08,38.46,7.58,16.73,0,3,1,0,2,2,2,0,0,3,0,0,0,1,2,3,3,2,0,1
176.38,1187.09,33,4.05,0.64,0.27,4.67,14.56,4.5,13,1,13.55,39.58,6.6,14.46,0,2,2,0,1,1,1,0,0,0,0,0,0,1,1,3,1,2,1,0
351.52,1790.51,53,4.09,0.61,0.28,4.53,17.12,4.35,19,1,12.69,39.44,8.07,18.28,0,3,2,0,1,2,2,0,0,2,0,0,0,1,2,3,4,2,1,1
390.34,1438.9,56,4.1,0.59,0.27,4.27,23,4.37,18,1,12.66,38.89,8.11,17.99,0,3,1,0,2,2,2,0,0,3,0,0,0,1,2,3,4,2,1,1
271.22,1413.75,51,3.93,0.58,0.33,6.82,15.21,4.33,20,2,10.57,36.51,7.45,15.74,1,3,2,0,1,2,1,0,0,0,0,0,0,1,1,3,5,2,2,0
276.05,1333.47,49,3.92,0.59,0.37,7.89,15.21,4.33,20,2,10.5,37.1,7.24,14.94,1,3,2,0,1,2,1,0,0,0,0,0,0,1,1,3,5,2,2,0
390.79,1512.27,59,4.01,0.6,0.37,10.09,15.36,4.36,19,1,12.91,37.97,8.11,17.96,1,3,2,0,1,1,2,0,0,1,0,0,0,1,2,3,4,2,2,0
273.13,1300.56,52,3.96,0.59,0.23,3.5,21.8,4.32,16,1,11.53,37.31,7.94,16.94,0,3,1,0,2,2,2,0,0,3,0,0,0,1,2,3,3,2,0,1
195.8,980.09,46,3.78,0.6,0.46,10.48,17.27,4.45,18,2,10.52,35.82,7.01,15.16,1,3,1,0,1,2,1,0,0,0,0,0,0,1,1,3,4,2,2,0
280.35,1556.8,52,4.11,0.61,0.42,6.91,23.04,4.36,19,1,10.71,36.11,8.51,20.75,1,3,0,0,1,3,2,0,0,2,0,0,0,2,2,3,5,2,1,1
104.46,595.96,27,3.77,0.61,0.19,3.2,15.43,4.5,11,1,10.08,39.02,4.97,10.41,0,2,0,0,1,2,1,0,0,0,0,0,0,1,1,3,1,2,0,0
86.84,324.83,25,3.68,0.58,0.28,4.86,19.64,4.5,12,1,8.43,40.54,4.23,9.13,0,2,0,0,1,2,1,0,0,0,0,0,0,1,0,3,2,2,0,0
181.98,1032.49,38,3.82,0.58,0.39,7.07,17.12,4.24,14,0,10.48,41.18,6.43,13.4,0,1,1,0,1,2,1,0,0,0,0,0,0,1,1,3,3,2,1,0
100.43,640.56,27,3.93,0.56,0.22,4,15.12,4.31,13,1,8.94,40,4.77,9.91,0,2,0,0,1,2,1,0,0,0,0,0,0,1,1,3,3,2,0,0
233.33,1122.64,48,3.94,0.6,0.27,4.92,9.18,4.32,18,2,11.14,37.93,7.05,15.61,0,3,2,0,1,2,1,0,0,0,0,0,0,1,2,3,4,2,1,0
202.96,1176.11,44,3.95,0.6,0.32,7,13.1,4.25,17,1,10.59,41.51,6.75,14.63,0,2,2,0,1,2,1,0,0,0,0,0,0,1,1,3,4,2,1,0
148.66,708.92,33,3.77,0.62,0.3,4.4,12.06,4.53,14,2,9.89,35.29,5.73,11.75,0,3,0,0,1,3,1,0,0,0,0,0,0,1,1,3,2,2,0,0
192.16,878.75,38,3.84,0.59,0.37,6.57,17.67,4.39,15,1,10.35,40,6.22,12.72,0,2,0,0,1,2,1,0,0,0,0,0,0,1,1,3,4,2,1,0
146.56,747.83,32,3.79,0.63,0.28,4,12,4.62,13,2,10.18,36.73,5.71,11.63,0,3,0,0,1,3,1,0,0,0,0,0,0,1,1,3,1,2,0,0
327.29,1948.08,49,4.09,0.66,0.43,12.48,30.05,4.16,13,0,14.52,34.38,7.98,19.61,1,0,2,0,1,0,1,0,1,1,0,0,0,1,1,3,2,2,2,1
340.38,1900.3,53,4.1,0.62,0.43,12.87,21.75,4.25,14,1,14.32,33.82,8.17,18.89,1,1,2,0,1,0,1,0,1,1,0,0,0,1,2,3,2,2,2,0
297.83,1342.91,52,3.94,0.63,0.42,12.36,22.38,4.29,15,2,12.35,34.29,8.09,18.89,1,2,2,0,1,1,1,0,1,1,0,0,0,1,1,3,2,2,1,1
201.82,827.84,30,3.97,0.64,0.63,12.84,40.58,4.25,7,1,14.53,28.21,5.67,11.84,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,2,1,1
329.12,1208.16,44,4.1,0.61,0.3,5.38,20.26,4.3,15,1,10.82,40.98,7.43,17.32,1,3,0,0,1,2,2,0,0,2,0,0,0,1,2,3,3,2,0,1
377.9,1483.89,58,3.87,0.61,0.47,12.07,20.25,4.17,18,2,12.41,35.9,8.17,18.89,1,2,2,0,1,2,1,0,1,1,0,0,0,1,1,3,4,2,1,1
105.6,878.72,28,3.9,0.61,0.5,12.14,29.31,4.08,9,-1,12.25,34.15,5.59,11.04,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,2,2,1,0
276.08,1355.25,55,3.98,0.61,0.45,13.52,23.82,4.23,16,2,12.01,37.14,8.26,19.67,1,2,1,0,1,1,1,0,1,1,0,0,0,1,1,3,4,2,1,1
357.49,1869.53,67,3.98,0.63,0.42,11.79,18.48,4.41,21,5,12.21,40.23,9.25,23.38,1,4,0,0,1,2,1,0,1,1,0,1,0,1,1,4,5,2,1,1
207.65,980,32,4.09,0.63,0.22,3.71,12.56,4.25,12,0,13.04,38.64,6.18,12.5,0,1,2,0,1,1,1,0,0,0,0,0,0,1,2,3,1,2,1,0
221.62,1195.79,46,3.85,0.59,0.35,9.12,15.52,4.1,17,1,11.51,37.88,7.18,15.04,1,2,2,0,1,1,1,0,0,0,0,0,0,1,1,3,5,2,1,0
406.67,1817.74,61,3.99,0.6,0.36,11.09,20.88,4.46,17,2,13.82,37.97,8.47,19.98,1,3,2,0,1,1,1,0,0,2,0,0,0,1,2,3,3,2,2,0
100.22,494.88,26,3.72,0.58,0.31,5.25,15.27,4.4,12,1,9.01,38.46,4.35,9.75,0,2,0,0,1,2,1,0,0,0,0,0,0,1,1,3,2,2,0,0
233.94,999.23,47,3.73,0.6,0.45,11.33,14.43,4.14,17,1,11.16,35.38,6.99,15.59,1,2,2,0,1,2,1,0,0,0,0,0,0,1,1,3,4,2,1,0
285.42,1095.73,48,3.82,0.57,0.31,6.8,18.92,4.33,17,2,12.56,36.51,7.71,19.75,0,3,1,0,2,2,1,0,0,1,0,0,0,1,2,3,4,2,1,1
322.43,1427.43,53,4.02,0.59,0.3,4.5,23,4.37,18,1,11.67,38.57,7.7,16.94,0,3,1,0,2,2,2,0,0,3,0,0,0,1,2,3,4,2,1,1
347.89,1252.21,49,4.01,0.6,0.16,5,18.64,4.41,15,2,15.26,38.71,7.58,17.63,0,3,2,0,2,1,1,0,0,1,0,0,0,1,2,3,2,2,1,1
406.89,1558.69,55,4.07,0.6,0.33,5.22,23,4.37,18,1,12.29,37.84,8.37,18.66,0,3,1,0,2,2,2,0,0,3,0,0,0,1,2,3,4,2,1,1
297.91,1580.74,57,3.91,0.6,0.35,10.3,13.74,4.35,18,2,12.42,38.03,7.69,16.15,1,3,2,0,1,1,1,0,0,0,0,0,0,1,2,3,4,2,2,0
446.02,1372.92,54,3.94,0.59,0.26,5.86,18.92,4.33,17,2,12.92,38.24,7.89,18.66,0,3,1,0,2,2,1,0,0,1,0,0,0,1,2,3,4,2,1,1
561.08,1770.67,67,3.96,0.61,0.34,6.87,22.5,4.33,20,1,13.08,37.93,9.13,21.29,1,3,2,0,1,3,2,0,0,3,0,0,0,2,2,3,4,2,1,1
249.65,1385.79,55,3.96,0.62,0.45,13.2,23.8,4.3,15,2,11.87,34.78,8.3,19.31,1,2,0,0,1,1,1,0,1,1,0,0,0,1,1,3,4,2,1,0
308.87,1383.48,52,3.97,0.6,0.35,7,11.58,4.38,20,2,12.14,38.81,7.47,15.61,0,3,2,0,1,2,1,0,0,0,0,0,0,1,2,3,5,2,2,0
386.11,1613.23,54,3.89,0.64,0.41,11.36,19.92,4.25,17,1,15.23,40.26,8.39,20.52,1,1,3,0,1,1,1,0,0,2,0,1,0,1,2,3,3,2,2,0
220.66,1381.96,42,4.13,0.58,0.21,3.33,28.24,4.57,13,1,12.7,38.89,7.18,14.11,0,3,1,0,2,1,2,0,0,3,0,0,0,1,1,2,2,2,0,1
250.76,1206.78,45,4.07,0.56,0.22,3.8,27.91,4.55,15,2,11.84,40.35,7.17,15.38,0,3,1,0,2,1,1,0,0,2,0,0,0,1,1,2,4,2,1,1
228.71,1327.16,48,4.1,0.58,0.23,3.64,29.09,4.61,15,1,11.77,38.6,7.43,14.37,0,3,1,0,2,1,2,0,0,3,0,0,0,1,1,2,3,2,1,1
119.13,894.92,36,3.98,0.59,0.28,3.6,19.75,4.5,15,1,9.81,44.9,6.24,12.28,0,3,0,0,1,2,2,0,0,2,0,0,0,1,1,3,3,2,0,0
97.27,519.22,25,3.83,0.55,0.36,6.44,17.36,4.21,11,0,8.81,41.67,4.24,9.75,0,1,0,0,1,2,1,0,0,0,0,0,0,1,1,3,2,2,0,0
114.5,655.53,28,3.9,0.57,0.29,6.25,15.12,4.31,13,1,8.62,41.03,4.82,9.91,0,2,0,0,1,2,1,0,0,0,0,0,0,1,1,3,3,2,0,0
107.21,812.28,27,3.89,0.63,0.52,11.43,30.67,4.17,8,-1,12.35,34.15,5.43,10.19,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,1,2,1,0
104.38,829.28,27,3.91,0.65,0.56,12,30.67,4.17,8,-1,12.35,34.15,5.46,10.32,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,1,2,1,0
356.88,1576.66,57,3.99,0.62,0.4,9.04,20.15,4.23,17,1,11.81,37.18,9.15,23.04,2,3,2,0,1,1,2,0,0,2,0,0,0,1,2,3,3,2,1,1
141.15,795.75,31,3.78,0.61,0.48,11.73,22,4.53,11,1,11.83,34.69,6.15,12.4,1,2,0,0,1,1,1,0,0,0,0,0,0,1,1,3,1,2,1,0
341.58,1273.27,52,3.93,0.59,0.23,4.33,13.09,4.35,18,2,13.84,41.54,7.76,18,0,3,2,0,1,2,1,0,0,1,0,0,0,1,2,3,4,2,1,0
283.24,1396.25,54,3.95,0.61,0.46,12.56,24.33,4.29,15,2,12.15,36.62,8.07,19.22,1,2,1,0,1,1,1,0,1,1,0,0,0,1,1,3,3,2,1,1
107.2,768.16,31,3.83,0.57,0.26,4.75,15.27,4.4,12,1,9.36,38.1,5.21,10.79,0,2,0,0,1,2,1,0,0,0,0,0,0,1,1,3,2,2,0,0
231.35,1295.95,44,4.01,0.6,0.3,4,19.32,4.41,15,1,10.63,41.67,7.23,16.11,0,3,0,0,1,2,2,0,0,2,0,0,0,1,2,3,3,2,0,1
226.41,1204.3,43,4.07,0.58,0.19,3.5,21.29,4.29,15,2,12.88,42.86,7.02,15.38,0,3,1,0,2,1,1,0,0,1,0,0,0,1,1,3,4,2,0,1
411.34,1474.28,64,3.89,0.6,0.36,9.22,12.76,4.28,20,2,13.18,37.04,8.35,18.66,1,3,2,0,1,2,1,0,0,0,0,0,0,1,2,3,5,2,2,0
362.27,1397.51,54,3.94,0.59,0.35,7.68,14.96,4.44,20,1,11.44,37.14,7.58,16.69,0,3,1,0,1,2,2,0,0,1,0,0,0,1,2,3,5,2,2,0
422.96,1670.28,57,3.95,0.59,0.37,8.95,11.73,4.38,21,3,11.7,37.84,7.66,16.33,1,4,2,0,1,2,1,0,0,0,0,0,0,1,2,3,5,2,2,0
215.46,1164.56,40,3.94,0.57,0.2,3.25,12.65,4.35,15,2,12.02,40.74,7.01,14.92,0,3,1,0,1,2,1,0,0,1,0,0,0,1,2,3,3,2,0,0
200.62,1168.03,28,4.31,0.62,0.18,2,23.06,4.25,9,0,15.84,38.46,6.7,15.01,0,2,1,0,1,1,2,0,0,3,0,0,0,1,1,1,2,0,0,1
218.85,1354.05,34,4.38,0.64,0.35,8.5,29.55,4.7,12,1,11.91,42.22,7.12,16,1,3,0,0,1,2,2,0,0,2,0,0,0,2,1,2,1,2,0,1
123.61,732.21,29,3.88,0.58,0.28,6,15.12,4.31,13,1,8.94,40,4.93,11.56,0,2,0,0,1,2,1,0,0,0,0,0,0,1,1,3,3,2,0,0
109.63,780,31,3.92,0.6,0.13,2,16.8,4.33,12,1,9.66,43.9,5.6,11.4,0,2,0,0,1,1,1,0,0,0,0,0,0,1,1,3,3,2,0,0
112.82,793.2,33,3.89,0.59,0.24,5,15.12,4.31,13,1,9.34,41.86,5.79,11.72,0,2,0,0,1,2,1,0,0,0,0,0,0,1,1,3,3,2,0,0
748.22,2629.98,95,3.99,0.62,0.4,10.47,18.92,4.33,28,4,13.34,36.36,10.62,26.24,2,4,3,0,1,4,2,0,1,3,0,1,0,2,2,3,6,2,2,1
301.06,1221.48,52,3.73,0.6,0.48,10,22.22,4.43,18,2,11.14,40,7.3,15.79,1,2,0,0,1,2,1,0,0,1,0,1,0,1,1,3,5,2,2,0
249.25,1347.25,40,4.16,0.6,0.22,5.11,29.57,4.52,12,1,12.59,37.25,7.5,15.19,1,3,1,0,2,1,2,0,0,3,0,0,0,1,1,2,1,2,0,1
220.26,962.73,42,4.04,0.59,0.31,6,10.95,4.38,17,2,10.26,39.22,6.55,14.38,0,3,1,0,1,2,1,0,0,0,0,0,0,1,2,3,4,2,1,0
457.32,1567.39,59,4.04,0.59,0.31,4.89,23,4.37,18,1,12.19,36.36,8.43,18.66,0,3,1,0,2,2,2,0,0,3,0,0,0,1,2,3,4,2,1,1
368.37,1138.9,49,3.99,0.59,0.29,4.43,20.08,4.35,18,1,12.21,37.88,7.39,15.24,0,3,1,0,2,2,2,0,0,2,0,0,0,1,2,3,4,2,1,1
263.5,885.02,34,3.97,0.64,0.53,12.56,27.12,4,11,1,15.79,34.04,6.58,16.49,1,0,2,0,1,1,0,0,1,1,0,0,0,0,1,2,2,2,1,1
247.64,949.91,45,3.75,0.58,0.47,10.76,19.5,4.15,16,0,11.06,37.1,6.93,15.04,1,1,2,0,1,1,1,0,0,0,0,0,0,1,1,3,4,2,2,0
305.83,1273.25,45,3.97,0.62,0.38,7.06,14.7,4.45,16,1,11.19,36.21,6.99,14.63,0,2,1,0,1,2,1,0,0,0,0,0,0,1,2,3,3,2,2,0
244,1046.65,44,3.89,0.57,0.3,5.08,18.92,4.33,17,2,11.8,37.7,7.2,16.94,0,3,1,0,2,2,1,0,0,1,0,0,0,1,2,3,4,2,1,1
298.47,1520.12,54,4,0.6,0.33,7.33,12.46,4.19,20,1,12.31,39.47,7.89,19.09,1,3,2,0,1,2,2,0,0,1,0,0,0,1,2,3,5,2,1,0
299.04,1418.26,51,4.05,0.59,0.37,10.53,11.5,4.23,17,2,12.17,41.79,7.7,16.47,1,3,2,0,1,1,1,0,0,0,0,0,0,1,2,3,4,2,1,0
360.2,1313.59,54,3.9,0.61,0.3,5.12,21.46,4.27,17,1,12.68,37.84,8.2,18.66,0,3,1,0,2,2,2,0,0,3,0,0,0,1,2,3,4,2,0,1
356.21,1637.15,53,4.01,0.61,0.25,3.54,21.46,4.27,17,1,13.05,38.67,8.24,18.66,0,3,1,0,2,2,2,0,0,3,0,0,0,1,2,3,4,2,0,1
336.95,1306.33,55,3.9,0.6,0.33,7,18.92,4.33,17,2,13,38.57,7.9,18.36,0,3,1,0,2,2,1,0,0,1,0,0,0,1,2,3,4,2,1,1
650.11,1926.95,74,3.94,0.6,0.35,7.54,21.47,4.34,22,2,12.86,35.35,9.06,19.93,1,3,2,0,2,2,2,0,0,3,0,1,0,1,2,3,5,2,2,1
185.53,1002.99,39,4,0.57,0.23,3.11,25.91,4.5,15,1,11.13,42.86,6.78,14.64,0,3,0,0,1,2,2,0,0,3,0,0,0,1,1,3,3,2,0,1
184.65,1065.66,35,3.99,0.55,0.26,3.33,19.95,4.42,13,1,10.21,46.81,6.6,14.64,0,3,0,0,1,2,2,0,0,2,0,0,0,1,1,2,3,1,0,1
258.38,1216.18,40,3.95,0.64,0.4,11.88,13.14,4.33,17,2,12.28,37.7,7.15,14.7,1,3,2,0,1,2,1,0,0,0,0,0,0,1,1,3,3,2,1,0
289.76,1462.53,49,4.11,0.59,0.27,4.46,23.12,4.33,15,1,12.36,38.46,7.58,16.94,0,3,1,0,2,1,2,0,0,3,0,0,0,1,2,3,3,2,0,1
509.8,2119.02,72,4.09,0.6,0.38,12.37,17.6,4.37,22,4,14.75,37.78,9.73,26,1,4,3,0,1,2,1,0,1,2,0,0,0,1,2,4,3,2,2,1
296.38,1365.56,46,3.93,0.58,0.24,5.45,18.58,4.29,16,1,12.02,38.46,7.56,16.94,0,3,1,0,2,2,2,0,0,2,0,0,0,1,2,3,3,2,0,1
307.24,1256.02,46,4.06,0.6,0.28,5.23,28.82,4.45,13,1,11.67,36.67,7.6,14.65,1,3,1,0,2,1,2,0,0,3,0,0,0,1,1,2,2,2,0,1
592.86,1975.01,73,3.84,0.6,0.33,6.17,23.03,4.4,24,4,13.44,39.22,9,20.31,1,4,2,0,2,3,1,0,0,4,0,1,0,1,2,3,6,2,2,1
279.14,905.45,45,3.74,0.59,0.44,10.4,14.5,4.2,16,1,10.54,36.51,6.97,15.32,1,2,2,0,1,2,1,0,0,0,0,0,0,1,1,3,3,2,1,0
141.69,632.41,33,3.81,0.59,0.33,4.55,19.94,4.31,13,0,10.03,39.13,5.6,11.96,0,1,0,0,1,2,1,0,0,0,0,0,0,1,1,3,3,2,1,0
211.87,1072.68,41,3.89,0.6,0.44,8.89,22.5,4.28,14,0,11.03,34.48,6.87,15.09,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,3,3,2,2,0
121.98,787.65,30,3.95,0.63,0.63,13.37,30,4.25,8,1,15.48,30,5.57,10.58,1,0,2,0,1,0,0,0,1,1,0,0,0,0,1,1,1,2,1,0
275.3,1266.98,52,3.78,0.58,0.46,11.58,18.1,4.14,17,0,11.11,35.82,7.2,15.61,1,1,2,0,1,2,1,0,0,0,0,0,0,1,1,3,4,2,2,0
545.25,1855.9,73,4.01,0.59,0.34,8.24,24.55,4.23,20,1,12.69,35.11,9.12,21.91,2,3,2,0,2,1,2,0,0,3,0,0,0,1,2,3,5,2,2,1
462.43,1767.56,68,3.85,0.6,0.41,9.07,17.09,4.33,24,3,12.99,41.24,8.75,20.11,1,4,2,0,1,3,2,0,0,3,0,1,0,1,2,3,6,2,1,1
403.26,1535.02,65,3.86,0.61,0.45,8.48,17.09,4.33,24,3,12.28,43.16,8.7,20.51,1,4,2,0,1,3,2,0,0,3,0,1,0,1,2,3,6,2,1,1
505.12,2239.24,81,4.03,0.61,0.42,11.06,23.56,4.22,21,2,13.07,34.95,10.23,25.26,1,3,2,0,2,2,2,0,1,4,0,0,0,1,2,3,5,2,1,1
277.7,1387.34,51,4.09,0.6,0.31,5.62,26.74,4.33,17,1,11.1,38.24,8.12,16.38,1,3,1,0,2,3,2,0,0,3,0,0,0,2,1,3,3,2,0,1
444.45,1671.06,64,3.98,0.58,0.3,9.89,14.71,4.36,21,3,13.54,34.94,8.39,19.16,1,4,3,0,2,2,1,0,0,1,0,0,0,1,2,3,4,2,2,0
512.97,1969.16,69,3.98,0.62,0.35,8.92,26.74,4.44,17,1,13.01,32.58,9.12,19.93,1,3,1,0,2,1,2,0,0,3,0,0,0,1,2,3,3,2,2,1
75.04,415.62,20,3.68,0.53,0.4,6.25,17.36,4.21,11,0,8.85,42.42,3.61,9.06,0,1,0,0,1,2,1,0,0,0,0,0,0,1,1,3,2,2,0,0
355.78,1391.87,42,4.23,0.61,0.21,4,29.82,4.68,14,1,13.41,39.62,7.23,14.04,0,3,1,0,2,1,2,0,0,3,0,0,0,1,1,2,2,2,1,1
776.08,2265.41,66,4.12,0.65,0.39,11.23,16.2,4.48,20,4,14.03,36.9,8.97,20.34,1,3,3,0,1,1,1,0,1,1,0,1,0,1,1,3,3,2,2,0
249.52,1240.13,44,4.09,0.58,0.3,5.54,24.62,4.38,16,1,11.2,38.33,7.62,15.38,0,3,1,0,2,2,2,0,0,3,0,0,0,1,1,3,3,2,0,1
274.88,1381.71,40,4.26,0.6,0.17,4,28.24,4.57,13,1,13.45,39.62,7.23,13.29,0,3,1,0,2,1,2,0,0,3,0,0,0,1,1,2,2,2,0,1
259.45,1348.48,32,4.35,0.6,0.28,5.11,24.12,4.12,9,0,14.29,37.21,6.88,16.92,1,2,1,0,1,1,2,0,0,3,0,0,0,1,1,1,2,0,0,1
319.87,1188.85,72,4.02,0.53,0.43,19.74,9.59,3.59,17,-4,22.15,44.58,7.78,17.45,1,1,3,3,3,2,3,2,1,1,2,0,1,1,3,3,0,1,0,1
251.22,1115.03,58,4.03,0.53,0.47,20.74,17.24,3.64,14,-2,23.68,43.28,6.82,14.1,2,1,2,2,2,1,2,1,1,1,1,0,1,1,1,3,1,1,0,1
250.47,655.18,56,3.86,0.51,0.43,18.75,5.29,3.57,15,-3,18.61,46.88,6.28,15.59,1,1,2,2,2,4,2,2,0,1,2,0,0,1,4,3,0,1,0,0
343.73,1447.81,64,4.05,0.53,0.47,18.6,13.66,3.59,16,-2,24.28,39.19,7.56,15.49,2,1,3,2,3,2,2,1,1,1,1,0,1,1,2,3,1,1,0,1
291.41,927.64,69,3.89,0.51,0.39,20.59,8.33,3.63,15,-5,21.01,46.75,7.51,18.23,1,1,1,3,2,3,3,2,0,1,2,0,1,1,4,3,0,1,0,1
273.27,1138.11,68,3.9,0.5,0.43,21.72,10.21,3.66,15,-5,21.37,42.86,7.47,19.79,1,1,1,3,2,3,3,2,0,1,2,0,1,1,3,3,0,1,0,1
130.95,315.38,37,3.73,0.52,0.19,6,-1.41,3.73,13,-2,15.69,58.54,3.99,8.22,0,1,2,2,1,4,1,1,0,0,2,0,1,0,4,2,0,1,0,0
137.92,318.29,36,3.85,0.49,0.17,5,-5,3.67,13,-2,15.51,56.1,3.63,10.49,0,1,2,2,1,4,1,1,0,0,2,0,0,0,4,2,0,1,0,0
107.17,288.78,35,3.84,0.5,0.14,4,-5,3.67,13,-2,15.53,61.11,3.51,8.36,0,1,2,2,1,4,1,1,0,0,2,0,0,0,4,2,0,1,0,0
202.22,1129.87,51,4.01,0.53,0.49,18.96,19.71,3.71,11,-3,24.38,37.7,6.54,13.77,1,0,2,2,2,1,2,1,1,1,1,0,1,1,1,1,1,1,0,1
414.6,1498.34,82,4.05,0.53,0.4,20.85,7.31,3.54,19,-4,22.33,45.56,8.44,21.4,2,1,3,3,2,3,3,2,1,1,2,0,1,1,4,3,1,1,0,1
242.87,1131.95,61,4.01,0.52,0.43,20.54,7.57,3.64,16,-4,22.7,46.48,7.2,15.51,1,1,2,3,2,1,3,1,1,1,1,0,1,1,3,3,1,1,0,1
239.73,741.88,60,3.77,0.48,0.4,17.83,10.62,3.62,16,-3,18.43,46.48,6.56,16.88,1,1,3,2,3,4,2,2,0,1,3,0,1,1,4,3,0,1,0,0
340.99,1095.12,82,3.78,0.5,0.44,19.28,9.44,3.59,20,-6,20.29,43.3,8.74,19.94,1,1,4,3,3,4,4,3,0,1,4,0,1,1,4,3,0,1,0,1
344.99,1083.76,77,3.74,0.47,0.44,20.41,11.13,3.61,19,-5,19.7,42.55,8.41,19.94,1,1,4,2,3,4,4,3,0,1,4,0,1,1,4,3,0,1,0,1
147.56,362.58,40,3.8,0.48,0.15,5,-1.41,3.73,13,-2,15.75,55.56,4.24,10.78,0,1,2,2,1,4,1,1,0,0,2,0,1,0,4,2,0,1,0,0
399.33,1131.59,77,3.85,0.49,0.39,21.27,6.12,3.64,18,-5,21.11,45.98,8.07,19.24,1,1,2,3,2,5,3,2,0,1,2,0,1,1,4,3,0,1,0,1
725.07,1874.46,92,4.01,0.52,0.34,20,5.93,3.61,24,-4,22.06,45.63,9.52,25.42,1,1,4,4,3,5,3,2,2,1,2,0,2,1,4,3,1,1,0,1
144.21,452.42,44,3.74,0.48,0.2,7.78,0.43,3.65,13,-2,15.81,54.17,4.85,13.22,1,1,2,2,1,4,1,1,0,0,2,0,1,0,4,2,0,1,0,0
162.28,460.86,46,3.78,0.47,0.37,14.24,8.77,3.64,11,-2,16.82,49.06,5.28,12.14,1,1,1,2,1,3,1,2,0,1,2,0,1,0,3,2,0,1,0,0
241.42,885.83,63,3.89,0.5,0.43,19.85,10.52,3.66,14,-4,19.38,45.83,6.9,16.89,1,1,1,2,2,3,3,2,0,1,2,0,1,1,4,3,0,1,0,1
234.86,496.5,49,3.76,0.48,0.27,11.69,4.36,3.6,13,-2,16.39,51.85,5.31,13.3,1,1,2,2,1,4,1,2,0,1,2,0,1,0,4,2,0,1,0,0
214.52,902,49,3.97,0.54,0.49,19.25,18.9,3.76,11,-3,23.34,38.33,6.25,15.67,1,1,1,2,2,1,2,1,0,1,1,0,1,1,1,3,0,1,0,1
270.07,944.25,56,3.94,0.53,0.5,19.64,16.85,3.73,13,-4,22.51,41.18,6.77,15.67,1,1,2,2,3,1,3,1,0,1,2,0,1,1,2,3,0,1,0,1
131.72,350.09,36,3.84,0.5,0.14,4,-0.14,3.76,12,-2,15.77,54.76,3.85,10.49,0,1,1,2,1,4,1,1,0,0,2,0,1,0,4,2,0,1,0,0
153.95,405.36,45,3.77,0.48,0.18,6.25,-1.35,3.61,13,-2,16.9,49.06,4.95,11.6,0,1,2,2,1,4,1,2,0,0,2,0,1,0,4,2,0,1,0,0
