X1_exposed_hydrophobic_count,X2_ligand_acceptor_count,X3_ligand_clash_count,X4_ligand_donor_count,X5_ligand_hbond_count,X6_molecular_weight,X7_occluded_ligand_acceptor_count,X8_occluded_ligand_donor_count,X9_occluded_ligand_polar_count,X10_occluded_protein_acceptor_count,X11_occluded_protein_donor_count,X12_occluded_protein_polar_count,X13_rotatable_bond_count,X14_ligand_buried_surface_area_docked
11,2,7,0,0,248.191,2,0,0,2,0,0,15,81.8671
13,3,15,0,2,478.163,1,0,2,2,0,0,9,74.7441
10,4,5,1,3,378.333,2,0,0,2,3,0,5,86.7673
10,5,12,1,4,385.352,0,0,0,3,2,0,6,79.1347
2,4,2,2,3,162.099,2,0,0,0,2,0,4,91.412
3,4,0,0,1,174.09,2,0,1,1,2,0,3,92.1674
4,2,0,0,0,136.128,2,0,0,1,1,0,2,88.9147
7,1,3,4,1,228.205,0,1,0,1,1,0,1,81.4823
14,2,13,6,3,454.394,0,3,0,2,2,0,15,75.6833
10,1,11,2,2,281.675,0,0,0,0,2,0,2,78.4466
3,3,8,10,7,258.232,0,2,0,1,1,0,15,88.6035
7,4,13,11,6,361.311,0,4,0,2,3,0,20,86.7677
6,4,14,11,7,361.311,0,3,0,2,1,0,21,88.0162
3,7,12,5,7,185.114,0,0,0,2,0,0,6,85.7503
5,16,14,10,12,506.287,2,3,0,1,0,0,17,75.2082
12,29,26,20,14,926.544,5,2,0,3,1,0,34,69.9042
3,7,12,5,6,185.114,1,0,0,0,0,0,6,85.225
5,5,5,4,4,192.128,1,0,0,0,1,0,5,82.8574
7,5,3,4,4,288.214,1,0,0,2,2,0,8,85.2601
2,9,10,6,6,296.166,2,2,0,2,0,0,11,80.1756
2,7,6,7,5,279.182,1,3,0,1,0,0,10,88.1235
2,7,14,9,4,321.222,3,3,0,1,2,0,12,79.6571
3,5,8,5,4,155.108,1,0,0,1,0,0,5,83.6615
1,6,4,6,5,186.122,0,2,0,0,1,0,6,88.5661
7,5,4,4,6,288.214,0,1,1,1,2,0,8,86.1147
6,10,10,1,0,375.103,7,0,1,2,1,0,7,87.6029
3,6,11,4,5,239.101,1,2,0,1,0,0,6,88.9568
10,10,7,1,5,339.071,3,0,1,2,0,0,7,83.3086
14,3,17,5,2,524.416,1,2,0,2,2,0,18,79.4978
12,14,17,12,5,840.579,4,2,0,2,1,0,37,70.8705
12,9,16,5,3,609.461,3,3,2,3,2,0,24,76.1039
8,9,5,2,6,408.179,2,0,1,0,0,0,9,82.7118
7,9,6,2,6,408.179,2,0,2,1,0,0,9,79.2519
6,9,8,2,5,408.179,2,0,1,0,0,0,9,83.8475
1,4,0,0,2,112.04,2,0,0,0,0,0,2,93.0134
7,2,5,0,1,140.095,0,0,0,2,0,0,3,84.7385
7,2,5,0,1,140.095,0,0,0,2,0,0,3,84.9313
2,3,3,3,4,199.146,0,0,0,1,0,0,3,91.4905
5,3,12,6,4,282.28,1,2,0,1,2,0,5,80.7078
3,2,4,3,3,157.129,0,0,0,1,0,0,1,80.9254
8,2,10,2,3,289.655,0,0,1,3,3,0,5,84.9475
12,9,14,2,4,548.403,2,1,0,3,0,0,11,79.9751
8,2,12,2,3,385.162,1,0,0,2,1,0,6,81.4491
5,3,5,3,2,245.192,1,2,1,1,1,0,8,89.7778
8,3,8,3,4,293.235,0,1,0,1,0,0,8,88.7924
14,5,14,4,5,474.366,1,1,1,2,0,0,13,80.2264
3,2,0,0,0,124.117,2,0,0,0,1,0,1,87.3146
4,4,5,1,3,310.713,0,0,0,1,0,0,4,84.3488
5,7,10,2,8,336.277,1,0,0,0,0,0,6,85.6457
7,2,6,4,2,230.201,1,0,0,1,3,0,5,88.699
10,3,9,3,3,429.226,1,1,0,2,0,0,8,82.6333
11,7,10,4,3,452.33,2,0,0,2,0,0,10,77.6816
12,13,25,15,7,773.538,6,5,0,3,1,0,33,80.5263
18,12,23,19,10,907.694,5,5,0,5,4,0,42,76.0996
21,12,28,12,6,896.647,3,3,0,2,1,0,34,73.4827
6,6,8,2,2,268.158,1,1,0,1,1,0,3,81.2709
6,3,6,1,1,281.201,2,1,1,2,3,0,2,84.7581
3,1,3,1,2,470.74,0,0,1,0,0,0,1,84.7369
2,6,3,0,2,246.176,2,0,0,0,1,0,4,89.2702
11,9,15,3,2,513.327,4,2,0,2,3,0,19,82.0011
16,10,19,2,4,684.458,5,1,0,3,1,0,18,75.12
10,5,14,8,2,480.387,4,2,0,3,3,0,21,84.0846
13,11,23,10,2,848.629,3,6,1,5,3,0,33,77.541
13,9,18,7,7,629.447,2,4,0,3,0,0,29,80.2535
11,9,13,3,2,568.322,6,2,0,1,2,0,20,82.6961
7,5,11,5,4,467.317,2,0,2,1,1,0,19,80.6689
13,9,17,4,1,595.348,2,2,0,1,2,0,12,75.2843
5,8,9,3,7,296.11,3,0,1,1,1,0,6,88.9012
4,8,11,2,5,297.094,3,1,0,2,0,0,5,87.3028
5,8,10,3,6,296.11,2,0,2,1,1,0,6,86.9319
4,2,2,5,3,137.116,2,1,0,0,2,0,6,90.793
10,5,15,4,6,450.338,1,2,0,2,0,0,14,81.3627
11,7,17,3,3,488.281,3,1,0,3,1,0,16,83.2216
4,7,7,7,7,253.165,1,2,0,2,0,0,7,84.4657
2,9,10,8,4,284.179,2,3,0,2,0,0,8,86.134
4,6,7,6,4,236.158,1,4,0,1,0,0,6,85.6789
2,8,6,2,6,292.036,2,0,2,1,1,0,9,89.8405
1,7,11,3,6,246.071,1,0,1,1,1,0,8,86.6398
1,8,11,1,6,246.048,1,0,1,2,0,0,7,86.1397
5,3,1,1,0,157.102,3,1,0,1,1,0,4,90.6538
10,8,10,2,5,441.223,2,1,1,2,1,0,14,85.5991
11,8,21,2,2,549.319,2,0,0,3,1,0,17,71.9149
5,4,4,3,2,233.185,0,1,0,2,0,0,4,89.1065
1,16,9,4,2,495.086,8,1,1,2,0,0,11,83.8507
7,5,10,3,6,319.278,1,1,2,2,2,0,5,85.6798
9,1,4,4,2,202.191,0,0,0,0,1,0,2,80.5689
9,6,15,5,3,429.32,1,1,0,1,2,0,6,79.8779
12,8,11,2,4,537.202,3,2,3,4,1,0,10,78.3037
12,4,4,2,5,316.249,0,1,0,1,0,0,6,86.4807
9,3,4,3,5,315.264,0,1,0,0,0,0,6,87.8365
14,5,7,3,3,459.348,2,1,0,3,1,0,3,79.3536
4,8,12,7,7,371.307,3,1,1,1,0,0,11,86.851
4,2,4,4,3,263.082,1,0,0,1,1,0,3,87.7109
10,3,12,2,2,335.702,1,0,0,2,3,0,7,81.3318
3,2,3,3,2,121.093,1,0,0,0,2,0,2,87.7689
0,2,0,4,2,100.076,2,1,0,0,0,0,1,93.7908
5,4,2,1,0,254.026,2,0,0,1,1,0,2,87.1199
1,3,0,2,3,134.096,1,0,0,0,2,0,0,91.4791
3,6,7,3,2,326.132,3,2,1,2,2,0,7,83.219
5,5,6,7,5,259.197,1,2,0,1,0,0,5,79.3206
1,4,1,4,3,180.118,1,0,0,0,1,0,4,86.9303
3,4,3,4,4,230.156,1,0,1,0,1,0,4,83.5768
1,4,1,4,3,180.118,1,0,0,0,2,0,4,87.3649
10,3,9,1,1,361.284,0,0,0,2,1,0,4,71.3184
12,4,10,1,2,375.291,0,0,0,2,0,0,4,72.8862
11,3,5,0,2,336.255,0,0,0,1,2,0,4,80.1132
7,5,3,0,3,254.198,1,0,0,0,0,0,3,75.8152
5,9,17,1,5,409.263,2,1,0,3,2,0,10,83.9006
9,11,10,2,6,476.309,1,2,0,2,0,0,14,83.9023
3,0,5,4,1,116.12,0,0,0,1,0,0,2,84.1585
12,3,3,6,4,322.276,1,1,0,0,3,0,6,82.0882
10,3,6,9,4,399.364,0,2,0,2,4,0,9,75.3514
10,3,9,2,3,242.185,0,0,0,1,1,0,4,76.5378
8,3,4,2,2,254.196,0,0,0,1,2,0,4,85.4747
14,6,14,1,3,487.398,2,0,0,4,2,0,9,85.0471
2,1,0,4,3,106.105,0,1,0,0,1,0,3,91.9663
9,5,5,2,4,296.234,0,0,1,2,1,0,3,86.9636
7,3,7,3,3,353.31,0,2,0,2,3,0,8,87.4989
11,4,18,4,3,370.299,2,0,0,1,2,0,7,79.6177
14,4,16,4,4,447.854,0,2,1,1,1,0,6,82.2992
12,7,13,2,3,550.717,4,1,0,3,2,0,10,81.2301
8,5,7,3,4,399.382,0,1,0,1,1,0,11,84.6942
11,3,10,11,7,431.382,0,6,0,3,2,0,24,86.3279
16,5,19,2,2,659.491,3,0,1,4,2,0,20,79.1368
9,3,6,7,3,311.277,1,2,0,1,3,0,5,86.0662
7,5,11,5,3,398.28,1,2,0,1,2,0,10,82.7976
13,8,19,10,5,518.393,1,2,0,2,0,0,14,77.6233
3,9,10,3,5,314.102,3,2,1,1,0,0,6,88.0556
3,10,9,4,5,355.134,1,2,0,1,1,0,6,88.961
1,10,11,3,3,330.101,4,1,1,1,1,0,6,88.1122
1,7,5,1,5,180.01,1,0,0,0,0,0,5,94.3069
0,6,0,0,3,150.992,3,0,0,0,0,0,3,93.152
1,6,0,2,5,167.014,1,1,0,1,0,0,5,93.0281
3,0,4,4,0,116.12,0,1,0,2,0,0,2,84.6713
3,0,3,4,1,116.12,0,0,0,1,0,0,2,82.4744
13,5,19,0,1,471.81,2,0,1,3,2,0,5,80.7059
6,0,4,3,2,137.137,0,0,0,1,1,0,5,86.7874
11,5,15,6,4,414.35,2,2,0,3,1,0,12,84.1321
15,1,2,6,3,316.292,0,1,0,2,1,0,5,82.5952
1,3,1,3,3,133.111,0,1,0,0,1,0,1,89.8173
6,5,11,4,5,284.25,2,1,0,2,2,0,6,79.524
3,4,4,4,2,278.269,1,2,0,1,2,0,6,84.9381
13,3,10,3,3,488.333,2,0,3,2,2,0,15,84.3865
11,3,9,5,4,430.295,2,1,3,2,3,0,14,83.7816
12,3,13,6,3,473.551,1,1,3,2,3,0,21,84.2898
4,6,8,5,4,257.182,2,1,0,1,1,0,6,85.899
3,7,16,5,5,261.17,1,2,0,3,0,0,5,86.2131
5,6,15,6,6,272.196,3,1,0,2,0,0,6,78.4543
3,3,0,1,0,145.092,2,1,0,1,2,0,3,90.8318
3,3,1,1,2,133.081,0,0,0,0,1,0,2,91.216
2,4,2,1,3,151.076,0,1,1,0,1,0,2,91.6116
11,13,23,14,8,930.753,4,7,0,4,1,0,38,77.5568
12,5,5,3,3,367.295,0,2,0,2,0,0,10,75.4772
10,5,13,1,4,321.219,1,0,0,3,0,0,3,78.7705
6,4,5,0,0,291.043,3,0,0,1,2,0,6,83.7311
10,10,14,5,9,586.271,3,0,0,3,2,0,21,84.5712
10,6,17,5,5,451.367,2,3,0,2,1,0,16,84.3548
11,2,9,1,1,398.038,0,1,0,2,2,0,5,69.3891
9,1,7,1,1,317.533,0,0,0,0,2,0,5,85.5065
11,3,12,2,2,346.299,2,1,0,2,1,0,7,75.672
2,5,6,6,3,286.2,2,3,0,1,2,0,13,89.3006
11,6,8,1,5,378.232,1,0,0,4,1,0,7,82.3198
11,6,10,1,3,378.232,2,1,1,4,1,0,7,82.1284
4,9,12,5,5,427.286,2,2,0,4,2,0,11,85.0876
5,9,13,5,5,437.304,3,1,0,2,2,0,12,82.6127
7,9,7,5,4,437.304,4,1,0,3,2,0,12,83.3247
11,13,28,15,9,793.57,5,4,0,5,1,0,34,78.5319
5,3,9,2,2,230.199,2,0,0,1,1,0,5,89.7292
4,3,9,2,2,230.199,2,0,0,2,2,0,5,92.2373
8,7,12,3,3,337.2,2,1,0,3,1,0,6,82.9982
2,13,11,4,5,416.114,5,0,0,1,1,0,9,86.0247
5,23,22,4,8,786.176,6,2,2,3,0,0,16,79.272
2,13,12,4,4,416.114,4,2,1,1,0,0,9,86.2346
3,13,11,3,6,415.106,5,1,1,4,1,0,8,85.3592
9,28,18,8,12,895.2,9,1,2,3,1,0,22,80.8795
8,2,9,0,0,272.213,2,0,0,2,3,0,7,86.2661
5,1,0,1,2,328.784,0,0,0,1,2,0,1,89.5329
6,2,4,2,0,319.955,1,1,0,1,2,0,3,86.1044
5,3,6,0,1,144.084,1,0,0,0,0,0,2,85.1868
5,3,6,1,0,305.223,1,0,1,1,1,0,6,88.7344
17,8,28,12,10,620.483,0,4,0,3,0,0,28,80.3128
11,8,19,2,5,565.291,1,0,1,3,0,0,22,82.3359
11,9,15,2,4,531.282,2,0,0,3,3,0,22,82.3633
8,14,20,4,4,651.323,4,1,0,4,1,0,23,78.1958
5,8,12,5,7,355.215,2,1,0,3,0,0,15,85.635
10,8,16,4,7,514.401,1,0,0,3,0,0,15,78.4034
18,9,18,2,6,600.449,1,1,0,5,0,0,16,76.2812
1,2,0,1,2,81.0495,0,0,0,1,2,0,3,93.6841
10,6,14,0,1,398.26,1,0,1,6,3,0,0,74.7804
21,13,23,3,3,837.568,0,1,0,5,1,0,9,55.621
3,9,11,4,4,337.142,2,3,2,3,2,0,7,84.619
1,10,15,5,4,354.149,4,2,1,4,2,0,7,81.3827
6,10,15,5,5,354.149,3,1,1,3,1,0,7,79.0829
6,4,16,4,2,769.814,1,1,0,5,0,0,7,88.2187
6,4,16,1,1,293.209,3,1,0,6,0,0,5,89.9684
0,2,5,0,2,248.191,0,0,0,2,2,0,15,100
9,3,23,0,2,478.163,1,0,2,5,0,0,9,81.6672
3,4,11,1,3,378.333,2,0,1,6,1,0,5,96.2632
4,5,13,1,3,385.352,2,0,1,5,1,0,6,93.8535
1,4,1,2,5,162.099,0,0,0,2,1,0,4,99.0524
0,4,0,0,3,174.09,0,0,0,0,2,0,3,98.4361
1,2,0,0,2,136.128,0,0,1,1,3,0,2,98.4811
7,1,15,4,3,228.205,0,1,0,3,0,0,1,88.2252
11,2,18,6,0,454.394,0,5,0,5,1,1,15,86.3812
7,1,15,2,1,281.675,1,1,0,5,0,0,2,91.0348
0,3,8,10,4,258.232,3,6,0,3,3,0,15,100
2,4,21,11,10,361.311,1,4,0,4,2,0,20,97.8346
1,4,17,11,5,361.311,3,7,0,4,1,0,21,99.0748
0,7,5,5,8,185.114,0,2,0,1,0,1,6,98.5816
0,16,21,10,6,506.287,7,6,0,5,3,1,17,94.3817
7,29,46,20,16,926.544,11,9,0,8,2,0,34,86.857
0,7,8,5,7,185.114,0,2,0,2,0,0,6,97.9702
0,5,7,4,5,192.128,1,2,0,2,1,0,5,98.7528
1,5,14,4,4,288.214,2,2,1,3,1,1,8,97.8807
2,9,11,6,8,296.166,1,5,0,4,1,2,11,98.7746
4,7,18,7,5,279.182,2,2,0,1,0,0,10,93.1846
3,7,23,9,3,321.222,3,6,0,5,0,0,12,94.1943
1,5,1,5,5,155.108,2,2,0,2,0,0,5,98.5094
0,6,7,6,4,186.122,2,5,0,3,2,0,6,98.6794
1,5,12,4,2,288.214,3,4,1,5,2,1,8,97.9076
2,10,16,1,3,375.103,4,0,0,5,0,0,7,92.2083
1,6,5,4,7,239.101,2,1,0,2,1,0,6,98.8769
1,10,13,1,6,339.071,2,0,1,4,0,0,7,92.5959
12,3,22,5,3,524.416,1,2,0,4,1,0,18,82.7806
7,14,43,12,6,840.579,9,3,0,13,0,0,37,89.7932
11,9,29,5,5,609.461,4,1,0,6,0,0,24,83.2238
1,9,7,2,7,408.179,4,0,1,3,0,0,9,96.4868
1,9,9,2,8,408.179,3,0,2,3,0,0,9,96.4051
1,9,8,2,7,408.179,4,0,2,3,0,0,9,96.2238
0,4,0,0,3,112.04,1,0,0,0,1,0,2,98.5138
1,2,0,0,2,140.095,0,0,0,1,1,0,3,98.2378
1,2,0,0,2,140.095,0,0,0,1,1,0,3,98.23
2,3,6,3,2,199.146,2,1,0,3,0,0,3,94.1956
3,3,14,6,4,282.28,1,2,1,3,0,0,5,94.9437
1,2,2,3,2,157.129,1,1,0,1,0,0,1,98.7381
4,2,14,2,0,289.655,1,2,1,3,0,0,5,86.13
14,9,27,2,2,548.403,4,0,0,7,1,0,11,83.6539
8,2,19,2,0,385.162,1,2,0,4,0,0,6,87.9003
0,3,3,3,4,245.192,0,2,0,4,0,0,8,100
0,3,11,3,5,293.235,0,1,1,4,1,0,8,100
8,5,21,4,5,474.366,2,1,0,5,0,0,13,94.5395
1,2,0,0,2,124.117,0,0,1,2,2,0,1,97.8386
0,4,5,1,4,310.713,1,0,1,3,1,1,4,100
0,7,10,2,4,336.277,3,1,1,4,1,0,6,98.3147
0,2,5,4,3,230.201,0,3,0,2,1,0,5,100
7,3,18,3,1,429.226,1,1,0,5,0,0,8,84.0513
11,7,24,4,4,452.33,3,0,0,5,0,0,10,84.5034
8,13,31,15,8,773.538,8,6,0,8,1,1,33,86.3588
10,12,53,19,11,907.694,7,4,0,7,1,0,42,85.5612
12,12,56,12,9,896.647,6,2,0,9,0,0,34,82.0425
2,6,12,2,1,268.158,4,1,0,4,0,0,3,94.9813
2,3,14,1,1,281.201,1,1,1,4,0,0,2,93.7332
3,1,11,1,1,470.74,1,0,1,5,0,0,1,85.7667
2,6,8,0,2,246.176,3,0,1,3,0,0,4,95.1995
7,9,21,3,4,513.327,5,2,0,6,0,0,19,88.798
11,10,28,2,4,684.458,4,0,0,10,2,0,18,84.235
7,5,21,8,4,480.387,3,5,0,6,2,0,21,91.7868
12,11,45,10,3,848.629,5,7,0,13,1,1,33,85.7435
11,9,23,7,7,629.447,4,2,0,9,2,1,29,86.9148
9,9,22,3,1,568.322,6,1,0,4,0,0,20,88.0298
10,5,25,5,2,467.317,2,2,2,5,0,0,19,78.3617
8,9,38,4,3,595.348,5,1,0,3,0,0,12,83.9251
0,8,2,3,4,296.11,4,3,1,2,0,1,6,100
1,8,1,2,6,297.094,3,1,1,1,1,1,5,99.696
0,8,2,3,5,296.11,4,1,1,1,1,1,6,99.5523
2,2,2,5,5,137.116,0,2,0,1,0,1,6,98.141
6,5,20,4,2,450.338,3,3,0,5,2,0,14,88.4921
10,7,21,3,2,488.281,4,1,0,7,0,0,16,87.6203
1,7,5,7,7,253.165,2,4,0,1,3,1,7,99.5643
0,9,8,8,6,284.179,5,5,0,3,1,0,8,99.3422
1,6,6,6,5,236.158,2,4,0,4,1,0,6,99.0512
0,8,2,2,5,292.036,4,1,1,3,0,0,9,100
0,7,4,3,6,246.071,1,1,0,2,1,0,8,98.7911
1,8,3,1,8,246.048,0,0,1,1,0,0,7,98.7287
1,3,1,1,4,157.102,0,0,0,1,1,0,4,98.5845
5,8,18,2,3,441.223,4,1,1,4,0,0,14,90.9674
6,8,20,2,3,549.319,4,0,0,4,0,0,17,91.3623
0,4,8,3,1,233.185,4,2,0,1,0,0,4,99.81
0,16,15,4,8,495.086,7,2,1,5,0,0,11,97.0578
0,5,7,3,6,319.278,2,0,2,1,2,0,5,99.647
1,1,7,4,2,202.191,1,1,0,1,1,0,2,98.4621
9,6,24,5,4,429.32,4,1,1,5,1,0,6,84.8697
8,8,18,2,1,537.202,7,2,4,8,5,0,10,91.2238
4,4,18,2,0,316.249,2,0,0,6,0,0,6,87.8795
3,3,19,3,2,315.264,0,1,0,5,0,0,6,89.0817
6,5,27,3,1,459.348,5,2,1,5,1,0,3,90.8263
0,8,11,7,8,371.307,4,2,2,5,2,0,11,99.9188
2,2,7,4,2,263.082,2,1,0,3,1,0,3,94.9595
2,3,11,2,2,335.702,2,0,0,6,2,0,7,97.2024
1,2,0,3,3,121.093,0,2,0,0,0,0,2,98.4633
1,2,3,4,4,100.076,0,2,0,0,1,0,1,95.987
0,4,2,1,4,254.026,1,0,0,1,0,0,2,98.6269
3,3,0,2,2,134.096,2,1,0,2,0,0,0,97.1451
0,6,3,3,4,326.132,3,2,2,2,1,0,7,100
0,5,3,7,6,259.197,2,2,0,0,2,0,5,99.9223
1,4,2,4,6,180.118,2,0,0,1,1,0,4,99.2227
0,4,1,4,4,230.156,1,3,0,2,0,1,4,100
1,4,2,4,5,180.118,2,1,0,1,0,0,4,99.0842
4,3,14,1,3,361.284,0,0,0,5,1,0,4,93.748
7,4,16,1,2,375.291,2,1,0,6,0,0,4,92.4687
4,3,15,0,3,336.255,0,0,0,6,1,0,4,95.1551
4,5,10,0,1,254.198,3,0,0,3,0,0,3,89.3732
4,9,13,1,7,409.263,1,1,0,6,0,0,10,92.0133
1,11,20,2,6,476.309,3,2,1,5,2,0,14,96.6641
0,0,1,4,3,116.12,0,0,0,0,1,0,2,96.0547
9,3,19,6,4,322.276,2,0,0,3,0,0,6,86.2869
4,3,16,9,4,399.364,3,1,0,4,2,0,9,83.7387
0,3,2,2,3,242.185,1,0,0,3,3,0,4,100
8,3,13,2,2,254.196,1,0,0,4,0,0,4,90.8305
7,6,21,1,1,487.398,2,0,0,7,0,0,9,77.2386
2,1,3,4,3,106.105,0,1,0,0,3,0,3,97.6483
0,5,3,2,4,296.234,2,1,0,6,1,1,3,100
3,3,12,3,4,353.31,1,1,1,6,2,0,8,95.1265
3,4,15,4,2,370.299,4,1,0,5,3,0,7,92.4102
8,4,18,4,1,447.854,1,2,0,4,0,0,6,85.557
10,7,20,2,1,550.717,6,0,1,7,1,0,10,85.1236
3,5,13,3,2,399.382,4,1,1,6,1,0,11,93.4376
5,3,18,11,6,431.382,2,4,0,5,3,0,24,91.9261
12,5,28,2,0,659.491,4,0,1,7,3,1,20,86.4948
5,3,15,7,3,311.277,3,3,0,2,2,0,5,94.8066
3,5,13,5,1,398.28,4,4,1,4,3,0,10,97.8703
12,8,33,10,6,518.393,3,3,0,6,0,0,14,80.2619
0,9,1,3,6,314.102,3,0,1,2,0,0,6,99.6554
0,10,4,4,5,355.134,5,4,0,3,0,2,6,100
2,10,17,3,2,330.101,4,2,0,4,0,0,6,88.083
0,7,1,1,5,180.01,2,1,0,1,0,0,5,98.9626
0,6,0,0,5,150.992,0,0,0,0,1,0,3,97.7978
0,6,2,2,6,167.014,1,0,1,1,0,0,5,98.3161
0,0,0,4,2,116.12,0,1,0,1,1,0,2,96.0811
0,0,2,4,3,116.12,0,0,0,0,1,0,2,95.4027
14,5,16,0,0,471.81,3,0,1,7,0,0,5,80.9762
4,0,10,3,2,137.137,0,1,0,3,0,0,5,94.5964
9,5,23,6,4,414.35,2,0,0,6,1,0,12,83.8944
9,1,18,6,4,316.292,1,1,0,3,0,0,5,87.3946
1,3,3,3,5,133.111,1,0,0,1,2,0,1,98.1427
3,5,19,4,3,284.25,3,2,1,5,0,0,6,91.0805
0,4,6,4,2,278.269,4,2,1,1,4,1,6,100
11,3,24,3,2,488.333,2,0,3,4,0,0,15,81.0488
7,3,22,5,3,430.295,1,1,0,4,0,0,14,84.5786
10,3,29,6,3,443.314,0,2,3,5,0,0,17,81.975
0,6,3,5,5,257.182,3,2,0,2,0,0,6,99.9222
0,7,3,5,6,261.17,2,2,0,0,0,0,5,99.8974
0,6,3,6,8,282.275,1,0,0,3,1,2,7,99.8208
0,3,1,1,2,145.092,0,1,0,2,2,0,3,98.3596
0,3,0,1,2,133.081,1,1,0,2,0,0,2,95.5875
1,4,0,1,3,151.076,2,0,0,1,0,0,2,96.3077
11,13,42,14,7,930.753,4,6,1,9,4,2,38,86.3755
10,5,23,3,2,367.295,1,2,0,4,0,0,10,80.5919
7,5,20,1,1,321.219,1,1,0,4,1,0,3,90.0382
1,4,7,0,1,291.043,2,0,0,2,0,1,6,98.7568
6,10,23,5,7,586.271,2,3,1,7,0,0,21,92.7114
8,6,26,5,3,451.367,2,3,1,4,0,0,16,84.3791
1,2,9,1,0,398.038,2,1,1,6,3,1,5,97.7339
1,1,7,1,0,317.533,1,1,0,4,3,2,5,98.2862
8,3,16,2,1,346.299,1,2,0,6,0,0,7,91.3988
2,5,12,6,4,286.2,3,2,0,4,2,1,13,95.4908
4,6,16,1,1,378.232,2,1,0,5,0,0,7,82.6782
4,6,14,1,3,378.232,2,1,0,5,0,1,7,94.4381
1,9,19,5,6,427.286,3,2,0,3,2,0,11,94.437
2,9,13,5,5,437.304,3,2,0,5,0,0,12,93.3759
3,9,18,5,6,437.304,2,2,0,6,1,0,12,94.4627
10,13,41,15,8,793.57,4,5,0,9,0,0,34,80.1493
3,3,8,2,4,230.199,0,0,1,3,0,0,5,91.4937
2,3,7,2,4,230.199,0,0,1,3,0,0,5,91.816
1,7,16,3,3,337.2,4,1,0,4,0,0,6,96.2768
0,13,10,4,5,416.114,8,3,1,4,1,0,9,98.3359
5,23,38,4,10,786.176,11,0,2,11,3,1,16,93.1311
2,13,13,4,7,416.114,6,0,1,5,0,0,9,94.421
3,13,19,3,5,415.106,5,1,1,4,0,0,8,89.0449
8,28,33,8,11,895.2,14,1,1,9,2,0,22,86.7719
4,2,12,0,2,272.213,0,0,0,4,1,0,8,95.3753
1,1,2,1,1,328.784,0,0,0,1,1,0,1,96.6574
5,2,11,2,0,319.955,0,1,0,4,0,0,3,92.8636
0,3,0,0,2,144.084,1,0,0,2,0,0,2,95.8883
6,3,19,1,1,305.223,2,0,1,4,0,0,6,87.3114
13,8,34,12,11,620.483,3,4,0,7,1,0,28,86.7783
7,8,22,2,4,565.291,4,2,3,9,1,0,22,91.3837
9,9,23,2,3,531.282,4,2,1,7,1,0,22,81.4442
5,14,26,4,3,651.323,8,2,1,7,0,1,23,86.9929
0,8,9,5,5,355.215,3,5,0,2,1,2,15,100
8,8,26,4,3,514.401,2,0,1,6,0,0,15,79.9596
10,9,29,2,3,600.449,4,2,0,8,2,0,16,88.6828
1,2,1,1,2,81.0495,0,1,0,1,1,0,3,96.4811
12,6,19,0,0,398.26,3,0,0,7,0,0,0,74.3986
15,13,46,3,2,837.568,4,1,0,10,2,0,9,79.1051
0,9,8,4,6,337.142,4,3,2,4,2,1,7,100
0,10,6,5,4,354.149,7,4,0,4,3,1,7,100
0,10,5,5,5,354.149,6,4,1,4,1,0,7,100
4,4,17,4,3,769.814,2,3,0,4,1,0,7,92.0618
4,4,18,1,3,293.209,1,1,0,3,1,0,5,90.3319
5,2,15,0,1,248.191,0,0,0,3,1,0,15,88.748
7,3,21,0,2,478.163,1,0,1,4,2,0,9,91.2996
3,4,14,1,1,378.333,0,0,2,3,2,0,5,89.308
6,5,16,1,2,385.352,1,0,1,5,0,0,6,88.5792
0,4,7,2,3,162.099,2,1,0,0,0,0,4,100
0,4,9,0,2,174.09,1,0,1,1,0,0,3,95.0262
0,2,5,0,1,136.128,1,0,1,0,0,0,2,100
7,1,13,4,0,228.205,0,1,0,2,1,0,1,86.799
7,2,31,6,3,454.394,0,4,0,2,2,0,15,91.4097
3,1,16,2,1,281.675,1,1,0,2,0,0,2,89.6671
3,3,16,10,6,258.232,1,5,0,1,2,0,15,92.4413
1,4,21,11,5,361.311,1,5,0,2,2,0,20,90.9526
6,4,24,11,7,361.311,1,5,0,2,2,0,21,90.5266
1,7,11,5,6,185.114,2,2,0,1,0,0,6,95.8888
2,16,30,10,11,506.287,5,2,0,3,0,0,17,90.6284
4,29,76,20,18,926.544,11,6,0,3,0,0,34,94.2322
3,7,13,5,6,185.114,1,2,0,1,0,0,6,88.3404
1,5,11,4,5,192.128,1,1,1,1,0,0,5,95.8823
3,5,17,4,5,288.214,0,1,1,2,1,0,8,90.97
5,9,16,6,6,296.166,0,3,0,2,0,0,11,87.6791
2,7,18,7,8,279.182,2,3,0,0,0,0,10,93.367
1,7,17,9,4,321.222,2,3,0,3,0,0,12,90.5013
0,5,8,5,4,155.108,2,2,0,0,0,0,5,95.5596
3,6,14,6,6,186.122,0,1,0,1,0,0,6,87.6678
3,5,15,4,2,288.214,1,2,1,3,1,0,8,90.6455
5,10,20,1,5,375.103,5,0,1,3,1,0,7,90.2071
1,6,16,4,4,239.101,3,3,1,0,0,0,6,93.7651
4,10,14,1,3,339.071,4,1,1,3,0,0,7,90.7915
7,3,36,5,2,524.416,2,4,0,3,2,0,18,92.9328
5,14,26,12,6,840.579,7,0,0,14,2,0,37,89.3764
6,9,39,5,6,609.461,4,3,0,2,0,0,24,92.6839
