X1_number_of_ligand_nonh_atoms,X2_total_sum_hphob_hphob,X3_total_diff_hphob_hphob,X4_total_diff_hphob_hphil,X5_total_sum_hphil_hphil,X6_total_diff_hphil_hphil,X7_number_of_salt_bridges,X8_number_of_hbonds,X9_number_of_unsat_polar,X10_number_of_unsat_charge,X11_ratio_of_interfacial_ligand_heavy_atoms,X12_number_of_interfacial_ligand_atoms,X13_number_of_exposed_hydro_ligand_atoms,X14_number_of_ligand_flexible_bonds,X15_number_of_all_interfacial_flexible_bonds,X16_total_avg_hphob_hphob,X17_old_slide_total_sum_hphob_hphob,X18_number_of_flexible_interfacial_ligand_bonds,X19_total_hphob_comp,X20_total_hphob_hphob_comp,X21_contact_hphob_hphob,X22_contact_hphil_hphil,X23_contact_hphob_hphil,X24_total_target_hphob_hphob,X25_increase_hphob_environ,X26_total_target_hydro,X27_norm_target_hphob_hphob,X28_total_target_hphob_contact,X29_norm_target_hphob_contact,X30_total_ligand_hydro,X31_hphob_score,X32_polar_score,X33_unsat_polar_score,X34_contact_hphob_hphob,X35_number_of_hbonds,X36_number_of_salt_bridges,X37_number_of_metal_ligand_bonds,X38_number_of_interfacial_unsatisfied_polar_atoms,X39_number_of_interfacial_unsatisfied_charged_atoms,X40_buried_carbons,Y1_orientation_score,Y2_affinity_score_by_no_of_lig_heavy_atoms,Y3_affinity_score
9,-3.172,0.534,30.321,8.544,3.674,4,8,3,1,1,9,0,5,21,-0.396,3.576,3,5.098,1.925,16,33,69,-2.862,9.388,18.975,-3.242,-3.294,-5.379,2.058,-0.46,-0.996,0.536,16,8,4,0,3,1,1,-7.71,-0.102,-6.138
10,-2,0.412,27.249,8.747,3.326,0,6,6,0,1,10,0,6,29,-0.398,7.824,4,6.051,1.946,10,31,65,-1.69,10.001,21.708,-2.275,-3.648,-5.633,2.343,-0.465,-0.498,0.804,10,6,0,0,6,0,1,-6.605,-0.016,-5.377
9,-7.685,1.496,15.308,2.464,1.429,0,6,3,0,1,9,0,0,16,-1.422,5.146,0,6.855,6.809,38,7,42,-6.6,8.261,15.422,-7.858,-0.406,-2.162,4.455,-1.627,-0.498,0.402,38,6,0,0,3,0,1,-6.866,-0.191,-6.941
9,-7.609,1.42,14.199,2.464,1.429,0,6,3,0,1,9,0,0,15,-1.409,6.157,0,6.961,6.829,38,7,40,-6.524,8.264,15.407,-7.403,-1.137,-2.595,4.455,-1.632,-0.498,0.402,38,6,0,0,3,0,1,-6.865,-0.192,-6.946
34,-42.731,10.766,62.994,8.861,3.197,0,1,15,1,1,34,0,3,36,-4.867,36.293,3,26.601,25.196,231,31,167,-38.701,30.097,45.746,-38.403,-18.105,-17.234,16.203,-6.022,-0.083,2.144,231,1,0,0,15,1,1,-12.21,-0.116,-9.179
11,-12.226,2.564,18.72,1.539,0.85,2,2,5,0,1,11,0,5,28,-1.979,8.426,5,8.4,9.694,62,6,50,-10.676,9.447,21.257,-13.003,-1.546,-4.031,5.835,-2.317,-0.332,0.67,62,2,2,0,5,0,1,-7.396,-0.18,-7.197
30,-31.985,8.052,76.115,12.961,5.842,0,9,15,0,1,30,0,10,46,-4.071,18.716,8,21.766,20.367,166,46,194,-28.73,33.621,51.61,-29.143,-10.081,-12.221,13.32,-4.868,-0.747,2.01,166,9,0,0,15,0,1,-12.584,-0.12,-8.823
25,-33.882,9.236,43.11,3.276,1.353,0,1,12,0,1,25,0,1,34,-4.085,27.301,1,19.811,20.383,179,9,120,-30.627,23.727,41.251,-30.293,-15.835,-17.481,12.615,-4.871,-0.083,1.608,179,1,0,0,12,0,1,-10.739,-0.134,-8.564
10,-4.308,0.793,16.673,5.235,2.93,0,5,6,0,1,10,0,0,18,-1.08,3.898,0,7.434,4.833,20,18,48,-3.533,10.546,11.861,-4.119,1.372,0.058,4.2,-1.155,-0.415,0.804,20,5,0,0,6,0,1,-6.046,-0.077,-5.984
20,-20.162,4.359,45.351,6.97,2.966,0,7,11,0,1,20,0,6,35,-2.576,13.727,5,14.463,12.554,102,24,119,-18.147,21.843,35.567,-19.612,-8.499,-12.366,8.67,-3.001,-0.581,1.474,102,7,0,0,11,0,1,-9.756,-0.105,-7.326
20,-21.369,4.989,41.259,6.758,3.42,0,4,10,0,1,20,0,6,34,-2.815,15.012,5,15.241,13.47,108,25,111,-19.199,21.261,35.084,-21.137,-6.812,-10.881,9.3,-3.219,-0.332,1.34,108,4,0,0,10,0,1,-9.297,-0.111,-7.429
37,-45.273,13.158,71.684,11.801,5.392,0,8,18,1,1,37,0,15,51,-4.98,29.373,10,28.986,26.251,250,43,190,-41.088,35.911,53.364,-42.704,-19.436,-22.452,17.394,-6.274,-0.664,2.546,250,8,0,0,18,1,1,-14.434,-0.119,-9.61
32,-39.964,9.858,73.896,11.884,5.94,0,8,14,0,1,32,0,12,53,-4.301,21.285,10,24.519,21.157,206,48,206,-36.554,42.466,52.706,-35.726,-14.582,-15.939,14.619,-5.057,-0.664,1.876,206,8,0,0,14,0,1,-13.382,-0.12,-9.063
33,-38.964,10.741,63.656,13.211,6.335,1,10,14,0,1,33,0,17,50,-4.314,30.595,13,26.019,22.389,212,48,172,-35.399,33.909,51.839,-34.316,-16.799,-19.307,15.174,-5.351,-0.913,1.876,212,10,1,0,14,0,1,-14.034,-0.133,-9.606
19,-13.277,3.092,41.853,9.454,4.245,0,11,8,0,1,19,0,5,31,-2.193,10.54,5,13.311,10.717,68,33,106,-11.572,18.557,31.186,-13.794,-4.895,-8.182,7.665,-2.561,-0.913,1.072,68,11,0,0,8,0,1,-9.462,-0.126,-7.62
19,-13.848,2.661,47.652,11.584,4.943,0,6,14,1,1,19,0,5,33,-2.007,10.237,5,13.208,9.651,69,40,121,-12.298,20.87,30.673,-14.021,-5.376,-8.463,7.215,-2.307,-0.498,2.01,69,6,0,0,14,1,1,-8.509,-0.042,-6.013
20,-13.84,2.995,42.786,11.84,5.181,0,11,7,0,1,20,0,6,31,-2.253,12.203,5,14.67,10.601,68,40,111,-12.135,20.495,32.577,-13.534,-5.471,-9.417,7.95,-2.534,-0.913,0.938,68,11,0,0,7,0,1,-9.547,-0.125,-7.727
11,-9.287,1.648,23.681,4.36,1.348,2,6,4,0,1,11,0,3,27,-1.584,7.899,3,7.713,7.813,47,15,55,-8.047,7.567,20.424,-9.804,-2.112,-5.779,4.755,-1.867,-0.664,0.536,47,6,2,0,4,0,1,-7.756,-0.181,-7.213
10,-7.793,1.448,22.931,4.341,1.452,4,3,5,0,1,10,0,1,20,-1.44,4.8,1,6.733,6.79,38,16,53,-6.708,7.157,17.564,-7.796,-0.232,-1.557,4.2,-1.623,-0.581,0.67,38,3,4,0,5,0,1,-7.185,-0.153,-6.752
11,-5.98,1.12,26.211,6.032,2.264,0,5,3,0,1,11,0,1,24,-1.2,4.256,1,7.108,5.901,30,21,62,-5.05,8.673,20.172,-5.773,-0.68,-0.605,4.035,-1.41,-0.415,0.402,30,5,0,0,3,0,1,-6.782,-0.129,-6.641
67,-77.581,23.618,164.132,29.103,12.855,0,6,32,5,1,67,0,34,92,-7.897,52.273,30,49.934,41.77,426,108,449,-70.916,88.12,91.714,-66.202,-37.51,-32.508,28.545,-9.983,-0.498,4.958,426,6,0,0,32,5,1,-20.444,-0.082,-10.741
29,-41.202,10.056,68.417,6.002,2.779,3,1,15,1,1,29,0,8,47,-4.603,20.552,8,21.798,22.025,205,23,182,-37.637,33.972,46.584,-36.995,-11.616,-13.78,14.115,-5.264,-0.332,2.144,205,1,3,0,15,1,1,-12.23,-0.119,-8.67
25,-30.198,7.509,59.078,7.386,3.171,0,6,9,1,1,25,0,0,33,-3.96,17.687,0,18.124,19.343,153,28,141,-27.098,20.502,40.097,-29.059,-10.464,-11.767,11.625,-4.623,-0.498,1.34,153,6,0,0,9,1,1,-11.016,-0.151,-8.999
19,-17.94,4.042,42.53,8.173,2.605,0,8,9,1,1,19,0,5,31,-2.593,11.19,4,13.688,12.638,91,26,108,-15.925,18.091,33.316,-17.181,-4.423,-6.574,8.271,-3.02,-0.664,1.34,91,8,0,0,9,1,1,-9.554,-0.123,-7.562
39,-40.989,10.836,94.247,18.674,8.2,1,12,15,0,1,39,0,19,59,-4.461,34.551,18,28.26,23.238,221,69,232,-37.269,36.458,59.565,-37.238,-20.342,-21.965,15.861,-5.554,-1.079,2.01,221,12,1,0,15,0,1,-15.09,-0.119,-9.841
33,-35.714,10.135,66.233,11.395,3.816,0,3,17,2,1,33,0,14,47,-4.404,31.521,14,24.892,23.392,197,38,159,-31.994,23.284,46.072,-32.262,-14.54,-18.415,14.805,-5.591,-0.249,2.546,197,3,0,0,17,2,1,-11.825,-0.1,-8.512
21,-20.941,5.184,43.617,8.065,3.977,0,3,11,0,1,21,0,8,32,-3.036,15.037,4,15.864,14.493,106,27,122,-18.616,25.833,38.82,-19.627,-7.285,-7.775,9.774,-3.464,-0.249,1.474,106,3,0,0,11,0,1,-9.29,-0.107,-7.457
20,-23.39,5.534,40.273,6.327,3.469,0,2,16,0,1,20,0,7,33,-2.969,12.571,4,15.485,14.473,119,25,112,-21.065,22.965,36.556,-23.976,-5.413,-6.192,9.669,-3.459,-0.166,2.144,119,2,0,0,16,0,1,-9.262,-0.074,-6.699
28,-38.798,9.289,57.614,4.811,2.642,2,3,13,1,1,28,0,5,41,-4.862,20.133,5,21.891,23.04,193,17,164,-35.078,34.229,43.967,-36.835,-9.899,-14.808,14.46,-5.507,-0.415,1.876,193,3,2,0,13,1,1,-11.983,-0.144,-9.264
21,-17.261,4.086,56.339,12.908,6.822,0,8,12,0,1,21,0,12,43,-2.432,13.632,9,14.828,11.567,87,53,140,-15.401,24.291,40.119,-16.465,-7.869,-11.836,8.325,-2.765,-0.664,1.608,87,8,0,0,12,0,1,-9.877,-0.087,-7.039
26,-25.539,7.966,48.827,8.157,3.833,2,6,12,2,1,26,0,11,39,-3.208,20.671,6,18.957,17.482,145,32,115,-22.749,15.984,41.151,-22.883,-11.655,-13.607,11.223,-4.178,-0.664,1.876,145,6,2,0,12,2,1,-11.274,-0.114,-8.184
26,-26.432,7.883,47.543,8.081,3.515,2,7,11,2,1,26,0,11,38,-3.217,22.664,6,19.274,17.499,149,29,112,-23.642,15.485,40.122,-24.598,-11.587,-13.707,11.223,-4.182,-0.747,1.742,149,7,2,0,11,2,1,-11.492,-0.123,-8.405
32,-32.87,8.785,74.806,17.395,7.463,2,8,12,3,1,32,0,7,41,-3.666,23.008,7,23.955,18.368,170,67,199,-29.925,37.43,46.532,-31.277,-13.696,-20.082,13.17,-4.39,-0.83,2.01,170,8,2,0,12,3,1,-12.555,-0.1,-8.428
33,-34.022,9.08,75.758,17.064,7.586,0,10,13,2,1,33,0,8,42,-3.868,22.358,7,24.864,19.289,176,65,203,-30.922,39.248,46.104,-32.626,-14.262,-21.394,13.905,-4.61,-0.83,2.01,176,10,0,0,13,2,1,-12.667,-0.104,-8.648
33,-34.645,8.036,87.421,17.201,9.255,1,9,12,2,1,33,0,8,45,-3.982,22.757,7,24.615,19.2,175,69,227,-31.545,41.725,48.763,-31.88,-16.725,-17.849,13.905,-4.589,-0.83,1.876,175,9,1,0,12,2,1,-12.807,-0.107,-8.761
59,-65.087,17.761,138.534,33.736,14.404,3,8,27,3,1,59,0,27,77,-6.721,41.683,26,44.181,35.033,354,123,364,-59.507,66.35,74.51,-57.653,-24.21,-28.243,24.375,-8.373,-0.913,4.02,354,8,3,0,27,3,1,-18.683,-0.089,-10.484
16,-14.789,3.337,32.75,5.798,2.042,4,6,6,0,1,16,0,5,35,-2.196,15.129,5,11.803,10.666,75,19,81,-13.084,12.872,28.825,-15.03,-5.74,-9.792,6.99,-2.549,-0.83,0.804,75,6,4,0,6,0,1,-9.29,-0.161,-7.793
16,-14.844,3.317,32.585,6.198,2.327,4,5,7,0,1,16,0,5,35,-2.157,16.316,5,11.94,10.691,76,20,80,-13.139,12.482,28.825,-15.432,-5.405,-9.322,6.99,-2.555,-0.747,0.938,76,5,4,0,7,0,1,-9.124,-0.148,-7.582
25,-24.087,5.908,72.181,13.408,5.724,0,11,13,0,1,25,0,6,43,-3.031,16.612,6,17.137,14.466,122,48,174,-21.762,26.666,41.071,-21.197,-10.427,-12.927,9.915,-3.457,-0.913,1.742,122,11,0,0,13,0,1,-11.307,-0.105,-7.846
27,-14.176,3.428,71.527,22.675,9.51,4,11,8,3,1,27,0,11,41,-1.924,12.076,8,18.46,9.759,74,79,180,-12.626,30.822,41.39,-14.216,-7.573,-11.791,8.661,-2.332,-1.245,1.474,74,11,4,0,8,3,1,-10.979,-0.078,-7.321
51,-31.42,9.025,143.565,42.076,18.047,5,10,24,4,1,51,0,22,66,-3.606,25.351,15,34.626,19.658,175,158,366,-28.32,62.819,67.148,-28.393,-13.953,-18.598,16.467,-4.698,-1.245,3.752,175,10,5,0,24,4,1,-14.873,-0.043,-7.409
27,-13.313,3.215,74.556,20.73,9.606,5,11,9,2,1,27,0,11,41,-1.973,13.3,8,18.046,9.677,68,78,185,-11.763,31.24,42.756,-12.565,-10.321,-14.13,8.661,-2.313,-1.328,1.474,68,11,5,0,9,2,1,-11.113,-0.08,-7.385
27,-13.758,3.085,73.387,23.882,8.597,0,14,8,2,1,27,0,11,43,-1.936,14.795,7,18.521,9.733,71,80,184,-12.208,31.816,43.022,-13.016,-8.856,-12.016,8.661,-2.326,-1.162,1.34,71,14,0,0,8,2,1,-10.82,-0.08,-7.366
57,-32.701,9.385,185.766,51.407,25.543,4,18,16,8,1,57,0,25,78,-3.695,29.246,20,38.06,19.601,178,206,470,-29.601,82.71,77.915,-30.623,-28.329,-35.682,17.85,-4.685,-1.826,3.216,178,18,4,0,16,8,1,-16.922,-0.058,-8.513
22,-29.727,7.271,41.874,3.216,1.68,5,4,11,1,1,22,0,11,38,-3.874,19.775,6,16.971,19.38,154,14,105,-26.627,16.948,40.768,-27.999,-8.046,-10.97,11.31,-4.632,-0.747,1.608,154,4,5,0,11,1,1,-11.647,-0.171,-8.989
10,-6.43,1.193,17.706,5.105,3.344,0,2,6,0,1,10,0,1,21,-1.261,4.922,1,7.546,5.805,31,19,50,-5.5,10.488,18.899,-6.422,-0.469,-1.96,4.389,-1.387,-0.166,0.804,31,2,0,0,6,0,1,-6.161,-0.075,-5.967
18,-14.406,2.972,40.819,8.641,4.677,0,8,6,0,1,18,0,2,31,-2.538,12.886,2,13.347,11.551,70,33,111,-12.546,22.924,34.358,-14.568,-6.026,-8.52,8.142,-2.761,-0.664,0.804,70,8,0,0,6,0,1,-9.135,-0.146,-7.839
11,-9.291,1.726,23.79,4.341,1.452,4,3,6,0,1,11,0,2,23,-1.68,6.502,1,7.687,7.735,45,16,55,-8.051,7.304,19.903,-9.306,-0.818,-3.059,4.755,-1.849,-0.581,0.804,45,3,4,0,6,0,1,-7.489,-0.148,-6.844
24,-29.407,7.088,55.914,6.449,2.813,0,3,9,1,1,24,0,5,34,-3.788,16.298,4,17.773,18.329,150,23,135,-26.462,20.541,38.986,-28.864,-6.209,-11.03,11.43,-4.381,-0.249,1.34,150,3,0,0,9,1,1,-10.312,-0.137,-8.508
47,-58.317,15.817,114.973,17.658,6.54,3,8,21,2,1,47,0,26,68,-6.189,35.855,24,35.135,31.899,311,56,291,-53.202,48.19,65.86,-53.387,-25.862,-29.894,20.865,-7.624,-0.913,3.082,311,8,3,0,21,2,1,-17.166,-0.116,-10.673
41,-47.065,11.543,114.081,20.526,9.025,0,5,20,4,1,41,0,24,60,-5.256,32.707,19,29.884,26.087,241,70,290,-42.88,50.444,63.147,-42.377,-19.532,-22.971,17.634,-6.235,-0.415,3.216,241,5,0,0,20,4,1,-14.257,-0.084,-8.652
39,-42.73,11.445,94.759,16.838,7.68,0,8,11,5,1,39,0,24,55,-4.902,33.505,19,28.224,25.28,231,64,225,-38.7,33.549,54.154,-37.672,-21.963,-24.553,16.548,-6.042,-0.664,2.144,231,8,0,0,11,5,1,-14.045,-0.117,-9.78
47,-53.936,13.482,147.478,31.516,13.369,3,5,18,5,1,47,0,24,72,-5.525,38.323,19,33.713,26.884,272,116,362,-49.596,58.8,71.606,-47.815,-31.364,-33.939,18.468,-6.425,-0.664,3.082,272,5,3,0,18,5,1,-16.053,-0.085,-9.225
26,-23.644,5.897,71.268,15.704,7.27,6,9,10,1,1,26,0,15,47,-3.042,15.589,13,17.93,14.436,118,59,171,-21.319,25.897,41.224,-22.901,-7.857,-11.119,10.02,-3.45,-1.245,1.474,118,9,6,0,10,1,1,-11.981,-0.124,-8.439
38,-43.078,11.826,77.983,13.876,5.003,0,2,25,1,1,38,0,14,46,-5.212,32.331,12,28.683,27.251,234,49,193,-38.738,30.157,50.383,-40.339,-16.624,-20.34,17.13,-6.513,-0.166,3.484,234,2,0,0,25,1,1,-12.75,-0.084,-8.413
45,-56.152,15.13,110.063,18.542,7.477,0,5,20,0,1,45,0,17,60,-6.582,30.093,13,33.588,32.857,294,70,283,-50.882,48.184,65.217,-51.627,-13.511,-18.977,20.565,-7.853,-0.415,2.68,294,5,0,0,20,0,1,-15.602,-0.124,-10.806
6,-4.757,0.849,16.308,2.641,1.37,0,7,2,0,1,6,0,4,19,-0.809,3.377,3,3.881,3.894,24,11,39,-4.137,5.708,13.745,-4.897,-0.215,-1.591,2.43,-0.931,-0.581,0.268,24,7,0,0,2,0,1,-6.63,-0.207,-6.462
31,-41.997,9.917,72.925,9.498,3.465,0,3,15,1,1,31,0,2,32,-4.685,27.296,0,23.04,23.198,216,34,178,-38.277,26.669,45.87,-37.183,-14.117,-15.206,14.235,-5.544,-0.249,2.144,216,3,0,0,15,1,1,-12.25,-0.118,-8.867
65,-91.745,26.368,179.624,20.996,8.446,0,7,20,2,1,65,0,19,64,-9.683,53.941,9,47.272,49.467,492,76,441,-83.84,67.831,77.776,-75.777,-28.785,-30.03,29.955,-11.822,-0.581,2.948,492,7,0,0,20,2,1,-21.3,-0.145,-14.673
23,-13.889,3.294,54.336,18.07,7.13,0,6,14,2,1,23,0,8,37,-2.006,12.001,6,16.513,9.733,71,61,139,-12.339,24.546,38.038,-14.123,-5.243,-8.754,8.028,-2.326,-0.498,2.144,71,6,0,0,14,2,1,-9.004,-0.03,-5.898
24,-14.03,3.35,58.332,20.309,8.036,3,5,12,2,1,24,0,8,35,-2.005,13.262,6,17.179,9.714,72,69,147,-12.48,25.353,37.462,-14.248,-5.853,-9.385,8.133,-2.322,-0.664,1.876,72,5,3,0,12,2,1,-9.37,-0.046,-6.328
24,-12.617,3.068,56.617,19.854,7.705,2,5,15,2,1,24,0,8,36,-2.021,12.711,6,16.998,9.744,65,67,143,-11.067,24.716,37.834,-12.223,-5.063,-8.504,8.133,-2.329,-0.581,2.278,65,5,2,0,15,2,1,-9.043,-0.026,-5.85
24,-2.174,0.662,14.858,7.231,2.756,1,2,6,1,0.792,19,1,7,29,-1.133,7.917,5,11.168,4.582,11,20,39,-1.399,6.822,14.998,-1.996,4.16,2.684,7.977,-1.095,-0.249,0.938,11,2,1,0,6,1,0.733,-5.652,-0.017,-5.624
23,-19.349,5.25,19.46,0.821,0.359,0,0,4,0,0.957,22,1,7,21,-3.251,60.86,5,18.14,17.187,109,3,46,-16.559,5.334,29.448,-17.816,-16.631,-18.781,10.41,-4.108,0,0.536,109,0,0,0,4,0,0.947,-8.22,-0.155,-8.79
20,-17.978,4.755,13.397,2.223,1.021,2,2,0,0,1,20,0,16,33,-3.094,59.912,15,17.485,17.35,105,8,30,-15.188,3.81,29.226,-18.112,-14.472,-18.248,10.2,-4.147,-0.332,0,105,2,2,0,0,0,1,-8.871,-0.224,-9.697
33,-7.602,3.458,27.686,7.287,2.896,3,0,11,3,0.879,29,3,7,34,-2.953,13.889,7,19.122,15.1,43,24,73,-4.967,13.014,25.32,-5.994,5.75,2.916,13.74,-3.609,-0.249,1.876,43,0,3,0,11,3,0.875,-7.018,-0.06,-7.2
26,-24.256,5.383,20.943,0.63,0.446,0,1,3,2,1,26,0,3,25,-3.76,65.184,2,21.216,19.401,131,3,56,-21.156,9.618,36.64,-24.462,-20.657,-23.766,12.123,-4.637,-0.083,0.67,131,1,0,0,3,2,1,-9.354,-0.156,-9.268
27,-7.874,3.361,23.132,5.532,1.792,4,2,11,2,0.963,26,0,3,30,-2.745,12.501,2,16.508,14.219,45,17,54,-5.394,7.041,20.471,-6.89,7.979,8.82,12.54,-3.398,-0.498,1.742,45,2,4,0,11,2,1,-7.335,-0.08,-7.372
12,-10.711,2.57,21.21,3.81,1.276,2,2,2,0,1,12,0,4,21,-1.457,23.515,4,8.902,7.816,59,12,46,-9.471,5.557,22.046,-11.543,-10.985,-13.759,4.86,-1.868,-0.332,0.268,59,2,2,0,2,0,1,-7.375,-0.161,-7.15
13,-7.457,2.297,17.455,5.788,1.214,1,2,5,3,1,13,0,2,14,-1.609,11.833,2,9.517,7.803,38,15,38,-6.217,3.949,14.226,-7.716,0.303,-2.669,5.145,-1.865,-0.249,1.072,38,2,1,0,5,3,1,-6.226,-0.08,-6.26
9,-9.854,2.108,15.596,2.368,1.171,2,2,0,0,1,9,0,2,20,-1.261,15.281,2,7.12,6.843,55,9,35,-8.769,4.572,19.89,-10.967,-8.656,-11.214,4.095,-1.635,-0.332,0,55,2,2,0,0,0,1,-7.151,-0.219,-7.185
18,-9.831,1.936,12.343,2.186,0.866,0,0,3,2,1,18,0,3,18,-3.131,51.221,1,14.881,13.459,47,8,31,-7.661,5.312,20.009,-9.287,-7.077,-8.295,9,-3.217,0,0.67,47,0,0,0,3,2,1,-6.219,-0.141,-7.765
36,-11.601,3.954,31.129,4.564,2.286,1,2,9,1,0.778,28,7,15,28,-4.053,20.084,10,18.462,17.497,58,16,75,-8.656,11.043,24.363,-11.347,4.678,2.863,13.56,-4.182,-0.249,1.34,58,2,1,0,9,1,0.733,-7.304,-0.086,-8.309
21,-18.084,4.26,9.806,0.54,0.294,0,0,4,0,1,21,0,2,11,-3.393,61.166,1,18.734,17.437,102,2,32,-15.294,7.689,26.65,-16.455,-14.596,-16.165,10.878,-4.167,0,0.536,102,0,0,0,4,0,1,-7.889,-0.173,-8.849
19,-10.799,2.687,16.741,1.824,0.789,0,1,2,2,1,19,0,14,29,-2.166,38.147,14,14.73,11.492,62,6,48,-8.939,9.659,26.405,-10.718,-11.359,-13.609,8.115,-2.747,-0.083,0.536,62,1,0,0,2,2,1,-7.143,-0.121,-7.512
27,-18.587,5.139,31.243,3.344,0.898,0,1,5,3,1,27,0,20,41,-3.048,56.968,18,21.049,17.256,108,10,86,-15.797,16.627,38.537,-18.901,-21.29,-25.623,11.835,-4.124,-0.083,1.072,108,1,0,0,5,3,1,-8.941,-0.116,-8.353
27,-10.33,3.414,29.422,8.921,3.203,1,4,10,1,1,27,0,20,40,-3.782,10.351,19,18.966,16.803,52,27,74,-7.54,12.041,20.396,-9.861,6.442,3.404,11.835,-4.016,-0.415,1.474,52,4,1,0,10,1,1,-7.302,-0.11,-8.175
13,-9.089,2.095,31.765,5.405,2.065,0,2,3,1,1,13,0,7,22,-1.085,16.307,6,8.685,5.807,50,18,78,-8.159,12.982,24.959,-10.679,-13.323,-15.461,4.425,-1.388,-0.166,0.536,50,2,0,0,3,1,1,-6.967,-0.078,-6.236
36,-5.483,1.996,35.073,11.613,2.162,2,7,11,2,0.833,30,0,18,40,-2.216,13.14,15,17.712,9.897,28,31,82,-3.778,10.656,25.17,-4.957,5.43,2.432,10.71,-2.365,-0.747,1.742,28,7,2,0,11,2,0.842,-7.797,-0.038,-6.588
66,-9.854,3.425,51.035,16.728,3.093,1,8,19,3,0.773,51,7,35,61,-5.11,32.059,26,32.277,21.593,49,40,116,-6.134,13.044,34.211,-8.058,5.296,3.959,18.135,-5.161,-0.747,2.948,49,8,1,0,19,3,0.757,-8.832,-0.045,-8.178
13,-4.95,1.332,24.634,8.711,2.714,0,7,1,1,1,13,0,7,18,-1.325,5.313,6,8.975,5.817,24,24,57,-4.02,7.232,16.031,-5.564,0.593,-1.877,4.425,-1.39,-0.581,0.268,24,7,0,0,1,1,1,-6.77,-0.131,-6.921
14,-6.473,1.716,26.841,6.561,2.025,0,4,6,1,1,14,0,5,16,-1.932,7.098,5,9.26,7.626,31,18,62,-5.233,7.951,16.872,-6.315,-0.535,-1.763,5.43,-1.823,-0.332,0.938,31,4,0,0,6,1,1,-6.415,-0.087,-6.435
22,-14.824,3.482,19.762,1.568,0.202,0,1,4,0,0.955,21,1,8,25,-2.638,38.571,8,16.073,14.32,83,4,49,-12.499,6.991,28.99,-15.641,-12.96,-16.445,9.315,-3.423,-0.083,0.536,83,1,0,0,4,0,0.938,-7.783,-0.135,-8.188
21,-4.441,1.066,26.764,11.481,3.313,1,8,5,2,0.952,20,0,11,32,-1.896,6.07,10,11.863,7.474,21,35,59,-3.201,6.552,19.46,-3.457,8.782,9.129,7.23,-1.786,-0.747,0.938,21,8,1,0,5,2,1,-7.288,-0.076,-6.813
20,-4.256,1.348,26.366,10.195,2.472,3,9,6,1,1,20,0,9,32,-1.774,6.804,8,11.743,7.533,22,30,59,-3.016,6.697,17.679,-3.326,7.069,4.365,7.41,-1.8,-0.996,0.938,22,9,3,0,6,1,1,-7.769,-0.093,-7.076
23,-6.083,1.858,30.83,13.131,3.964,5,9,8,1,1,23,0,9,32,-1.972,6.706,8,15.129,9.389,31,40,72,-4.533,9.906,20.585,-5.443,9.431,7.059,8.535,-2.244,-1.162,1.206,31,9,5,0,8,1,1,-8.532,-0.096,-7.418
11,-7.985,1.67,22.861,4.059,1.533,0,3,3,1,1,11,0,5,21,-1.162,17.712,5,7.69,5.831,41,14,55,-7.055,8.327,21.489,-8.357,-9.256,-10.785,4.035,-1.393,-0.249,0.536,41,3,0,0,3,1,1,-6.738,-0.101,-6.324
13,-2.84,0.872,22.103,8.084,2.303,0,8,4,0,0.923,12,1,5,17,-1.065,3.843,5,7.41,4.654,13,25,51,-2.065,7.117,18.677,-2.512,2.937,1.435,3.87,-1.112,-0.664,0.536,13,8,0,0,4,0,0.833,-6.867,-0.095,-6.458
22,-14.504,3.079,17.649,1.282,0.193,0,2,3,0,0.955,21,1,8,24,-2.83,38.79,8,16.231,14.475,80,3,46,-12.179,6.856,25.982,-14.835,-11.878,-14.586,9.315,-3.46,-0.166,0.402,80,2,0,0,3,0,0.938,-7.72,-0.147,-8.442
25,-3.902,1.304,29.165,14.357,4.787,6,3,8,5,0.92,23,2,11,31,-1.366,9.723,6,14.579,6.569,21,45,71,-2.817,11.13,21.314,-3.165,5.27,4.209,8.151,-1.57,-0.747,1.742,21,3,6,0,8,5,0.846,-7.401,-0.023,-5.793
16,-4.19,1.072,21.209,9.056,2.901,0,7,5,2,0.938,15,1,9,17,-1.656,5.083,6,10.494,6.584,19,29,50,-3.105,7.319,13.304,-4.033,4.556,3.598,5.298,-1.574,-0.581,0.938,19,7,0,0,5,2,0.875,-6.489,-0.076,-6.435
22,-3.18,0.925,25.307,13.343,3.53,1,3,5,7,0.909,20,2,12,23,-0.984,8.153,6,12.988,4.7,16,38,63,-2.405,10.212,17.449,-2.57,3.925,2.902,6.486,-1.123,-0.332,1.608,16,3,1,0,5,7,0.8,-6.105,0.007,-5.065
41,-14.707,5.186,25.409,1.857,0.657,0,2,10,3,0.829,34,1,15,37,-4.866,30.048,11,23.383,22.639,76,5,62,-10.832,8.797,23.953,-13.213,0.899,-0.726,17.193,-5.411,-0.166,1.742,76,2,0,0,10,3,0.879,-7.504,-0.094,-9.053
63,-17.913,5.154,35.964,12.915,4.201,6,5,16,6,0.873,55,6,35,67,-6.561,47.657,28,39.074,28.499,96,34,96,-13.108,17.042,33.82,-16.292,1.869,-1.425,22.965,-6.811,-0.913,2.948,96,5,6,0,16,6,0.854,-10.267,-0.076,-9.994
