Y1_ligscore_pose,Y2_ligscore_rank
-19.15,-5.42
-33.27,-6.73
-33.98,-5.79
-24.56,-6.11
-39.69,-11.29
-24.62,-4.96
-37.44,-15.98
-32.98,-12.61
-33,-14.61
-30.13,-12.95
-57.04,-19.38
-24.77,1.44
-38.14,-6.39
-54.83,-31.22
-31.03,-0.11
-35.98,-10.96
-4.89,8.45
2.12,14.09
-22.45,-1.55
-38.68,-7.92
-11.08,2.12
-26.1,1.44
-28.44,-2.99
-36.89,-8.77
-19.67,-6.23
-9.56,-2.59
-15.3,4.32
-21.44,-3.24
-56.11,-21.76
-31.16,-3.84
-25.51,-6.97
-16.52,0.63
-26.27,-7.78
-26.13,0.51
-20.13,1.63
-28.58,-3.58
-37.24,-12.82
-10.75,9.3
-6.61,6.46
-19.65,-2.26
-32.43,-0.42
-15.91,3.62
-38.12,-10.64
-43,-13.35
-21.36,-6.2
-12.13,-3.67
-33.63,-9.88
-40.15,-6.77
-17.09,3.66
-19.29,4.17
7.02,7.28
-31.46,-0.33
-27.1,0.22
-28.89,-6.46
-18.87,6.38
-41.3,-7.44
-7.98,9.57
-49.05,-20.3
-56.9,-19.27
-72.78,-46.24
-15.73,-4.96
-20.41,-8.38
-22.12,-14.29
-22.01,-3.11
-21.6,-4.72
-21.02,0.2
-23.21,-7.36
-49.68,-15.4
-32.08,-1.58
-21.46,-1.29
-46.96,-13.27
-27.81,-0.78
-21.15,3.48
-35.53,-7.6
-27.2,-3.16
-42.64,-11.45
-35.95,-11.13
-35.94,-6.51
-24.22,-5.38
-24.33,-8.79
-21.16,-2.4
31.8,21.2
-41.1,-9.27
-16.75,-1.27
-23.65,0.64
-28.43,0.6
-12.15,16.74
-26.84,-2.72
-31.1,-5.23
-30.73,3.6
-46.3,-20.54
-26.62,-4.75
-22.14,-0.57
-25.25,-6.28
-26.4,-7.59
-30.53,-10.48
26.82,16.42
-30.28,-14.13
-29.3,-11.52
-40.25,-10.4
-55.53,-24.1
11.24,4.89
-55.12,-24.55
-52.42,-15.84
-35.46,1.16
-44.2,-13.96
-1.11,13.02
-36.72,-4.23
-24.61,-8.07
-23.91,3.38
14.16,14.86
-14.24,-3.67
-35.83,-11.3
3.54,10.78
-26.08,0.39
-18.82,6.26
-16.29,-1.41
-13.59,-5.46
30.49,0.62
260.16,116.29
-44.24,-12.62
-29.77,-14.12
-34.23,-12.33
-7.85,13.59
-33.16,-6.58
-20.28,3.25
-20.71,5.99
-31.66,0.13
-5.55,16.54
-12.41,5.14
-18.46,-2.65
-9.06,2.45
-15.77,3.95
-18.76,6.49
-23.17,3.73
-9.78,8.77
-19.22,1.99
-20.02,3.93
-15.18,-4.11
-12.53,0.82
63.75,32.25
-5.09,3.12
-14.28,0.25
-16.65,3.69
-25.64,-10.02
-25.52,-5.96
-26.66,-5.08
-18.35,-5.96
-20.54,-8.02
-21.84,-4.03
-32.15,-5.43
-16.12,1.03
-25.08,-1.99
-19.18,8.43
78.2,46.9
-26.02,-3.3
-31.31,-10.26
-24.65,-2.66
-16.16,6.49
-5.86,2.73
-17.26,2.26
-15.71,3.33
-9.78,6.25
-24.85,0.05
-18.05,-0.74
-20.75,4.77
-18.97,4.8
-26.15,1.86
-28.21,-1.73
-30.03,-5.4
-36.29,-5.25
-13.83,-3.35
-21.02,1.42
-17.6,4.24
-11.87,10.18
-21.48,2.86
-32.4,-2.93
25.41,28.19
65.73,40.63
98.58,51.78
-27.17,-6.05
-15.06,3.44
-18.26,1.52
4.9,13.21
-36.22,1.29
-0.21,14.43
-31.42,1.34
31.37,25.75
-2,9.92
-38.08,-3.56
-33.32,-4.7
-21.76,6.54
-28.41,-5.49
-20.23,1.35
-24.6,-3.51
-9.09,2.24
-31.28,-1.16
-22.8,2.74
-27.97,-5.64
-29.19,-4.88
-31.47,-9.38
-19.4,-0.08
-28.05,-11.03
-26.89,-9.41
-14.38,-1.8
-29.02,-0.66
-27.09,-3.78
-27.73,-3.68
-40.07,-13.21
-21.9,5.27
-29.87,-3.79
-26.04,0.47
-30.06,2.29
-18.26,3.2
-33.1,-7.15
-19.9,1.04
-33.46,-3.62
-9.89,3.88
-17.46,3.41
-11.26,-0.82
-3.62,5.18
-19.3,-1.43
-22.02,-5.92
-24.86,1.33
-18.92,1.36
-17.93,-2.71
-20.2,-3.71
-11.04,1.19
-25.91,2.38
-33.1,-3.65
-32.87,-3.09
-20.66,-2.55
-8.61,5.39
-24.96,1.04
-17.38,-2.79
-40.24,-9.21
-28.92,3.35
-17.68,2.7
-17.98,2.64
-26.03,3.07
-7.7,3.63
-26.03,-2.38
-26.59,-2.3
-26.53,1.89
-13.49,8.2
-21.64,3.25
-28.91,2.1
-30.74,-4.48
-7.32,14.21
-32.31,-2.96
-30.47,-1.22
-42.42,-2.51
-24.03,-4.54
-23.41,-3.24
-29.98,-10.67
-17.08,-6.23
-12.75,-4.98
-22.25,-14.79
-16.27,-1.84
-14.33,-1.29
-25.84,1.39
-9.56,7.94
-25.23,3.37
-28.14,-2.09
-19.54,-3.27
-20.73,1.26
-13.92,5.53
-36.09,-2.28
-26.19,-0.65
-28.1,-0.57
-20.1,-1.05
-19.3,0.62
-24.61,0.07
-11.47,0.38
-16.09,-2.46
-21.44,-7.63
46.45,36.64
-19.72,7.77
-33.13,-9.96
-14.62,7.28
-31.7,2.23
-32.08,0.4
-15.4,5.74
-21.01,3.12
-29.22,-0.94
-28.32,-5.51
-28.29,1.62
-31.16,-1.19
-24.32,-3.14
-25.11,-0.81
-31.53,-5.94
31.12,20.42
-23.58,-0.4
-6.83,6.17
-22.44,-1.22
-39.16,-12.69
-21.61,-3.42
-34.26,-10.69
-35.86,-10.73
4.95,6.8
-23.04,1.31
-4.41,6.52
-24.57,-2.57
-16.25,-2.09
-32.17,-1.83
-22.62,2.71
-28.38,-0.86
-34.12,-0.19
-27.95,-2.63
-19.38,-4.08
-31.25,-2.58
6.14,15.02
-14.14,-3.16
-13.82,0.11
229.48,101.68
-25.16,-2.36
-25.23,-3.7
-26.46,-4.12
-4.81,13.99
-47.42,-13.22
-22.66,4.39
-44.21,-6.93
-40.59,-9.09
-31.7,-0.72
-22.09,-2.98
-19.94,0.78
-1.27,10.72
-23.82,-3.42
-57.28,-12.06
-52.08,-19.07
-0.75,15.59
-28.55,1.31
-7.71,19.08
-10.97,0.49
-26.66,-4.58
-46.79,-2.89
-18.14,-2.63
-24.63,-7.4
-31.45,-8.54
-26.21,-5.83
-5.69,9.39
-28.61,-9.01
-16.74,1.87
-25.43,-6.63
-31.18,-8.83
-30.35,-4.54
-27.06,-4.73
-38.27,-8.93
-53.32,-8.9
-42.55,-0.17
-57.59,-10.58
-34.2,0.61
-37.21,-1.21
-40.51,-2.76
6.37,12.47
-15.67,-1.7
-15.43,-0.52
-22.73,-5.89
-39.75,-7.53
-27.22,-6.5
-32.29,-2.78
-57.94,-2.71
-51.13,-11.42
-27.35,-3.37
-37.09,-8.45
-60.41,-15.66
-5.39,6.6
-37.03,-14.44
-29.39,-9.94
-24.23,2.8
-37.84,-1.31
-56.8,-11.55
-42.07,-3.66
-49.13,1.1
-86.62,-26.59
-39.93,-13.06
-16.62,5.95
-20.77,-1.58
-14.53,7.05
-54.68,-5.21
-82.79,-28.02
-33.15,1.43
-73.98,-15.59
-42.64,-2.93
-61.86,-16.3
-40.65,-2.22
-49.52,-8.78
-35.39,-9.65
-35.42,-8.26
-38.15,-12.44
-4.92,3.16
-63.49,-15.4
-30.81,5.67
-14.39,6.8
-39.58,-13.12
-18.45,1.83
-31,-12.62
-18.42,-3.28
-7.01,6.63
-12.58,1.81
-64.18,-18.22
-63.63,-16.03
-36.87,-10.21
-50.27,-12.15
-34.97,-5.43
-40.96,-11.28
-68.77,-28.28
-59.84,-12.09
-48.01,-15.67
-40.94,-12.84
-29.14,-3.56
-48.71,-15.64
-40.08,-15.04
-30.36,-2.56
-6.82,2.61
-2.63,7.91
-35.15,-11.6
-23.94,-5.79
-38.38,-11.43
-38.95,-12
-7.41,4.89
-6.3,12.44
-6.09,7.93
-33.29,-7.8
-37.15,-6.57
-32.11,1.06
-35.89,-13.63
-11.81,13.74
-28.9,3.3
-8.27,2.92
-49.9,-13.73
-50.4,-7.35
-38.42,-9.56
-41.97,-11.56
-47.99,-11.26
-13,-0.83
-22.3,-3.21
-51.47,-14.04
-81.63,-42.02
-46.04,-8.37
-55.87,-12.1
-46.07,-7.69
-52.11,-10.82
-65.91,-7.59
-42.16,-11.73
-39.55,-2.97
-31.08,9.82
-34.88,-4.69
-22.92,-1.58
-30.44,-1.73
5.19,14.27
-7.31,4.97
-14.54,-2.26
-51.11,-30.48
-50.94,-30.74
-92.42,-40.46
-6.45,5.27
-53.85,-14.9
-74.03,-38.95
-29.53,-10.08
-45.46,-17.94
-47.74,-17.93
-50.85,-7.29
-40.18,-6.38
-43.09,-3.64
-42.1,-14.66
-37.51,-9.22
-38.67,-10.07
-22.11,-4.02
-15.38,-0.62
-12.07,3.33
-69.6,-13.21
-27.69,-1.07
-31.25,0.53
-13.66,6.86
-27.49,13.51
-20.99,10.82
-17.31,1.85
-28.71,-4.38
-14.72,9.8
-41.14,-12.85
-36.36,-6.31
-33.92,-4.69
-42.78,-5.48
-50.58,-9.48
-46.79,-9.82
-66.3,-7.66
-14.07,5.37
-15.57,5.38
-39.85,-10.56
-51.2,-19.62
-75.04,-18.13
-49.55,-14.61
-44.65,-12.42
-67.95,-14.43
-16.86,7.94
-3.74,7.64
-20.45,-0.61
-16.51,-0.46
-41.9,-10.87
-67.23,-15.58
-43.33,-1.75
-42.96,-2.48
-42.37,-2.07
-21.28,3.07
-67.86,-20.34
-65.4,-15.57
-10.52,-1.28
-25.99,-4.45
-50.28,-8.15
-43.79,-15.11
-19.5,1.89
-33.32,-8.13
-0.38,10.92
-33.62,-11.27
-22.18,8.21
-20.4,0.93
-17.18,7.25
-26.56,3.12
-16.82,-0.21
-22.88,0.19
4.25,13.97
-17.39,-3.49
-48.52,1.42
-22.53,-2.36
-6.78,17.66
-10.72,7.37
-34.32,-0.71
-15.25,-2.07
-26.5,-1.36
-47.55,-8.21
-13.9,3.05
-33.11,-13.95
-48.5,-15.3
-34.94,-5.56
-18.25,-1.98
-10.77,4.09
-17.24,-3.24
-19.8,-0.81
-47.5,-15.09
-20.19,-2.46
-19.33,3.42
-33.37,-1.2
-45,-9.38
-59.24,-9.79
-40.16,-5.87
-32.08,2.62
-34.17,-0.02
-33.18,1.86
-7.5,0.86
-21.06,0.63
-20.91,1.69
-27.99,-4.66
-25.84,4.1
-24.59,-1.73
-34,-4.59
-62.45,-5.38
-40.47,-10.93
-36.68,-2.51
-45.9,-9.41
-66.12,-13.63
10.62,18.88
-28.6,-5.25
-18.44,2.95
-32.93,-3.58
-38.51,-0.43
-50.11,-11.83
-40.12,-2.41
-47.35,-0.03
-50.85,-4.05
-26.39,-2.63
-11.4,3.04
-8.12,2.02
-15.43,6.15
-31.58,6.55
-64.06,-13.15
-36.03,-6.35
-53.55,-7.32
-53.26,-2.85
-38.66,-9.79
-34.33,-6.78
-40.6,-6.91
-46.38,-9.29
-42,-5.23
-38.74,-6.87
-11.35,4.13
-40.57,-8.06
-33.4,-6.63
-35.66,-7.87
-28.95,-2.02
-33.96,-6.81
-36.59,-10.32
-16.24,5.16
-12.21,7.17
-25.84,-2.81
-51.51,-4.87
-30.58,-1.64
-37.87,-5.79
-30.62,-0.59
-27.08,7.44
-32.46,-8.74
-41.76,-9
-37.6,-0.15
-32.3,-11.67
-28.86,-8.24
-29.72,-4.58
-52.9,-11.64
-32.74,-3.48
-47.18,-11.74
-14.69,-1.72
-5.52,2.9
-18.73,2.37
-17.33,-1.45
-43.4,-11.19
-43.61,-8.47
-18.96,3.91
-30,-1.67
-21.83,0.92
-31.28,-1.38
-26.1,3.02
-32.24,-0.8
-25.65,0.71
-26.76,2.69
-34.74,-3.2
-19.03,-3.42
-33.45,-2.34
-33.93,0.65
-45.34,-14.84
-32.22,-1.99
-60.43,-16.51
-8.78,3.82
-27.28,0.49
-51.27,-5.64
-25.56,-0.01
-45.14,-12.73
-39.11,-4.31
-38.87,-3.68
-46.23,-2.21
-63.2,-4.07
-35.74,-4.31
-34.03,-6.23
-34,-4.31
-43.65,-8.42
-46.86,-8.43
-47.23,-12.02
-2.12,10.03
-15,-4.42
-26.63,-12.19
-17.96,-1.99
-19.47,-3.26
-42,-10.46
-27.62,-2.27
-47.02,-7.83
-30.2,-3.39
-18.59,0.88
-48.44,-11.75
-52.83,-12.88
-39.36,-9.54
-25.75,0.26
-29.76,0.15
-44.48,-8.37
-33.3,-5.63
-40.62,-9.52
-26.74,-9.71
-14.62,-1.5
-17.64,-2.77
-45.06,-4.52
-36.28,-8.07
-19.69,-2.94
-35.38,-1.38
-28.74,7.61
-17.09,5.91
-29.9,-8.76
-24.96,-4.15
-38.2,-7.33
-46.38,-14.89
-29.88,-9.17
-27.09,0.46
-54.97,-4.21
-54.44,-5.79
-32.99,0.31
-60.64,-10.56
-37.46,-9.29
-32.12,-6.59
-17.02,3.15
-53.83,-9.94
-35.53,-4.34
-48.12,-8.1
-27.62,-10.26
-80.95,-16.93
-42.47,-7.56
-13.77,1.33
-22.78,1.52
-12.71,8.36
-28.35,-8.45
-38.23,3.72
-45.65,-3.93
-49.25,-5.27
-39.33,-5.9
-24.77,6.99
-51.09,-15.12
-62.52,-10.9
-12.08,-4.88
-21.81,-2.65
-38.04,-2.97
-56.35,-16.82
-39.37,-3.9
-36.87,-1.47
-13.49,6.93
-33.54,-10.35
-25.58,-1.1
-24.96,-4.31
-24.29,0.54
-20.06,0.75
-0.94,10.68
-12.9,3.78
2.54,10.53
-13.78,3.51
-34.42,-3.47
-26.65,-6.9
2.42,16.43
-15.48,8.86
-21.55,4.4
-6.49,1.8
-36.45,-10.2
-52.36,-10.8
-6.35,0.18
-18.24,-4.24
-32.75,-8.67
-15.67,-2.19
-25.81,-3.9
-7.81,8.77
-17.62,-6.32
-18.03,-5.08
-33.47,-9.17
-28.42,-4.42
-26.5,-9.92
-35.43,-13.44
-51.72,-8.21
-58.43,-17.27
-61.33,-15.16
-30.37,-6.25
-31.01,-5.05
-30.24,-7.45
-0.28,6.34
-18.75,-4.88
-19.45,-5.5
-18.57,-2.01
-27.19,-5.14
-17.85,-3.87
-29.56,-4.15
-48.79,-10.23
-36,-4.74
-32.63,-5.33
-32.98,-9.18
-47.51,-10.57
8.17,14.56
-20.65,-2.14
1.59,13.01
-29.45,-3.84
-29.26,-1.81
-37.73,-9.71
-52.19,-2.76
-64.07,-3.35
-62.06,-9.67
-31.59,-8.24
-24.6,0.61
-6.94,8.18
-9.2,7.79
-35.55,-0.9
-51.77,-5.4
-44.22,-2.05
-75.32,-10.69
-66.4,-19.14
-54.58,-7.8
-42.79,-6.84
-45.32,-9.17
-24.7,-5.53
-34.37,-9.84
-30.66,-9.22
-11.24,-0.8
-43.09,-11
-54.88,-12.93
-22.53,-7.6
-19.24,-2.6
-14.78,-0.83
-23.66,-6.58
-25.08,-11.84
-19.73,-8.63
-5.04,6.34
-43.89,-11.08
-33.01,-4.62
-24.09,-1.23
-36.39,-10.29
-25.98,-6.2
-21.2,-4.28
-37.29,-3.41
-30.25,4.37
-34.93,-9.52
-35.96,-9.78
-33.67,0.69
-18.71,1.93
-20.78,-0.97
-36.67,-9.81
-4.91,0.44
-2,2.54
-11.44,4.06
-17.35,-3.81
-33.98,-9.07
-16.95,-4.55
-13.57,-2.18
-11.57,0.69
-8.36,2.09
-31.38,-3.65
-35.9,-7.49
-39.21,-6.3
-23.07,-7.33
-20.43,3.01
-36.74,-5.32
-14.37,-2.05
-35.26,-6.58
-40.51,-5.69
-21.47,-4.65
-27.85,-6.52
-56.41,-13.66
6.36,13.68
-28.75,-9.64
-40.64,-9.73
-29.2,-1.01
-29.25,-2.23
-27.82,2.85
-28.02,-0.86
-29.23,3.75
-59.41,-7.58
-32.16,-4.18
-44.75,-6.46
-37.91,0.77
-30.25,-11.96
-24.19,-5.15
-32.61,-13.52
-11.76,-4.49
-1.01,8.01
-9.52,-0.54
-14.36,-2.16
-15.97,-3.33
-45.68,-7.63
-11.39,1.21
-40.72,-8.37
-32.6,-5.45
-12.79,1
-28.7,-6.33
-30.07,-8.66
-43.16,-3.26
-34.91,0.92
-26.39,-2.67
-24.89,-4.91
-25.59,-8.3
-21.15,-5.21
-9.93,3.82
-15.78,-5.45
-12.89,-2.88
-67.28,-6.5
-22.23,3.49
-21.1,-1.68
-12.71,6.47
-36.98,-2.35
-21.74,9.94
-17.29,1.37
-20.85,1.97
-22.95,1.39
-33.55,-10.15
-35.14,-11.95
-35.24,-10.54
-23.8,2.53
-35.76,-4.92
-34.01,2.55
-65.91,-15.51
-13.32,2.63
-15.86,2.83
-23.62,-0.53
-31.82,-6.92
-67.08,-15.58
-35.05,-10.83
-33.58,-9.84
-65.33,-17.93
-19.65,6.16
-2.24,5.83
-20.85,-2.31
-15.58,-3.85
-39.55,-6.6
-58.31,-11.99
-55.84,-15.63
-51.18,-10.99
-32.51,3.22
-20.59,2.13
-39.01,-8.54
-49.86,-6.91
-10.37,-0.24
-35.04,-11.43
-46.42,-9.71
-25.68,-4.49
-33.07,-12.31
-23.17,-7.51
-20.4,6.23
-32.17,-3.05
-49.99,-17.92
-37.76,-4.71
-28.42,3.33
-22.23,8.2
-36.82,-19.66
-37.38,-19.35
-16.95,-4.34
-22.33,-1.06
-46.72,0.27
-30.82,-2.94
-19.96,5.57
-40.74,-9.48
-30.66,6.69
-25.22,-13.86
-54.79,-10.48
-63.4,-22.4
-15.95,-5.48
-26.88,-7.02
-38.85,-8.65
-35.12,-22.2
-17.43,4.2
-19.06,5.46
-21.75,-7.61
-22.27,-5.45
-40.67,-8.05
-38.13,-6.86
-41.15,-19.22
-38.49,-8.5
-39.33,-2.27
-73.57,-5.96
-53.08,-3.31
-49.16,-17.54
-56.59,-21.87
-49.29,-16.56
-21.98,-14.85
-33.72,-16.64
-34.82,-17.21
-30.2,-7.66
-37.36,-6.47
-15.81,0.76
-25.85,1.62
-56.78,-5.4
-34.49,2.06
-41.45,-12.04
-53.6,-16.56
-67.85,-14.77
-5.72,1.47
-25.19,-6.05
-34.59,-9.48
-29.14,1.11
-16.08,11.68
-54.88,-11.75
-69.37,-6.92
-48.28,-0.61
-46.75,2.39
-34.13,-5.74
-35.84,-5.89
-11.14,7.19
-3.31,11.46
-40.79,4.07
-46,6.45
-55.49,-7.76
-64.57,-3.72
-58.56,-8.97
-50.28,-2.81
-38.46,-4.83
-42.08,-0.75
-56.14,-24.83
-56.52,-26.69
-55.95,-28.51
-17.44,-3.6
-22.3,13.73
-41.29,-3.06
-33.12,-10.65
-41.3,-7.44
-28.95,-3.83
-33.99,-9.1
-35.51,-17.16
-37.11,-25.78
-34.09,-19.48
-46.82,-3.29
-57.32,-2.61
-42.41,-8.14
-58.66,-20.19
-41.66,-9.73
-36.75,-9.91
-49.6,-4.84
-50.22,0.92
-43.43,-7.14
-46.57,-10.12
-38.51,0.95
-53.24,-20.93
-24.41,-0.96
-49.37,-9.12
-17.77,-5.01
-11.73,-8.43
-24.59,-1.65
-17.82,-4.34
-64.94,-32.16
-41.27,-11.46
-30.27,-10.94
-22.93,-0.33
-27.66,-8.92
-42.83,-0.26
-41.79,-0.61
-50.32,-9.27
-26.42,-6.61
-36.13,-4.76
-60.4,-21.29
-19.16,-5.51
-37.9,-7.8
-44.81,-9.84
-46.35,-12.75
-35.79,-7.01
-47.58,-9.37
-13.91,-2.54
-34.78,-10.15
-50.62,-12.07
-42.37,-4.26
-35.8,-2.82
-37.13,4.88
-30.65,8.18
-37.74,0.24
-78.76,-10.72
-36.29,-3.34
-52.78,-3.15
-41.51,-5.2
-55.96,-25.8
-57.39,-24.56
-31.49,-7.44
-27.73,-15.8
-24.73,-16.56
-28.59,-20.28
-13.53,-1.37
-19.74,-6.19
-45.84,-7.53
-7.37,6.6
-43.6,-6.52
-40.21,-10.63
-17,-4.62
-29.5,-3.42
-46.61,-7.55
-43.77,-6.88
-41.78,-7.11
-39.36,-1.52
-45.77,-14.53
-48.67,-18.87
-53.01,-23.56
-29.42,-14.61
-14.9,-0.12
-13.17,1.03
-60.2,-2.5
-25.97,1.96
-36.7,-2.77
-35.81,-8.79
-48.13,-10.56
-33.75,3.65
-27.91,0.91
-34.98,-4.21
-41.78,-1.91
-36.36,-8.45
-36.65,-7.12
-36.96,-7.2
-48.7,-4.57
-67.41,-20.98
-59.49,-18.46
-60.19,-7.64
-28.16,-7.62
-23.81,-4.71
-31.15,1.33
-40.21,-8
-62.51,-9.94
-38.72,-1.83
-43.41,-9.15
-56.57,-3.74
-30.7,-1
4.33,15.61
-22.36,3.28
-18.16,-1.44
-40.21,-4.66
-35.74,5.97
-57.57,-8.22
-34.52,1.4
-45.86,3.58
-31.48,-2.28
-46.58,-10.64
-79.54,-17.34
-17.7,-9.3
-24.83,-2.43
11.09,16.86
-42.72,-17.78
-51.08,-14.19
-47.85,-13.38
6.7,26.53
-40.14,-6.99
-34.24,-5.43
-8.28,9.63
-18.26,11.09
-22.23,3.78
-33.02,-10.03
-27.94,-4.53
-2.55,11.11
-13.09,3.95
-7.45,20.14
-19.01,4.51
1.89,21.13
-8.38,19.24
-17.75,9.43
-17.9,0.02
-13.28,2.61
162.46,57.18
-8.05,4.73
-31.49,-9.79
-45.18,-11.73
-20.77,-0.12
-17.43,5.18
-21.66,4.16
-22.7,-7.13
-17.79,-3.94
-45.84,-12.05
-16.06,6.81
-34.81,-11.22
-29.1,-0.03
3.98,18.5
-71.33,-2.94
13.68,13.35
-33.61,-3.2
-28.87,1.08
-30.94,-3.44
-16.76,-3.4
-30.75,-10.48
-30.73,-10.4
-26.23,-7.4
-38.72,-3.62
-27.26,-8.43
-33.15,-1.13
7.47,18.63
-26.88,7.27
-41.24,-10.14
-45.61,-9.65
-14.87,10.11
-2.82,5.75
-13.13,4.89
-26.85,-2.03
-24.82,3.13
-29.02,0.77
-30.17,-4.22
113.57,63.29
217.07,109.21
224.01,96.39
-40.24,-7.42
-34.51,-2.93
-9.77,13.79
-15.6,7.3
4.53,15.06
78.5,43.31
-13.22,10.1
144.88,59.64
42.44,41.78
-17.26,9.12
-22.59,1.3
47.91,31.86
-39.33,-9.38
-33.44,-3.63
-26.24,0.45
-17.58,-5.52
-38.48,3.17
-36.83,-7.43
-32.09,-4
-34.45,-4.91
-24.61,-0.35
-35.45,-7.42
-28.28,-4.46
-25.14,-2.26
-27.74,-4.82
-42.43,-7.3
-29.81,-1.37
-30.51,-1.99
-37.04,-5.6
-35.2,-2.42
-37.71,-7.17
-15.62,4.7
1.09,13.53
-40.25,-2.92
-39.06,-10.01
19.27,16.74
-33.55,0.36
-26.1,-1.06
-34.26,-5.45
-10.89,-0.69
-3.88,3.19
-31.66,-4.49
-25.63,-5.19
-38.58,-6.37
-36.48,-7.85
-7.61,9.03
-21.53,-1.69
-11.95,5.66
-29.45,-0.2
-8.18,3.47
-27.39,-5.87
-24.71,-5.03
-35.14,-6.06
-16.92,-1.69
-21.41,-5.69
-42.89,-3.18
1.2,11.08
-32.06,-3.88
-30.93,-5.96
1.03,13.31
-12.38,2.73
-40.64,-8.88
-39.68,-9.09
-12.13,14.23
15.9,22.38
18.62,25.32
-24.61,5.02
-4.97,13.51
42.91,32.19
-29.23,1.3
-27.07,4.72
-7.28,5.4
-35.22,-6.82
-39.84,-4.11
-31.83,-5.68
-15.67,-4.51
-17.97,-3.77
-18.71,-2.11
-17.48,-1.09
-21.22,-6.42
27.28,22.61
-14.45,4.75
-21.92,4.12
-32.13,-3.55
-24.04,-5.31
-32.89,-6.09
-33.82,-2.68
-25.47,-1.77
-7.79,5.96
-24.68,3.7
-34.39,-7.82
-27.78,-1.98
-26.56,-1.29
-28.65,-7.44
-20.28,-0.69
-20.69,-3.8
153.48,75.47
-15.01,11.41
-31.67,-4.64
-30.69,-3.17
52.13,46.09
-38.47,-3.37
-11,4.05
-25.13,0.48
-25.44,7.33
-36.29,-7.99
-27.73,-6.04
-17.48,-1.97
-38.33,-3.15
-7.67,10.13
-37.35,-3.6
59.59,41.33
-26.25,-1.65
-17.63,5.24
-30.69,-4.83
-42.17,-10.43
35.97,14.54
-49.17,-14.21
-28.26,0.45
40.77,18.38
-31.92,2.78
-4.15,8.77
-26.88,2.97
-23.65,-2.63
-39.99,-7.01
5.37,22.68
-11.47,8.74
-14.63,7.08
33.81,30.42
-22.22,8.95
-14.25,5.38
7.07,15.24
-17.64,-4.05
36.18,13.42
514.37,243.1
-32.63,-5.56
-32.13,-3.97
-32.27,-2.66
-8.66,16.55
-45.55,-8
-28,-4.11
-45.03,-12.53
-31.16,3.13
-36.69,-5.97
-16.21,-1.01
-25.99,-4.62
-1.43,7.74
-22.57,-3.22
-40.93,-0.51
-29.27,3.64
-15.73,9.41
-34.07,1
-37.06,-1.28
-16.08,-2.29
-50.34,-11.63
-76.63,-21.15
-11.99,0.83
-24.35,-7.02
-32.18,-7
-41.69,-11.18
-24.78,2.08
-19.84,6.49
-22.79,-7.92
-15.58,-1.89
-33.34,-6.13
-36.47,-10.05
-32.28,-10.34
-44.49,-7.32
-67.9,-10.29
-64.65,-14.15
-67.76,-21.47
-42.28,-9.77
-44.99,-12.08
-36.74,-1.99
-1.76,5.66
-27.32,-8.19
-28.16,-8.76
-32.66,-4.62
-39.42,-8.96
-29.25,-7.95
-35.4,-2.23
-64.04,-9.37
-44.78,-8.44
-47.54,-12.86
-50.51,-14.82
-62.08,-15.16
-2.49,4.86
-8.94,13.06
-38.49,-14.73
-39.26,-3.94
-36.56,-2.58
-45.74,-10.06
-53.7,-8.33
-82.11,-20
-74.07,-18.94
-33.2,-6.39
-26.97,1.68
2.22,18.91
-10.18,8.88
-51.02,-9.46
-68.26,-20.2
-44.87,-5.82
-75.52,-17.89
-73.4,-21.99
-60.82,-14.27
-39.74,-6.56
-49.32,-14.9
-35.23,-7.67
-28.14,-0.63
-35.16,-8.7
-23.4,-8.2
-59.92,-11.18
-67.26,-20.97
-30.57,-2.14
-34.73,-5.5
-26.4,-4.34
-29.51,-9.72
-19.24,2.64
-15.44,6.39
-17.89,-5.37
-58.34,-21.59
-48.44,-5.35
-40.91,-6.75
-49.64,-12.85
-42.33,-6.64
-39.57,-6.65
-50.88,-16.6
-50.01,-9.45
-47.65,-7.84
-47.7,-8.09
-35.51,-9.68
-27.81,3.57
-28.29,-0.36
-46.74,-10.83
-4.63,6
-9.98,-1.4
-25.07,-1.34
-19.73,-1.26
-35.07,-3.73
-34.12,-4.95
-6.96,6.13
-22.62,-2.12
-12.32,3.11
-42.3,-10.62
-42.7,-10.84
-47.54,-14.75
-16.67,4.63
-32.14,-2.32
-35.95,-1.21
-19.55,-5.3
-43.37,-3.88
-60.1,-12.4
-37.11,-5.18
-34.2,-5.68
-59.31,-15.27
-11.03,3.73
-42.41,-8.12
-41.1,-8.52
-43.15,-10.18
-33.72,-1.18
-50.89,-5.08
-46.72,-7.61
-46.47,-8.4
-57.57,-6.63
-40.43,-0.27
-56.04,-10.19
-55.05,-11.28
-38.09,-3.46
-41.65,-10.63
-33.22,0.29
-2.47,7.24
4.81,11.95
-11.24,2.03
-24.06,-6.61
-20.4,-6.21
-50.57,-11.12
-25.22,-2
-47.11,-9.02
-45.61,-10.09
-19.03,-0.78
-36.72,-3.83
-40.4,-9.1
-59,-12.36
-49.67,-11.74
-54.43,-10.2
-34.49,-3.06
-33.42,-2.17
-32.63,-1.54
-14.55,0.17
-13.27,0.55
-19.21,-2.89
-80.69,-31.46
-39.58,-2.02
-47.29,-8.14
-32.72,-8.32
-47.83,-1.74
-63.67,-20.63
-18.7,-0.06
-37.29,-7.95
-52.64,-10.11
